match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_keyPass,player_firstName,player_lastName,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,captain,stat_shotOffTarget,stat_clearanceOffLine,stat_outfielderBlock,stat_wonContest,stat_errorLeadToAShot,stat_dispossessed,stat_wasFouled,stat_onTargetScoringAttempt,stat_goals,stat_aerialLost,stat_penaltyWon,stat_penaltyFaced,stat_hitWoodwork,stat_penaltyConceded,stat_totalOffside,stat_bigChanceMissed,stat_errorLeadToAGoal
10385647,home,Liverpool,Alisson,alisson,Alisson,G,1,193,64760,M,AlissonBecker,243609,EUR,717984000,G,1,1,False,43.0,32.0,19.0,8.0,31.0,32.0,1.0,11.0,1.0,1.0,2.0,10.0,1.0,3.0,2.0,1.0,1.0,90.0,52.0,6.3,11.0,0.0,0.0,0.00024641,0,-1.7581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385647,home,Liverpool,Trent Alexander-Arnold,trent-alexander-arnold,T. Alexander-Arnold,D,12,180,210733,M,TrentAA,795064,EUR,907718400,D,66,66,False,85.0,71.0,12.0,7.0,34.0,37.0,40.0,53.0,1.0,1.0,,8.0,,,,,,90.0,107.0,6.7,21.0,0.0249,0.0,0.16784,1,,1.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
10385647,home,Liverpool,Ibrahima Konaté,ibrahima-konate,I. Konaté,D,5,195,27499,M,ibrahimakonate,826215,EUR,927590400,D,5,5,False,68.0,59.0,4.0,1.0,33.0,38.0,26.0,30.0,7.0,11.0,2.0,5.0,,,,,,90.0,79.0,6.8,10.0,0.0,0.0,0.00784199,0,,,,,2.0,,,,,1.0,,,,1.0,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,
10385647,home,Liverpool,Virgil van Dijk,virgil-van-dijk,V. van Dijk,D,4,195,98613,M,VvD,151545,EUR,678931200,D,4,4,False,106.0,99.0,11.0,6.0,67.0,68.0,32.0,38.0,5.0,5.0,,6.0,,,,,,90.0,109.0,7.1,7.0,0.1787,0.0,0.0116577,2,,,,,1.0,1.0,,,1.0,,,,,,,,,True,1.0,1.0,1.0,,,,,,,,,,,,,,
10385647,home,Liverpool,Andrew Robertson,andrew-robertson,A. Robertson,D,26,178,24820,M,andyrobertson94,262911,EUR,763344000,D,26,26,False,107.0,95.0,7.0,3.0,53.0,56.0,44.0,57.0,,3.0,2.0,5.0,,,,,,90.0,132.0,6.4,19.0,0.0,0.0,0.254084,0,,,6.0,2.0,2.0,,3.0,,,1.0,2.0,,,,2.0,1.0,,,,,,1.0,2.0,,,,,,,,,,,,
10385647,home,Liverpool,Harvey Elliott,harvey-elliott,H. Elliott,M,9,170,21132,M,harvelliott,955245,EUR,1049414400,M,19,19,False,39.0,35.0,2.0,,8.0,10.0,27.0,29.0,1.0,2.0,1.0,5.0,,,,,,63.0,51.0,6.4,10.0,0.1129,0.0,0.207881,1,,,,,6.0,1.0,1.0,,,1.0,1.0,,,,,,1.0,,1.0,,,,,3.0,1.0,,,,,,,,,,
10385647,home,Liverpool,Fabinho,fabinho,Fabinho,M,8,187,9273,M,Fabinho,243585,EUR,751334400,M,3,3,False,78.0,75.0,4.0,2.0,26.0,27.0,49.0,51.0,2.0,3.0,,7.0,,,,,,90.0,80.0,6.6,3.0,0.0,0.0,0.0241531,0,,,,,2.0,1.0,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10385647,home,Liverpool,Curtis Jones,curtis-jones,C. Jones,M,17,185,17569,M,curtisjones,927353,EUR,980812800,M,17,17,False,64.0,59.0,2.0,1.0,22.0,22.0,37.0,42.0,,2.0,2.0,2.0,,,,,,86.0,76.0,7.3,9.0,0.2169,0.326,0.0269357,1,,,,,2.0,,,,,3.0,1.0,,,,1.0,,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,
10385647,home,Liverpool,Mohamed Salah,mohamed-salah,M. Salah,M,11,175,565083,M,MoSalah,159665,EUR,708566400,F,11,11,False,39.0,36.0,2.0,2.0,13.0,13.0,23.0,28.0,,8.0,,4.0,,,,,,90.0,63.0,7.2,15.0,0.9071,0.9489,0.101369,3,,,2.0,,13.0,1.0,8.0,,1.0,4.0,,,,,2.0,1.0,3.0,,1.0,,,3.0,,1.0,3.0,1.0,1.0,3.0,,,,,,,
10385647,home,Liverpool,Cody Gakpo,cody-gakpo,C. Gakpo,M,18,193,51371,M,CodyGakpo,862967,EUR,926035200,F,18,18,False,22.0,19.0,,,4.0,4.0,15.0,18.0,,4.0,,2.0,,,,,,73.0,36.0,7.2,11.0,0.1109,0.0,0.520306,1,,1.0,,,5.0,,4.0,1.0,1.0,3.0,1.0,,,,2.0,2.0,1.0,,,,,1.0,,1.0,1.0,,,,1.0,,,,,,
