match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_outfielderBlock,stat_totalTackle,stat_fouls,stat_interceptionWon,stat_unsuccessfulTouch,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_totalCross,stat_accurateCross,stat_totalContest,stat_shotOffTarget,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_shotValueNormalized,stat_blockedScoringAttempt,stat_penaltyConceded,stat_challengeLost,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_keyPass,captain,stat_totalOffside,stat_bigChanceMissed,stat_penaltyWon,stat_goals
14053732,home,FC Volendam,Kayne van Oevelen,Kayne van Oevelen,,kayne-van-oevelen,K. v. Oevelen,G,1,199.0,269,M,1393970,EUR,1060300800,G,1,1,False,42.0,24.0,28.0,10.0,0.0,19.0,22.0,5.0,20.0,3.0,12.0,1.0,6.0,1.0,9.0,1.0,2.0,2.0,90.0,59.0,9.3,18.0,0.0247178,32.058970685049,6.0,9.975,8.295,1.6333,0,2.7081,0.11,-0.03,-0.07,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053732,home,FC Volendam,Deron Payne,Deron Payne,,payne-deron,D. Payne,D,2,182.0,39,M,1423743,EUR,1032912000,D,2,2,False,12.0,9.0,1.0,1.0,0.0,7.0,8.0,2.0,4.0,1.0,2.0,,,,,,,,45.0,23.0,6.9,5.0,0.0018648,30.046554001267,4.0,-1.68,8.715,,0,,-0.03,0.02,0.48,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14053732,home,FC Volendam,Mawouna Amevor,Mawouna,Amevor,mawouna-amevor,M. Amevor,D,3,191.0,225,M,106154,EUR,692841600,D,3,3,False,24.0,20.0,5.0,2.0,0.0,15.0,15.0,5.0,9.0,6.0,1.0,,,,,,,,90.0,36.0,6.3,4.0,0.00554106,84.163206058659,10.0,67.83,13.755,,0,,-0.1,0.2,0.0,,3.0,2.0,6.0,3.0,,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
14053732,home,FC Volendam,Nick Verschuren,Nick Verschuren,,nick-verschuren,N. Verschuren,D,20,180.0,198,M,1523582,EUR,1105574400,D,20,20,False,40.0,38.0,2.0,1.0,0.0,27.0,28.0,11.0,12.0,5.0,1.0,,,,,,,,90.0,57.0,6.9,5.0,0.00880177,112.80349672149,13.0,31.92,11.55,,0,,0.12,0.08,0.76,,5.0,3.0,8.0,3.0,1.0,4.0,,2.0,1.0,1.0,9.7364022616159,1.0,,,,,,,,,,,,,,,,,,,,,
14053732,home,FC Volendam,Yannick Leliendal,Yannick,Leliendal,yannick-leliendal,Y. Leliendal,D,32,168.0,172,M,996982,EUR,1019520000,D,32,32,False,26.0,18.0,7.0,3.0,0.0,12.0,15.0,6.0,11.0,6.0,3.0,,,,,,,,90.0,49.0,6.8,12.0,0.0426857,55.032248810218,9.0,24.78,11.025,,1,,0.1,0.07,-0.03,,2.0,1.0,4.0,4.0,1.0,,2.0,,,,,,2.0,1.0,1.0,1.0,2.0,1.0,0.0321,-0.04,,,,,,,,,,,,,
14053732,home,FC Volendam,Gibson Yah,Gibson Yah,,gibson-yah,G. Yah,M,8,178.0,170,M,1095753,EUR,1064620800,M,8,8,False,29.0,23.0,4.0,,0.0,14.0,17.0,9.0,12.0,2.0,5.0,,,,,,,,87.0,45.0,6.4,7.0,0.00960523,67.03739561462,9.0,-20.37,4.725,,1,,0.1,0.04,-0.21,,2.0,,4.0,7.0,,1.0,6.0,2.0,1.0,1.0,,,,,,,2.0,1.0,0.0367,-0.35,1.0,1.0,,,,,,,,,,,
14053732,home,FC Volendam,Nordin Bukala,Nordin Bukala,,nordin-bukala,N. Bukala,M,18,184.0,73,M,1511723,EUR,1127001600,M,18,18,False,21.0,18.0,,,0.0,13.0,14.0,5.0,7.0,,4.0,,,,,,,,63.0,32.0,6.6,5.0,0.00425255,26.304618603902,3.0,10.605,6.195,,1,,-0.04,0.02,-0.14,,,,4.0,5.0,,,4.0,1.0,,1.0,,,1.0,,1.0,,1.0,,0.0362,-0.25,,,3.0,1.0,1.0,0.2158,,,,,,,
14053732,home,FC Volendam,Aurelio Oehlers,Aurelio Oehlers,,aurelio-oehlers,A. Oehlers,M,11,177.0,68,M,1095406,EUR,1075939200,M,11,11,False,12.0,12.0,,,0.0,5.0,5.0,7.0,7.0,,2.0,,,,,,,,90.0,24.0,7.1,6.0,0.437727,100.99499814388,8.0,71.19,17.85,,2,,0.57,0.27,-0.03,,1.0,,3.0,1.0,1.0,,,,,1.0,31.140893314314,2.0,6.0,3.0,1.0,,,1.0,0.0395,-0.3,1.0,,,,1.0,0.0283,1.0,3.0,,,,,
14053732,home,FC Volendam,Brandley Kuwas,Brandley,Kuwas,brandley-kuwas,B. Kuwas,M,10,181.0,116,M,252885,EUR,716860800,M,10,10,False,19.0,15.0,2.0,2.0,0.0,4.0,5.0,11.0,14.0,1.0,,,,,,,,,63.0,26.0,6.7,8.0,0.0967106,144.32880735798,11.0,90.51,32.865,,1,,0.3,0.18,-0.09,,,,6.0,1.0,1.0,,1.0,2.0,,1.0,62.145011343266,2.0,1.0,,1.0,,1.0,,0.0667,-0.16,,,2.0,,1.0,0.1714,,,,,,,
14053732,home,FC Volendam,Ozan Kökçü,Ozan,Kökçü,ozan-kokcu,O. Kökçü,M,7,176.0,832,M,1100399,EUR,903398400,M,7,7,False,14.0,11.0,1.0,1.0,0.0,5.0,6.0,6.0,8.0,2.0,3.0,,,,,,,,81.0,33.0,6.8,12.0,0.200541,39.363987544086,4.0,27.195,22.575,,0,,0.23,0.02,0.14,,2.0,1.0,4.0,4.0,1.0,,1.0,2.0,,2.0,22.693081963453,1.0,7.0,2.0,1.0,,,1.0,,,,,,1.0,,,,3.0,,,,,
