match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_totalContest,stat_bigChanceCreated,stat_totalClearance,stat_totalTackle,stat_aerialLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_interceptionWon,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_dispossessed,stat_wonContest,stat_errorLeadToAShot,captain,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside,stat_goodHighClaim
12441759,home,Heracles Almelo,Fabian de Keijzer,fabian-de-keijzer,F. d. Keijzer,G,1,193.0,109,M,856743,EUR,957916800,G,1,1,False,34.0,25.0,20.0,11.0,0.0,15.0,18.0,10.0,16.0,1.0,5.0,1.0,3.0,3.0,90.0,40.0,6.9,10.0,0.00888217,1.0,0,-1.1522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441759,home,Heracles Almelo,Jannes Wieckhoff,jannes-wieckhoff,J. Wieckhoff,D,3,188.0,36,M,984880,EUR,965174400,D,3,3,False,49.0,44.0,4.0,3.0,1.0,16.0,19.0,31.0,37.0,6.0,2.0,2.0,,,90.0,78.0,7.3,13.0,0.359473,5.0,0,,,,7.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,
12441759,home,Heracles Almelo,Damon Mirani,damon-mirani,D. Mirani,D,4,182.0,56,M,318575,EUR,831945600,D,4,4,False,60.0,52.0,8.0,3.0,0.0,30.0,35.0,22.0,25.0,2.0,5.0,,,,90.0,69.0,7.7,8.0,0.0137265,,2,,,,,,1.0,2.0,,,,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5106,0.9671,,,,,,,,,,
12441759,home,Heracles Almelo,Ivan Mesík,ivan-mesik,I. Mesík,D,24,187.0,163,M,918484,EUR,991353600,D,24,24,False,51.0,45.0,6.0,3.0,0.0,29.0,31.0,16.0,20.0,2.0,3.0,1.0,,,90.0,65.0,7.3,7.0,0.0233245,1.0,1,,,,,,1.0,,,,,6.0,,,,,,2.0,,,,0.0555,,1.0,1.0,,,,,,,,
12441759,home,Heracles Almelo,Mats Rots,mats-rots,M. Rots,D,39,185.0,370,M,1387012,EUR,1142035200,D,39,39,False,37.0,30.0,5.0,4.0,0.0,17.0,20.0,13.0,19.0,5.0,5.0,,,,90.0,62.0,6.8,13.0,0.0209201,,3,,,,2.0,,2.0,2.0,1.0,2.0,,2.0,1.0,,1.0,,,,1.0,1.0,,0.1927,,2.0,1.0,1.0,2.0,,,,,,
12441759,home,Heracles Almelo,Sem Scheperman,scheperman-sem,S. Scheperman,M,32,188.0,82,M,1189738,EUR,1024790400,M,32,32,False,39.0,35.0,6.0,5.0,1.0,17.0,19.0,18.0,20.0,4.0,5.0,,,,90.0,51.0,7.1,6.0,0.0241486,1.0,2,,,,,,1.0,2.0,,2.0,,1.0,3.0,,,1.0,,1.0,1.0,,,0.1615,0.1186,1.0,,,,1.0,,,,,
12441759,home,Heracles Almelo,Brian De Keersmaecker,brian-de-keersmaecker,B. D. Keersmaeker,M,14,182.0,235,M,981222,EUR,957571200,M,14,14,False,36.0,33.0,6.0,6.0,0.0,13.0,16.0,20.0,22.0,11.0,6.0,3.0,,,90.0,55.0,8.3,7.0,0.0357841,2.0,1,,,,2.0,,1.0,3.0,,3.0,,,5.0,1.0,,1.0,1.0,,1.0,3.0,1.0,0.2482,0.7513,,1.0,,2.0,,True,,,,
12441759,home,Heracles Almelo,Juho Talvitie,juho-talvitie,J. Talvitie,M,32,183.0,251,M,1149147,EUR,1111708800,M,23,23,False,31.0,21.0,2.0,,0.0,4.0,4.0,18.0,31.0,3.0,7.0,,,,86.0,51.0,7.0,19.0,0.0836177,2.0,2,,Juho Talvitie,,4.0,1.0,,3.0,,6.0,,1.0,,,1.0,,,,,,,0.0601,,1.0,3.0,,3.0,,,,,,
12441759,home,Heracles Almelo,Thomas Bruns,thomas-bruns,T. Bruns,M,10,177.0,36,M,146401,EUR,694742400,M,17,17,False,26.0,20.0,2.0,2.0,0.0,7.0,7.0,18.0,31.0,5.0,2.0,1.0,,,86.0,51.0,7.7,15.0,0.482044,6.0,4,,,,12.0,5.0,3.0,7.0,,1.0,,1.0,2.0,4.0,3.0,1.0,,,,,2.0,0.2904,0.1063,,1.0,,,,,1.0,,,
12441759,home,Heracles Almelo,Suf Podgoreanu,suf-podgoreanu,S. Podgoreanu,M,17,193.0,150,M,1010062,EUR,1011484800,M,29,29,False,27.0,19.0,2.0,2.0,0.0,10.0,12.0,9.0,17.0,1.0,6.0,,,,74.0,47.0,7.5,16.0,0.0348078,,5,,,,2.0,,1.0,7.0,,2.0,,2.0,,1.0,1.0,3.0,1.0,,1.0,,2.0,0.5177,1.2751,1.0,2.0,2.0,,,,,1.0,,
12441759,home,Heracles Almelo,Luka Kulenović,luka-kulenovic,L. Kulenović,F,19,190.0,730,M,998999,EUR,938476800,F,19,19,False,20.0,13.0,1.0,1.0,2.0,3.0,4.0,10.0,16.0,8.0,3.0,,,,90.0,38.0,8.7,15.0,0.17387,3.0,3,,,,,,7.0,9.0,,2.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,,,1.0,,0.3725,0.1596,,2.0,4.0,,,,,,2.0,
12441759,home,Heracles Almelo,Bryan Limbombe,bryan-limbombe,B. Limbombe,M,7,172.0,160,M,996988,EUR,989798400,F,7,7,True,3.0,2.0,,,0.0,1.0,1.0,1.0,2.0,2.0,,,,,16.0,6.0,6.6,1.0,0.00072225,,1,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,0.0205,,1.0,,,1.0,,,,,,
12441759,home,Heracles Almelo,Daniel van Kaam,daniel-van-kaam,D. v. Kaam,M,8,175.0,86,M,876257,EUR,961718400,M,26,26,True,2.0,2.0,,,0.0,,,2.0,4.0,2.0,,1.0,,,4.0,6.0,,2.0,0.00220749,,0,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12441759,home,Heracles Almelo,Diego van Oorschot,van-oorschot-diego,D. v. Oorschot,F,8,173.0,57,M,1482511,EUR,1128211200,F,20,20,True,3.0,2.0,,,0.0,,,2.0,3.0,,,,,,4.0,3.0,,1.0,0.00219501,,0,,Diego van Oorschot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441759,home,Heracles Almelo,Jonah te Fruchte,jonah-te-fruchte,J. t. Fruchte,G,31,,4,M,1923976,EUR,1143244800,G,36,36,True,,,,,,,,,,,,,,,,,,,,,0,,Jonah te Fruchte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441759,home,Heracles Almelo,Timo Jansink,jansink-timo,T. Jansink,G,16,197.0,38,M,1189737,EUR,1047772800,G,16,16,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441759,home,Heracles Almelo,Justin Hoogma,justin-hoogma,J. Hoogma,D,4,190.0,87,M,833246,EUR,897523200,D,21,21,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441759,home,Heracles Almelo,Lorenzo Milani,lorenzo-milani,L. Milani,D,20,178.0,32,M,1084492,EUR,990489600,D,22,22,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441759,home,Heracles Almelo,Mimeirhel Benita,mimeirhel-benita,M. Benita,D,2,176.0,216,M,1130308,EUR,1069027200,D,2,2,True,,,,,,,,,,,,,,,,,,,,,0,,Mimeirhel Benita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441759,home,Heracles Almelo,Kelvin Leerdam,kelvin-leerdam,K. Leerdam,D,,178.0,76,,44220,EUR,646185600,D,18,18,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441759,home,Heracles Almelo,Jordy Bruijn,jordy-bruijn,J. Bruijn,M,8,170.0,76,M,825278,EUR,838080000,M,5,5,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441759,away,Go Ahead Eagles,Jari De Busser,jari-de-busser,J. D. Busser,G,22,190.0,290,M,837072,EUR,940464000,G,22,22,False,39.0,30.0,13.0,5.0,0.0,28.0,32.0,2.0,7.0,2.0,10.0,1.0,4.0,4.0,90.0,52.0,7.0,9.0,0.00251268,,0,-0.622,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
12441759,away,Go Ahead Eagles,Mats Deijl,mats-deijl,M. Deijl,D,20,180.0,337,M,794013,EUR,868924800,D,2,2,False,20.0,11.0,7.0,1.0,0.0,7.0,9.0,4.0,13.0,5.0,5.0,2.0,,,90.0,38.0,6.0,13.0,0.00969513,,0,,,,2.0,,1.0,6.0,,1.0,,,2.0,3.0,,,,1.0,,1.0,2.0,,,,1.0,,,,True,,,,
12441759,away,Go Ahead Eagles,Pim Saathof,pim-saathof,P. Saathof,D,28,186.0,47,M,1171238,EUR,1072569600,D,28,28,False,51.0,44.0,3.0,2.0,0.0,36.0,37.0,8.0,14.0,4.0,,,,,78.0,59.0,6.4,7.0,0.0024476,,0,,,,,,2.0,5.0,1.0,,,4.0,2.0,4.0,,,,1.0,,,,,,,,,,1.0,,,,,
12441759,away,Go Ahead Eagles,Joris Kramer,joris-kramer,J. Kramer,D,4,190.0,140,M,793742,EUR,838944000,D,4,4,False,70.0,56.0,11.0,3.0,0.0,47.0,51.0,9.0,19.0,4.0,3.0,,,,90.0,81.0,6.0,15.0,0.0129548,,0,,,,,,3.0,3.0,,,,6.0,1.0,3.0,,,,,,,,,,,1.0,,,,,,,,
12441759,away,Go Ahead Eagles,Dean James,dean-james,D. James,D,5,177.0,6697,M,1046722,EUR,957052800,D,5,5,False,29.0,24.0,4.0,2.0,0.0,15.0,18.0,10.0,19.0,1.0,4.0,,,,78.0,50.0,6.4,15.0,0.0142549,1.0,0,,,,8.0,1.0,,1.0,1.0,,,2.0,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,
