match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_interceptionWon,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_blockedScoringAttempt,stat_fouls,stat_expectedGoals,stat_accurateCross,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,captain,stat_bigChanceCreated,stat_errorLeadToAGoal,player_firstName,player_lastName,player_sofascoreId,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalOffside,stat_goodHighClaim,stat_goals,stat_goalAssist
11408465,home,FC Arouca,Ignacio de Arruabarrena,ignacio-de-arruabarrena,I. d. Arruabarrena,G,12,186,301,M,789933,EUR,853372800,G,12,12,False,34.0,28.0,11.0,5.0,26.0,30.0,2.0,4.0,2.0,1.0,10.0,2.0,2.0,1.0,1.0,1.0,90.0,46.0,6.6,6.0,0.00092378,0,-0.5692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408465,home,FC Arouca,Tiago Esgaio,tiago-esgaio,T. Esgaio,D,28,175,68,M,863637,EUR,807235200,D,28,28,False,58.0,46.0,6.0,3.0,25.0,30.0,21.0,30.0,5.0,1.0,4.0,,,,,,90.0,88.0,6.8,18.0,0.0456669,0,,2.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11408465,home,FC Arouca,Nino Galović,nino-galovic,N. Galović,D,,184,65,M,161431,EUR,710380800,D,44,44,False,60.0,55.0,5.0,3.0,51.0,54.0,4.0,6.0,1.0,2.0,4.0,,,,,,85.0,67.0,6.6,5.0,0.00148013,1,,,1.0,1.0,5.0,3.0,1.0,,,2.0,,,,,1.0,3.0,0.0713,,,,,,,,,,,,,,,,,
11408465,home,FC Arouca,Francisco Montero,francisco-montero,F. Montero,D,20,185,228,M,927376,EUR,916272000,D,4,4,False,81.0,76.0,9.0,4.0,65.0,67.0,11.0,14.0,5.0,2.0,7.0,,,,,,90.0,95.0,7.0,5.0,0.00767281,0,,,2.0,1.0,2.0,6.0,,,2.0,3.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,
11408465,home,FC Arouca,Weverson,weverson,Weverson,D,36,185,168,M,905452,EUR,962755200,D,26,26,False,55.0,50.0,6.0,3.0,29.0,30.0,22.0,26.0,1.0,,5.0,,,,,,85.0,66.0,7.0,6.0,0.048,0,,1.0,,,1.0,3.0,,,,3.0,1.0,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,
11408465,home,FC Arouca,Jason,jason,Jason,M,23,179,253,M,330677,EUR,773452800,M,10,10,False,17.0,12.0,2.0,1.0,3.0,3.0,10.0,18.0,,,1.0,,,,,,72.0,39.0,7.0,15.0,0.153438,2,,4.0,2.0,,6.0,6.0,,3.0,,2.0,1.0,2.0,2.0,1.0,1.0,,0.1166,1.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,
11408465,home,FC Arouca,David Simão,david-simao,D. Simão,M,8,183,75,M,54672,EUR,642729600,M,5,5,False,84.0,74.0,6.0,4.0,35.0,37.0,40.0,48.0,,,9.0,,,,,,90.0,101.0,6.5,12.0,0.15129,1,,1.0,1.0,,7.0,7.0,1.0,1.0,,4.0,2.0,,3.0,3.0,1.0,3.0,0.0154,1.0,1.0,,,,True,1.0,1.0,,,,,,,,,
11408465,home,FC Arouca,Pedro Santos,santos-pedro,P. S. Carvalho,M,89,183,49,M,1014259,EUR,971308800,M,89,89,False,85.0,82.0,7.0,5.0,40.0,40.0,42.0,46.0,,,5.0,,,,,,90.0,93.0,7.0,5.0,0.05776,1,,1.0,2.0,,6.0,3.0,2.0,,,1.0,1.0,1.0,1.0,,,2.0,0.0149,,1.0,1.0,,1.0,,,,,,,,,,,,
11408465,home,FC Arouca,Morlaye Sylla,morlaye-sylla,M. Sylla,M,2,170,6425,M,822492,EUR,901497600,M,2,2,False,55.0,49.0,2.0,1.0,27.0,29.0,22.0,26.0,,1.0,6.0,,,,,,90.0,70.0,7.2,10.0,0.0731461,2,,,,,2.0,5.0,,1.0,,2.0,2.0,2.0,1.0,,,1.0,0.1121,,2.0,2.0,,1.0,,,,,,morlayesylla2,1.0,0.2531,,,,
11408465,home,FC Arouca,Cristo González,cristo-gonzalez,C. González,M,33,180,344,M,592100,EUR,877651200,F,23,23,False,31.0,25.0,1.0,1.0,9.0,12.0,17.0,22.0,,,4.0,,,,,,85.0,52.0,7.2,17.0,0.088947,2,,3.0,,,6.0,4.0,1.0,3.0,,1.0,1.0,4.0,1.0,2.0,,2.0,0.0903,1.0,2.0,2.0,,2.0,,,,,,,,,,,,
11408465,home,FC Arouca,Rafa Mújica,rafa-mujica,R. Mújica,F,19,183,746,M,845424,EUR,909619200,F,19,19,False,15.0,13.0,1.0,1.0,4.0,4.0,9.0,11.0,,,1.0,,,,,,90.0,29.0,6.6,11.0,0.0360014,2,,,,1.0,5.0,2.0,,3.0,,,,4.0,,1.0,1.0,,0.0902,,3.0,1.0,,,,,,,,,1.0,0.2009,1.0,,,
11408465,home,FC Arouca,Yusuf Lawal,yusuf-lawal,Y. Lawal,M,24,175,112,M,898808,EUR,890611200,F,7,7,True,6.0,4.0,,,3.0,3.0,1.0,4.0,,,1.0,,,,,,18.0,9.0,6.6,3.0,0.00263804,0,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
11408465,home,FC Arouca,Mateus Quaresma,mateus-quaresma,M. Quaresma,D,66,181,70,M,874360,EUR,840672000,D,6,6,True,3.0,3.0,,,1.0,1.0,2.0,2.0,,,,,,,,,12.0,7.0,6.0,1.0,0.00086851,1,,,,,2.0,1.0,1.0,,,,,,,,,,0.0259,,2.0,1.0,,1.0,,,,,,,,,,,,
11408465,home,FC Arouca,Kouassi Eboue,kouassi-eboue,K. Eboue,M,8,185,220,M,839099,EUR,881971200,M,8,8,True,9.0,7.0,1.0,,4.0,5.0,3.0,4.0,,,,,,,,,12.0,10.0,6.1,2.0,0.00085908,0,,,1.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408465,home,FC Arouca,Miguel Puche,puche-miguel,M. Puche,F,11,180,48,M,1000680,EUR,988588800,F,11,11,True,5.0,5.0,1.0,1.0,1.0,1.0,4.0,4.0,,,,,,,,,12.0,7.0,6.6,2.0,0.00789018,0,,,1.0,,2.0,,,,,,,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,
11408465,home,FC Arouca,Thiago Rodrigues,thiago-da-silva,Thiago,G,1,188,92,M,358544,EUR,834537600,G,16,16,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,Thiago Rodrigues,da Silva,,,,,,,
11408465,home,FC Arouca,Bogdan Milovanov,bogdan-milovanov,B. Milovanov,D,3,178,86,M,914162,EUR,892944000,D,22,22,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408465,home,FC Arouca,Alfonso Trezza,alfonso-trezza,A. Trezza,M,19,166,267,M,973517,EUR,930009600,F,9,9,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408465,home,FC Arouca,Oriol Busquets,oriol-busquets,O. Busquets,M,66,185,483,M,817621,EUR,916790400,M,14,14,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408465,home,FC Arouca,Pedro Moreira,pedro-moreira,P. Moreira,M,,182,5,M,61174,EUR,605923200,M,20,20,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408465,away,Sporting CP,Franco Israel,franco-israel,F. Israel,G,81,189,2282,M,1084846,EUR,956361600,G,12,12,False,19.0,16.0,6.0,3.0,14.0,14.0,2.0,5.0,1.0,,4.0,1.0,2.0,,2.0,1.0,90.0,27.0,7.4,3.0,0.00027156,0,0.454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
11408465,away,Sporting CP,Eduardo Quaresma,eduardo-quaresma,E. Quaresma,D,72,185,2167,M,989841,EUR,1015027200,D,72,72,False,25.0,19.0,5.0,2.0,6.0,11.0,13.0,14.0,2.0,,2.0,,,,,,45.0,30.0,6.7,6.0,0.00822888,0,,,,,1.0,2.0,1.0,,,1.0,1.0,,,,,,,,1.0,1.0,,,,,,Eduardo,Quaresma,,,,,,,
11408465,away,Sporting CP,Sebastián Coates,sebastian-coates,S. Coates,D,4,196,2042,M,47443,EUR,655257600,D,4,4,False,37.0,32.0,10.0,7.0,21.0,22.0,11.0,15.0,2.0,1.0,6.0,,,,,,67.0,45.0,7.1,6.0,0.0389499,0,,,,,2.0,1.0,2.0,,2.0,1.0,,1.0,,,,,,,,,,,True,,,Sebastián,Coates,,,,,,,
11408465,away,Sporting CP,Ousmane Diomande,diomande-ousmane,O. Diomande,D,26,190,4976,M,1394342,EUR,1070496000,D,26,26,False,40.0,37.0,1.0,,29.0,31.0,8.0,9.0,1.0,1.0,8.0,,,,,,90.0,53.0,7.3,3.0,0.0024171,0,,,,,,9.0,,,,8.0,2.0,,1.0,,,,,,,,,,,,,Ousmane,Diomande,ousdiomande,,,,,,
11408465,away,Sporting CP,Geny Catamo,geny-catamo,G. Catamo,M,10,172,10919,M,1001140,EUR,980467200,M,21,21,False,34.0,26.0,3.0,,7.0,8.0,19.0,28.0,,,4.0,,,,,,90.0,56.0,7.3,15.0,0.141401,2,,2.0,,,5.0,2.0,1.0,,1.0,1.0,1.0,1.0,,,,,0.1309,,5.0,1.0,,1.0,,,,,,,1.0,0.1476,,,1.0,
11408465,away,Sporting CP,Morten Hjulmand,hjulmand-morten,M. Hjulmand,M,42,185,4443,M,859917,EUR,930268800,M,42,42,False,39.0,30.0,5.0,1.0,13.0,15.0,17.0,24.0,1.0,1.0,6.0,,,,,,90.0,53.0,7.8,12.0,0.0345534,1,,,1.0,1.0,3.0,6.0,1.0,,1.0,2.0,2.0,2.0,3.0,1.0,,1.0,0.4954,,,,,,,,,Morten,Hjulmand,,1.0,0.4806,,,1.0,
11408465,away,Sporting CP,Hidemasa Morita,hidemasa-morita,H. Morita,M,5,177,3106,M,926560,EUR,800064000,M,5,5,False,32.0,27.0,3.0,2.0,16.0,19.0,11.0,13.0,3.0,1.0,9.0,,,,,,76.0,44.0,7.2,7.0,0.218356,0,,,,,4.0,3.0,3.0,1.0,,2.0,,1.0,1.0,1.0,,,,,,,,,,1.0,,Hidemasa,Morita,,,,,,,
