match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_interceptionWon,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_blockedScoringAttempt,stat_fouls,stat_expectedGoals,stat_accurateCross,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,captain,stat_bigChanceCreated,stat_errorLeadToAGoal,player_firstName,player_lastName,player_sofascoreId,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalOffside,stat_goodHighClaim,stat_goals,stat_goalAssist
11408465,away,Sporting CP,Matheus Reis,reis-matheus,M. Reis,D,2,183,1301,M,797648,EUR,793065600,M,2,2,False,33.0,21.0,5.0,,14.0,17.0,8.0,19.0,4.0,1.0,6.0,,,,,,90.0,59.0,7.6,17.0,0.875471,0,,3.0,,2.0,2.0,6.0,,,,1.0,1.0,,2.0,2.0,,1.0,,1.0,2.0,1.0,,,,1.0,,,,,,,1.0,,,1.0
11408465,away,Sporting CP,Francisco Trincão,francisco-trincao,F. Trincão,F,17,184,11949,M,830431,EUR,946425600,F,17,17,False,17.0,13.0,1.0,,1.0,1.0,12.0,16.0,,,,,,,,,67.0,30.0,6.4,11.0,0.0470655,1,,,,,6.0,2.0,,2.0,,,,2.0,1.0,,1.0,2.0,0.0569,,3.0,1.0,,,,,,Francisco,Trincão,trincao,,,,,,
11408465,away,Sporting CP,Viktor Gyökeres,viktor-gyokeres,V. Gyökeres,F,14,187,198098,M,804508,EUR,896918400,F,9,9,False,21.0,14.0,1.0,1.0,1.0,1.0,13.0,20.0,,1.0,6.0,,,,,,90.0,42.0,8.4,12.0,0.136545,4,,,2.0,7.0,6.0,13.0,,1.0,,,,1.0,4.0,3.0,,1.0,1.4689,,4.0,2.0,2.0,1.0,,1.0,,,,VGyökeres,3.0,1.8026,2.0,,1.0,1.0
11408465,away,Sporting CP,Pedro Gonçalves,pedro-goncalves,P. Gonçalves,F,8,173,8267,M,895764,EUR,898992000,F,8,8,False,20.0,15.0,1.0,1.0,5.0,6.0,12.0,17.0,1.0,1.0,3.0,,,,,,89.0,47.0,7.0,16.0,0.201204,2,,3.0,,1.0,9.0,3.0,1.0,,,,,1.0,,2.0,1.0,2.0,0.1111,2.0,8.0,2.0,,1.0,,1.0,,,,pedroogoncalves28,,,1.0,,,
11408465,away,Sporting CP,Gonçalo Inácio,goncalo-inacio,G. Inácio,D,25,186,6686,M,1001196,EUR,998697600,D,25,25,True,24.0,17.0,4.0,3.0,12.0,14.0,5.0,10.0,2.0,,2.0,,,,,,45.0,28.0,6.5,8.0,0.00101737,0,,,1.0,,5.0,1.0,1.0,1.0,,1.0,1.0,,,,,2.0,,,,,,,,,,Gonçalo,Inácio,goncaloinacio_25,,,,,,
11408465,away,Sporting CP,Jeremiah St. Juste,jeremiah-st-juste,J. St. Juste,D,8,185,1155,M,787640,EUR,845683200,D,3,3,True,3.0,2.0,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,23.0,6.0,6.7,1.0,3.116e-05,1,,,,1.0,,1.0,,,,,,,,,1.0,,0.0114,,,,,,,,,,,,,,,,,
11408465,away,Sporting CP,Paulinho,paulinho,Paulinho,F,26,187,4934,M,205790,EUR,721267200,F,20,20,True,9.0,6.0,,,3.0,3.0,3.0,6.0,,,,,,,,,23.0,11.0,6.8,3.0,0.00087004,0,,,,,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0
11408465,away,Sporting CP,Daniel Bragança,daniel-braganca,D. Bragança,M,23,178,1406,M,861979,EUR,927763200,M,23,23,True,6.0,5.0,,,3.0,3.0,2.0,3.0,,,,,,,,,14.0,7.0,6.5,1.0,0.00038673,0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,Daniel,Bragança,,,,,,,
11408465,away,Sporting CP,Nuno Santos,nuno-santos,N. Santos,M,11,179,1386,M,352882,EUR,792547200,M,11,11,True,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,1.0,2.0,,1.0,3.367e-05,0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,Nuno,Santos,,,,,,,
11408465,away,Sporting CP,Diogo Pinto,diogo-pinto,D. Pinto,G,1,194,515,M,1142575,EUR,1087516800,G,51,51,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408465,away,Sporting CP,Ricardo Esgaio,ricardo-esgaio,R. Esgaio,D,47,171,673,M,97000,EUR,737510400,D,47,47,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408465,away,Sporting CP,Koba Koindredi,koba-koindredi,K. Koindredi,M,8,184,471,M,930233,EUR,1004140800,M,80,80,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408465,away,Sporting CP,Marcus Edwards,edwards-marcus,M. Edwards,M,10,167,2823,M,795066,EUR,912643200,F,10,10,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
