match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_accurateCross,stat_aerialLost,stat_bigChanceMissed,stat_shotOffTarget,stat_wonTackle,stat_keyPass,stat_wonContest,stat_bigChanceCreated,stat_clearanceOffLine,stat_onTargetScoringAttempt,stat_hitWoodwork,captain,stat_blockedScoringAttempt,stat_penaltyWon,stat_goals,stat_goodHighClaim,stat_penaltyFaced,stat_punches,player_sofascoreId,stat_penaltyConceded,stat_errorLeadToAShot,stat_totalOffside
11368599,home,Getafe,David Soria,david-soria,D. Soria,G,13,192.0,676,M,604258,EUR,733881600,G,13,13,False,32.0,17.0,24.0,10.0,9.0,12.0,8.0,20.0,2.0,12.0,1.0,1.0,90.0,39.0,7.2,15.0,0.0,0.0,0.00540305,0,0.4938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368599,home,Getafe,Damián Suárez,damian-suarez,D. Suárez,D,22,172.0,368,M,36982,EUR,578102400,D,22,22,False,36.0,20.0,6.0,2.0,11.0,13.0,9.0,25.0,,10.0,,,90.0,59.0,6.9,24.0,0.0,0.0,0.0809896,0,,2.0,1.0,6.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
11368599,home,Getafe,Domingos Duarte,domingos-duarte,D. Duarte,D,22,191.0,695,M,576276,EUR,794793600,D,6,6,False,35.0,23.0,9.0,5.0,14.0,16.0,10.0,20.0,5.0,5.0,,,90.0,44.0,7.2,12.0,0.2651,0.0,0.0225761,1,,1.0,3.0,4.0,4.0,,,,,,1.0,,,1.0,,,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11368599,home,Getafe,Stefan Mitrović,stefan-mitrovic,S. Mitrović,D,23,189.0,417,M,108736,EUR,643334400,D,23,23,False,39.0,27.0,13.0,3.0,22.0,24.0,5.0,15.0,2.0,1.0,,,62.0,43.0,6.6,12.0,0.0,0.0,0.00443347,0,,,1.0,2.0,2.0,,,1.0,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,
11368599,home,Getafe,Gastón Álvarez,gaston-alvarez,G. Álvarez,D,17,184.0,491,M,980578,EUR,953856000,D,4,4,False,14.0,10.0,1.0,,6.0,6.0,4.0,9.0,1.0,4.0,,,90.0,46.0,7.6,15.0,0.0539,0.0,0.00244965,1,,1.0,,4.0,2.0,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,,,,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,
11368599,home,Getafe,Juan Iglesias,juan-iglesias,J. Iglesias,D,21,185.0,520,M,949707,EUR,899424000,M,21,21,False,11.0,4.0,6.0,2.0,2.0,2.0,2.0,11.0,1.0,4.0,,,71.0,22.0,6.4,14.0,0.0,0.0,0.0507948,0,,2.0,1.0,5.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,
11368599,home,Getafe,Nemanja Maksimović,nemanja-maksimovic,N. Maksimović,M,88,184.0,1287,M,331449,EUR,791078400,M,20,20,False,24.0,17.0,2.0,,11.0,13.0,6.0,11.0,,5.0,,,90.0,34.0,7.3,9.0,0.1664,0.1551,0.00319838,2,,,4.0,,8.0,,,1.0,1.0,,1.0,2.0,2.0,,,,,,,1.0,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,
11368599,home,Getafe,Djené,djene,Djené,D,2,178.0,2527,M,307702,EUR,694137600,M,2,2,False,26.0,23.0,5.0,4.0,9.0,10.0,14.0,16.0,3.0,14.0,,,90.0,43.0,7.1,8.0,0.0,0.0,0.0167418,0,,,,7.0,3.0,,2.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,,,,2.0,,,2.0,,,,,,,True,,,,,,,,,,
11368599,home,Getafe,Jaime Mata,jaime-mata,J. Mata,F,17,185.0,448,M,351140,EUR,593654400,M,7,7,False,12.0,9.0,2.0,2.0,6.0,7.0,3.0,6.0,2.0,2.0,,,62.0,24.0,6.8,7.0,0.0,0.0,0.00525786,0,,1.0,3.0,3.0,4.0,,,,,3.0,1.0,3.0,,1.0,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,
11368599,home,Getafe,Juanmi Latasa,juanmi-latasa,J. Latasa,F,9,191.0,1993,M,966679,EUR,985305600,F,14,14,False,24.0,10.0,,,2.0,4.0,8.0,20.0,1.0,,,,90.0,39.0,7.6,20.0,0.0612,0.0291,0.125588,3,,,8.0,12.0,11.0,1.0,1.0,1.0,,,,5.0,3.0,2.0,,,,8.0,,1.0,,2.0,1.0,,,1.0,,,1.0,1.0,,,,,,,,
11368599,home,Getafe,Borja Mayoral,borja-mayoral,B. Mayoral,F,9,182.0,2532,M,604954,EUR,860198400,F,19,19,False,21.0,13.0,2.0,1.0,2.0,3.0,11.0,18.0,1.0,2.0,,,89.0,31.0,7.3,9.0,1.4123,0.968,0.0320674,4,,,4.0,5.0,8.0,,,1.0,,,,1.0,3.0,1.0,,,,4.0,1.0,2.0,,,1.0,,,1.0,1.0,,1.0,,1.0,,,,,,,
11368599,home,Getafe,Omar Alderete,omar-alderete,O. Alderete,D,15,187.0,5163,M,805137,EUR,851558400,D,15,15,True,10.0,9.0,3.0,2.0,2.0,2.0,7.0,8.0,2.0,,,,28.0,18.0,7.0,1.0,0.049,0.0,0.0329253,2,,,1.0,2.0,2.0,1.0,,,2.0,,,,1.0,1.0,,,,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,
11368599,home,Getafe,Carles Aleñá,carles-alena,C. Aleñá,M,10,180.0,1587,M,794937,EUR,883958400,M,11,11,True,14.0,12.0,1.0,1.0,2.0,3.0,12.0,15.0,1.0,4.0,,,28.0,26.0,6.7,8.0,0.2495,0.0314,0.151243,2,,4.0,2.0,3.0,3.0,,,3.0,,,,1.0,1.0,,,,2.0,,1.0,1.0,,3.0,,1.0,,1.0,,,,,,,,,,,,
11368599,home,Getafe,Portu,portu,Portu,F,8,167.0,868,M,218616,EUR,706406400,F,9,9,True,7.0,6.0,,,,,6.0,7.0,,,,,19.0,10.0,6.6,4.0,0.0,0.0,0.215276,0,,,1.0,4.0,1.0,,,2.0,,,,1.0,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,
11368599,home,Getafe,Fabrizio Angileri,fabrizio-angileri,F. Angileri,D,,185.0,4185,M,311462,EUR,763689600,D,3,3,True,2.0,1.0,,,,,2.0,3.0,1.0,,,,11.0,5.0,6.9,1.0,0.0,0.0,0.139214,0,,1.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,
11368599,home,Getafe,Jorge Benito,jorge-benito,J. Benito,G,35,,17,M,1513631,EUR,1149552000,G,35,35,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368599,home,Getafe,Daniel Fuzato,daniel-fuzato,D. Fuzato,G,13,190.0,943,M,863276,EUR,867974400,G,1,1,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368599,home,Getafe,Gorka Rivera,gorka-rivera,G. Rivera,D,30,175.0,15,M,1390614,EUR,1091318400,D,27,27,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368599,home,Getafe,Anthony Lozano,anthony-lozano,A. Lozano,F,11,183.0,1489,M,169549,EUR,735696000,F,17,17,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368599,away,Deportivo Alavés,Antonio Sivera,antonio-sivera,A. Sivera,G,1,184.0,563,M,369004,EUR,839721600,G,1,1,False,35.0,17.0,26.0,9.0,11.0,13.0,6.0,22.0,1.0,12.0,2.0,3.0,90.0,46.0,7.0,18.0,0.0,0.0,0.0115526,0,0.1836,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,
11368599,away,Deportivo Alavés,Andoni Gorosabel,andoni-gorosabel,A. Gorosabel,D,2,174.0,530,M,866810,EUR,839116800,D,2,2,False,24.0,15.0,,,5.0,7.0,11.0,19.0,1.0,3.0,,,90.0,58.0,6.6,13.0,0.0,0.0,0.106229,0,,2.0,2.0,5.0,5.0,,1.0,,,,1.0,,2.0,1.0,,,1.0,3.0,,,,1.0,,1.0,,,,,,,,,,,,,,
11368599,away,Deportivo Alavés,Abdelkabir Abqar,abqar-abdelkabir,A. Abqar,D,3,188.0,4060,M,1101232,EUR,921024000,D,5,5,False,25.0,18.0,11.0,5.0,12.0,12.0,6.0,13.0,3.0,5.0,,,89.0,36.0,6.9,8.0,0.0258,0.4938,0.0062559,2,,,4.0,7.0,5.0,,,,2.0,1.0,,,1.0,5.0,,,,3.0,,1.0,,,,,,1.0,1.0,,,,,,,,abdel.abqar,1.0,,
11368599,away,Deportivo Alavés,Aleksandar Sedlar,aleksandar-sedlar,A. Sedlar,D,4,180.0,222,M,799195,EUR,692582400,D,4,4,False,41.0,32.0,6.0,2.0,24.0,28.0,8.0,13.0,7.0,4.0,,,90.0,56.0,6.6,9.0,0.0156,0.0,0.00311479,0,,,3.0,8.0,5.0,1.0,,,,1.0,2.0,,,1.0,,,,6.0,,,2.0,,,,,,,,,,,,,,,,,
11368599,away,Deportivo Alavés,Rubén Duarte,ruben-duarte,R. Duarte,D,5,180.0,322,M,253415,EUR,813974400,D,3,3,False,37.0,23.0,15.0,6.0,10.0,15.0,15.0,29.0,2.0,8.0,,,90.0,59.0,6.9,22.0,0.0,0.0,0.131047,0,,7.0,2.0,3.0,5.0,,,,,,2.0,1.0,1.0,,,,2.0,3.0,,,2.0,3.0,,,,,,True,,,,,,,,,,
11368599,away,Deportivo Alavés,Ander Guevara,ander-guevara,A. Guevara,M,6,180.0,265,M,891931,EUR,868233600,M,6,6,False,42.0,31.0,3.0,1.0,11.0,15.0,21.0,28.0,,3.0,,,86.0,48.0,6.7,12.0,0.0917,0.0,0.0786303,1,,1.0,,3.0,1.0,,1.0,,,1.0,1.0,,,,,,1.0,2.0,,,1.0,2.0,,,,1.0,,,,,,,,,,,1.0,
11368599,away,Deportivo Alavés,Carlos Benavídez,carlos-benavidez,C. Benavídez,M,23,185.0,382,M,873717,EUR,891216000,M,23,23,False,29.0,12.0,9.0,1.0,6.0,12.0,6.0,17.0,2.0,6.0,,,89.0,51.0,7.1,19.0,0.0546,0.0,0.0096913,1,,,8.0,9.0,15.0,,,,,4.0,4.0,2.0,3.0,4.0,,,,5.0,,1.0,2.0,,,,,,,,,,,,,,,,,
