match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,captain,stat_aerialLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_wasFouled,stat_expectedGoals,player_firstName,player_lastName,stat_totalTackle,stat_wonTackle,stat_totalContest,player_sofascoreId,stat_wonContest,stat_totalCross,stat_accurateCross,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goalAssist,stat_bigChanceCreated,stat_goals,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,stat_errorLeadToAGoal,stat_bigChanceMissed
11450120,home,Beşiktaş JK,Mert Günok,mert-gunok,M. Günok,G,34,196,4070,M,39573,EUR,604713600,G,34,34,False,29.0,17.0,23.0,11.0,9.0,9.0,8.0,20.0,1.0,10.0,2.0,2.0,2.0,90.0,36.0,7.5,12.0,0.00274338,0,0.5673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450120,home,Beşiktaş JK,Jonas Svensson,jonas-svensson,J. Svensson,D,71,170,1475,M,98199,EUR,731376000,D,2,2,False,29.0,23.0,6.0,1.0,11.0,13.0,12.0,16.0,,1.0,,,,67.0,41.0,6.3,11.0,0.0216771,0,,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450120,home,Beşiktaş JK,Necip Uysal,necip-uysal,N. Uysal,D,20,180,1751,M,43394,EUR,664675200,D,20,20,False,38.0,30.0,4.0,1.0,23.0,26.0,7.0,12.0,3.0,2.0,,,,90.0,45.0,7.2,8.0,0.0020944,2,,3.0,1.0,4.0,,,,,,,True,1.0,1.0,1.0,1.0,1.0,0.0576,,,,,,,,,,,,,,,,,,,,
11450120,home,Beşiktaş JK,Bakhtiyar Zaynutdinov,bakhtiyar-zaynutdinov,B. Zaynutdinov,M,19,183,3645,M,887382,EUR,891475200,D,22,22,False,30.0,24.0,5.0,2.0,20.0,25.0,4.0,5.0,4.0,4.0,,,,90.0,38.0,6.9,7.0,0.00161872,1,,3.0,2.0,3.0,1.0,,,1.0,1.0,,,,1.0,,1.0,,0.0164,,,,,,,,,,,,,,,,,,,,
11450120,home,Beşiktaş JK,Umut Meraş,umut-meras,U. Meraş,D,77,178,154,M,609746,EUR,819417600,D,77,77,False,33.0,23.0,3.0,,10.0,15.0,13.0,18.0,,7.0,,,,79.0,53.0,6.9,12.0,0.0135438,0,,,3.0,4.0,1.0,,5.0,1.0,2.0,,,1.0,,,,,,,,4.0,3.0,,,,,,,,,,,,,,,,
11450120,home,Beşiktaş JK,Daniel Amartey,daniel-amartey,D. Amartey,M,,188,1214,M,308526,EUR,787968000,M,12,12,False,38.0,34.0,5.0,3.0,15.0,17.0,19.0,21.0,4.0,6.0,,,,90.0,50.0,6.8,6.0,0.0234513,0,,3.0,3.0,4.0,,1.0,2.0,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,
11450120,home,Beşiktaş JK,Gedson Fernandes,gedson-fernandes,G. Fernandes,M,83,184,5232,M,862055,EUR,915840000,M,83,83,False,32.0,28.0,4.0,2.0,8.0,9.0,20.0,23.0,2.0,5.0,,,,90.0,48.0,7.0,7.0,0.0256797,0,,,7.0,5.0,,2.0,3.0,,5.0,1.0,,1.0,,,1.0,2.0,,,,2.0,2.0,1.0,gedson_83,1.0,,,,,,,,,,,,,
11450120,home,Beşiktaş JK,Rachid Ghezzal,rachid-ghezzal,R. Ghezzal,M,18,182,3146,M,123228,EUR,705369600,M,18,18,False,40.0,37.0,2.0,1.0,12.0,14.0,27.0,31.0,3.0,7.0,,,,90.0,66.0,7.0,14.0,0.0826807,1,,1.0,16.0,8.0,5.0,1.0,,4.0,4.0,2.0,,3.0,,,,1.0,0.0127,,,4.0,4.0,5.0,,2.0,5.0,2.0,1.0,0.0576,,,,,,,,,
11450120,home,Beşiktaş JK,Milot Rashica,milot-rashica,M. Rashica,M,7,177,3712,M,800411,EUR,835920000,M,11,11,False,25.0,17.0,,,3.0,6.0,14.0,24.0,,3.0,,,,79.0,41.0,6.6,18.0,0.0161671,0,,1.0,4.0,5.0,1.0,1.0,,2.0,,,,1.0,,,,3.0,,,,1.0,,1.0,MRashica,,5.0,,,,,,,,,,,,
11450120,home,Beşiktaş JK,Cenk Tosun,cenk-tosun,C. Tosun,F,23,183,2904,M,72127,EUR,676252800,M,9,9,False,25.0,14.0,1.0,,5.0,6.0,9.0,21.0,1.0,2.0,,,,88.0,39.0,6.8,17.0,0.0157935,1,,1.0,7.0,2.0,,3.0,,,2.0,2.0,,1.0,1.0,,,,0.0383,,,1.0,,1.0,,,2.0,,,,1.0,1.0,,,,,,,
11450120,home,Beşiktaş JK,Semih Kılıçsoy,semih-kilicsoy,S. Kilicsoy,F,9,178,11924,M,1142606,EUR,1124064000,F,90,90,False,11.0,7.0,,,1.0,1.0,6.0,10.0,,2.0,,,,90.0,32.0,7.8,15.0,0.00492255,4,,,13.0,,,3.0,,6.0,3.0,,,6.0,,2.0,,,0.4086,,,,,2.0,semihkilicsoy9,,,,2.0,0.6999,,,2.0,1.0,,,,,
11450120,home,Beşiktaş JK,Onur Bulut,onur-bulut,O. Bulut,D,6,179,562,M,142494,EUR,766454400,D,4,4,True,6.0,6.0,,,2.0,2.0,4.0,5.0,,,,,,23.0,9.0,6.4,2.0,0.00106755,0,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
11450120,home,Beşiktaş JK,Serkan Emrecan Terzi,serkan-emrecan-terzi,S. E. Terzi,D,3,177,716,M,1142614,EUR,1073260800,D,79,79,True,6.0,3.0,1.0,1.0,1.0,1.0,2.0,5.0,,,,,,11.0,11.0,6.8,3.0,0.00184844,0,,,2.0,1.0,,,1.0,,,,,2.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
11450120,home,Beşiktaş JK,Tayfur Bingöl,tayfur-bingol,T. Bingöl,M,75,180,459,M,255957,EUR,726710400,D,75,75,True,2.0,1.0,,,1.0,2.0,,1.0,,,,,,11.0,5.0,6.4,3.0,2.599e-05,0,,,2.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
11450120,home,Beşiktaş JK,Ante Rebić,ante-rebic,A. Rebić,F,9,185,4196,M,152769,EUR,748569600,F,7,7,True,7.0,6.0,1.0,1.0,3.0,3.0,3.0,4.0,,3.0,,,,2.0,9.0,,1.0,0.00064233,0,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,1.0,_anterebic,1.0,,,,,,,,,,,,,
11450120,home,Beşiktaş JK,Ersin Destanoğlu,ersin-destanoglu,E. Destanoğlu,G,30,195,1609,M,913656,EUR,978307200,G,1,1,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450120,home,Beşiktaş JK,Tayyip Talha Sanuç,tayyip-talha-sanuc,T. T. Sanuç,D,23,188,911,M,851909,EUR,945388800,D,5,5,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
