match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_topSpeed,stat_kilometersCovered,stat_numberOfSprints,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_metersCoveredWalkingKm,stat_metersCoveredJoggingKm,stat_metersCoveredRunningKm,stat_metersCoveredHighSpeedRunningKm,stat_metersCoveredSprintingKm,captain,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,player_sofascoreId,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_penaltyWon,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_aerialLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_fouls,stat_totalCross,stat_shotOffTarget,stat_keyPass,stat_accurateCross,stat_bigChanceCreated,stat_dispossessed,stat_bigChanceMissed,stat_goodHighClaim,stat_penaltyFaced,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_lastManTackle,stat_hitWoodwork,stat_totalOffside,stat_penaltyConceded
14566925,home,AS Monaco,Philipp Köhn,,,philipp-kohn,P. Köhn,G,16,191.0,727,M,868964,EUR,891475200,G,16,16,False,17.0,11.0,10.0,5.0,0.0,9.0,11.0,2.0,6.0,5.0,2.0,5.0,90.0,25.0,6.6,6.0,0.00033193,16.56,5.13396,0.0,0.3632,0,-0.4079,0.01,0.0,-0.14,0.16,4.0,1.08,0.05,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566925,home,AS Monaco,Thilo Kehrer,,,thilo-kehrer,T. Kehrer,D,5,186.0,1906,M,281277,EUR,843264000,D,5,5,False,34.0,29.0,6.0,4.0,0.0,23.0,26.0,6.0,8.0,,,,90.0,43.0,6.5,6.0,0.00650526,28.224,10.20137,5.0,,0,,0.05,0.02,-0.28,,2.95,5.59,1.2,0.36,0.1,True,1.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566925,home,AS Monaco,Eric Dier,,,eric-dier,E. Dier,D,3,191.0,4301,M,146101,EUR,758592000,D,3,3,False,33.0,28.0,4.0,3.0,0.0,18.0,20.0,10.0,13.0,2.0,,,90.0,48.0,7.7,5.0,0.0116329,26.424,10.29382,3.0,,1,,0.06,0.02,-0.05,,2.93,5.46,1.38,0.46,0.06,,1.0,,3.0,,9.0,,,,ericdier,1.0,1.0,1.0,1.0,2.0,1.0,0.7884,0.7033,0.32,,,,,,,,,,,,,,,,,,,,,
14566925,home,AS Monaco,Mohammed Salisu,,,mohammed-salisu,M. Salisu,D,22,188.0,5698,M,946158,EUR,924307200,D,22,22,False,27.0,24.0,2.0,,0.0,17.0,18.0,7.0,9.0,1.0,,,83.0,37.0,6.5,3.0,0.00345231,27.216,8.71964,3.0,,1,,0.07,-0.41,0.18,,2.67,4.55,1.11,0.3,0.09,,,2.0,1.0,,3.0,,,,salisu_sarki,,,2.0,1.0,,,0.1172,,-0.01,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
14566925,home,AS Monaco,Vanderson,Vanderson,,vanderson,Vanderson,D,2,173.0,6128,M,1090694,EUR,993081600,M,2,2,False,7.0,4.0,4.0,1.0,0.0,2.0,3.0,2.0,4.0,2.0,,,22.0,16.0,6.3,6.0,0.00019145,27.756,2.2307,2.0,,0,,-0.06,-0.01,-0.14,,0.51,1.14,0.38,0.15,0.05,,,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,2.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,
14566925,home,AS Monaco,Mamadou Coulibaly,,,mamadou-coulibaly,M. Coulibaly,M,28,179.0,1461,M,1410148,EUR,1082505600,M,28,28,False,23.0,19.0,2.0,2.0,0.0,8.0,10.0,11.0,13.0,5.0,,,82.0,39.0,7.0,9.0,0.0303344,29.88,10.3319,12.0,,1,,0.13,0.12,0.17,,2.29,5.6,1.56,0.63,0.25,,1.0,2.0,6.0,,,3.0,2.0,,,,,,1.0,1.0,,0.0532,,-0.11,,3.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,
14566925,home,AS Monaco,Jordan Teze,,,jordan-teze,J. Teze,D,4,183.0,1078,M,825846,EUR,938649600,M,4,4,False,26.0,24.0,2.0,2.0,0.0,10.0,11.0,14.0,15.0,2.0,,,90.0,44.0,8.4,8.0,0.411874,26.28,11.32396,4.0,,2,,0.52,0.07,-0.14,,2.75,6.13,1.8,0.55,0.08,,2.0,4.0,6.0,,1.0,1.0,1.0,,,1.0,1.0,,,3.0,,0.0936,0.4591,0.54,2.0,1.0,1.0,,2.0,8.0,1.0,2.0,2.0,1.0,,,,,,,,,,,
14566925,home,AS Monaco,Krépin Diatta,,,krepin-diatta,K. Diatta,M,27,173.0,13053,M,873534,EUR,919900800,M,27,27,False,34.0,22.0,2.0,,1.0,6.0,10.0,16.0,24.0,1.0,,,90.0,46.0,6.5,16.0,0.033584,30.348,9.88811,9.0,,0,,-0.03,0.24,0.15,,3.3,4.66,1.22,0.47,0.24,,,6.0,1.0,2.0,2.0,,,2.0,krepindiatta,,,1.0,,1.0,,,,,1.0,,,,2.0,,,1.0,,,1.0,,,,,,,,,,
14566925,home,AS Monaco,Maghnes Akliouche,,,maghnes-akliouche,M. Akliouche,M,11,183.0,5956,M,1130939,EUR,1014595200,F,11,11,False,38.0,33.0,2.0,2.0,0.0,15.0,17.0,18.0,21.0,4.0,,,90.0,64.0,6.6,20.0,0.0582866,28.944,10.47376,10.0,,1,,0.15,0.19,-0.01,,3.35,4.74,1.54,0.62,0.23,,,13.0,5.0,2.0,1.0,3.0,2.0,4.0,,1.0,,,1.0,,,0.0516,0.0645,0.05,,10.0,2.0,,2.0,2.0,,1.0,,1.0,1.0,,,,,,,,,,
14566925,home,AS Monaco,Ansu Fati,,,ansu-fati,A. Fati,F,31,178.0,167976,M,962883,EUR,1036022400,F,31,31,False,20.0,18.0,1.0,1.0,0.0,7.0,8.0,11.0,12.0,3.0,,,64.0,31.0,7.4,4.0,0.0737279,30.24,8.33455,8.0,,0,,0.27,0.15,0.19,,1.95,4.0,1.6,0.6,0.19,,,2.0,6.0,,,1.0,,2.0,AnsuFati,,,,,3.0,,,,,2.0,2.0,2.0,,,1.0,,1.0,1.0,,,,,,,,,,,,
