match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_outfielderBlock,stat_errorLeadToAGoal,stat_fouls,stat_onTargetScoringAttempt,stat_interceptionWon,stat_keyPass,player_sofascoreId,stat_totalCross,stat_shotOffTarget,stat_blockedScoringAttempt,captain,stat_accurateCross,stat_challengeLost,stat_unsuccessfulTouch,stat_bigChanceMissed,stat_goals,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_saves,stat_errorLeadToAShot
12904462,home,Aston Villa,Joe Gauci,Joe,Gauci,joe-gauci,J. Gauci,G,46,194.0,369,M,966874,EUR,962668800,G,18,18,False,33.0,32.0,3.0,3.0,0.0,30.0,31.0,2.0,2.0,2.0,2.0,5.0,8.0,3.0,2.0,3.0,3.0,90.0,47.0,6.6,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12904462,home,Aston Villa,Kosta Nedeljković,Kosta Nedeljkovic,,kosta-nedeljkovic,K. Nedeljković,D,19,184.0,2308,M,1152923,EUR,1134691200,D,20,20,False,56.0,48.0,6.0,3.0,0.0,24.0,28.0,24.0,28.0,,5.0,3.0,3.0,,,,,90.0,87.0,6.7,14.0,0,1.0,4.0,2.0,3.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
12904462,home,Aston Villa,Diego Carlos,,,diego-carlos,D. Carlos,D,34,185.0,2746,M,604232,EUR,732153600,D,3,3,False,66.0,59.0,6.0,3.0,0.0,41.0,42.0,18.0,24.0,1.0,5.0,3.0,3.0,,,,,90.0,75.0,6.9,7.0,0,1.0,2.0,,,,3.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
12904462,home,Aston Villa,Tyrone Mings,,,tyrone-mings,T. Mings,D,5,195.0,1989,M,303638,EUR,731980800,D,5,5,False,71.0,57.0,10.0,3.0,0.0,39.0,47.0,18.0,24.0,7.0,8.0,5.0,3.0,,,,,90.0,86.0,7.1,15.0,1,1.0,3.0,1.0,,,,,1.0,,,1.0,1.0,4.0,1.0,,,,,,,,,,,,,,
12904462,home,Aston Villa,Ian Maatsen,,,ian-maatsen,I. Maatsen,D,22,178.0,5464,M,976263,EUR,1015718400,D,22,22,False,61.0,55.0,2.0,,0.0,25.0,27.0,30.0,40.0,,2.0,1.0,4.0,,,,,90.0,93.0,6.7,17.0,2,2.0,7.0,2.0,2.0,,1.0,1.0,1.0,,,1.0,,3.0,2.0,maatsen_,6.0,1.0,1.0,,,,,,,,,,
12904462,home,Aston Villa,John McGinn,,,john-mcginn,J. McGinn,M,7,175.0,3885,M,250223,EUR,782438400,M,7,7,False,47.0,44.0,3.0,3.0,0.0,21.0,21.0,24.0,29.0,,2.0,,4.0,,,,,79.0,60.0,6.7,10.0,1,,5.0,4.0,3.0,2.0,,,,,,,,,3.0,,3.0,,1.0,True,1.0,,,,,,,,
12904462,home,Aston Villa,Boubacar Kamara,,,boubacar-kamara,B. Kamara,M,44,184.0,3380,M,826204,EUR,943315200,M,44,44,False,63.0,55.0,5.0,3.0,0.0,20.0,23.0,35.0,40.0,,8.0,1.0,5.0,,,,,90.0,83.0,7.3,13.0,1,1.0,7.0,1.0,3.0,2.0,4.0,2.0,2.0,,,1.0,,1.0,2.0,,,,1.0,,,3.0,2.0,,,,,,
12904462,home,Aston Villa,Leon Bailey,,,leon-bailey,L. Bailey,M,31,178.0,7654,M,808590,EUR,871084800,M,31,31,False,24.0,17.0,2.0,2.0,1.0,9.0,12.0,9.0,14.0,,1.0,,3.0,,,,,78.0,33.0,7.2,9.0,4,1.0,2.0,1.0,,,,,1.0,,,,2.0,,1.0,leonbailey,2.0,2.0,,,1.0,,,,,,,,
12904462,home,Aston Villa,Emiliano Buendía,,,emiliano-buendia,E. Buendía,M,10,170.0,7662,M,783126,EUR,851472000,M,10,10,False,25.0,22.0,1.0,1.0,0.0,8.0,9.0,14.0,16.0,,2.0,1.0,,,,,,78.0,39.0,6.1,12.0,1,,12.0,6.0,3.0,1.0,,,1.0,,,2.0,1.0,,1.0,EM10Buendia,,,,,,2.0,1.0,1.0,,,,,
12904462,home,Aston Villa,Jaden Philogene-Bidace,,,jaden-philogene-bidace,J. Philogene-Bidace,M,11,181.0,4489,M,1014461,EUR,1013126400,M,19,19,False,23.0,21.0,1.0,1.0,0.0,4.0,4.0,17.0,19.0,,6.0,,3.0,,,,,90.0,45.0,6.2,15.0,2,3.0,15.0,5.0,10.0,3.0,1.0,,2.0,,,,1.0,,2.0,,,,1.0,,,,1.0,,,,,,
