match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_duelLost,stat_duelWon,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_aerialWon,stat_challengeLost,stat_dispossessed,stat_bigChanceMissed,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_wonTackle,stat_aerialLost,stat_hitWoodwork,stat_totalCross,stat_accurateCross,stat_totalContest,stat_totalOffside,player_firstName,player_lastName,stat_wonContest,stat_bigChanceCreated,player_sofascoreId,stat_blockedScoringAttempt,stat_goodHighClaim,stat_punches
10381988,home,Feyenoord,Danilo,danilo,Danilo,F,9,174,1240,M,940647,EUR,923443200,F,9,9,False,13.0,8.0,,,3.0,4.0,5.0,9.0,5.0,,,78.0,22.0,6.5,9.0,0,4.0,1.0,,,,1.0,,1.0,,,1.0,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,
10381988,home,Feyenoord,Oussama Idrissi,oussama-idrissi,O. Idrissi,M,11,175,2812,M,823963,EUR,825292800,F,26,26,True,24.0,21.0,3.0,2.0,6.0,6.0,16.0,22.0,2.0,,,27.0,35.0,6.7,9.0,1,3.0,,1.0,,,,,,1.0,,,,,,,,,,,,4.0,1.0,3.0,,,,,1.0,,,,
10381988,home,Feyenoord,Orkun Kökçü,orkun-kokcu,O. Kökçü,M,10,175,13499,M,907461,EUR,978048000,M,10,10,True,47.0,41.0,3.0,1.0,8.0,10.0,34.0,38.0,3.0,,,27.0,55.0,7.0,8.0,2,1.0,3.0,,,1.0,,,,2.0,,1.0,,,,,,,1.0,,,1.0,1.0,2.0,,,,1.0,,orkunkokcu,2.0,,
10381988,home,Feyenoord,Santiago Giménez,santiago-gimenez,S. Giménez,F,7,182,32499,M,892141,EUR,987552000,F,29,29,True,2.0,1.0,,,1.0,1.0,,1.0,1.0,,,12.0,3.0,6.1,1.0,1,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,sant.gimenez,,,
10381988,home,Feyenoord,Alireza Jahanbakhsh,alireza-jahanbakhsh,A. Jahanbakhsh,M,27,180,3825,M,331837,EUR,745027200,F,7,7,True,6.0,4.0,,,1.0,1.0,4.0,7.0,1.0,,,13.0,11.0,6.9,3.0,1,,,1.0,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,alirezajb,,,
10381988,home,Feyenoord,Jens Toornstra,jens-toornstra,J. Toornstra,M,18,178,203,M,99960,EUR,607651200,M,28,28,True,2.0,2.0,,,,,2.0,2.0,,,,13.0,3.0,6.3,,1,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
10381988,home,Feyenoord,Ofir Marciano,ofir-marciano,O. Marciano,G,1,185,59,M,61562,EUR,623721600,G,21,21,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10381988,home,Feyenoord,Thijs Jansen,thijs-jansen,T. Jansen,G,1,192,121,M,1087782,EUR,1006992000,G,30,30,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Thijs Jansen,,,,,,,
10381988,home,Feyenoord,Quilindschy Hartman,quilindschy-hartman,Q. Hartman,D,3,183,1253,M,1392044,EUR,1005696000,D,46,46,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10381988,home,Feyenoord,Mimeirhel Benita,mimeirhel-benita,M. Benita,D,2,176,216,M,1130308,EUR,1069027200,F,43,43,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Mimeirhel Benita,,,,,,,
10381988,home,Feyenoord,Noah Naujoks,noah-naujoks,N. Naujoks,M,10,183,201,M,1048487,EUR,1020297600,M,53,53,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10381988,home,Feyenoord,Mohamed Taabouni,taabouni-mohamed,M. Taabouni,M,8,178,234,M,947046,EUR,1017360000,M,25,25,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10381988,away,SC Heerenveen,Andries Noppert,andries-noppert,A. Noppert,G,44,203,438,M,339339,EUR,765676800,G,44,44,False,36.0,14.0,27.0,5.0,10.0,12.0,4.0,24.0,19.0,3.0,11.0,90.0,58.0,9.7,23.0,0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,1.0,1.0
10381988,away,SC Heerenveen,Milan van Ewijk,milan-van-ewijk,M. v. Ewijk,D,27,175,699,M,948723,EUR,968371200,D,27,27,False,25.0,19.0,4.0,1.0,10.0,14.0,9.0,12.0,10.0,,,90.0,48.0,7.4,9.0,0,1.0,5.0,,,4.0,,,,,,,,,,,2.0,3.0,2.0,,,1.0,,2.0,,,,1.0,,,,,
10381988,away,SC Heerenveen,Sven van Beek,sven-van-beek,S. v. Beek,D,22,188,75,M,309302,EUR,775353600,D,4,4,False,38.0,33.0,8.0,4.0,25.0,25.0,8.0,13.0,3.0,,,90.0,51.0,7.6,5.0,1,1.0,3.0,,1.0,2.0,,1.0,,,True,,,,,1.0,3.0,3.0,,1.0,,,,,,,,,,,,,
10381988,away,SC Heerenveen,Paweł Bochniewicz,pawel-bochniewicz,P. Bochniewicz,D,4,194,794,M,286097,EUR,822960000,D,5,5,False,36.0,33.0,2.0,,26.0,28.0,7.0,8.0,3.0,,,90.0,48.0,7.3,4.0,0,,3.0,,,2.0,1.0,,,,,1.0,,,,,6.0,3.0,,,,,,,,,,,,,,,
10381988,away,SC Heerenveen,Joost van Aken,joost-van-aken,J. v. Aken,D,,194,26,,339335,EUR,768787200,D,3,3,False,46.0,35.0,8.0,,32.0,35.0,3.0,11.0,6.0,,,90.0,53.0,7.0,11.0,2,,2.0,1.0,,1.0,,1.0,,,,,,,,1.0,3.0,,1.0,,,,,,,,,,,,,,
10381988,away,SC Heerenveen,Mats Köhlert,mats-kohlert,M. Köhlert,D,27,168,173,M,794998,EUR,894067200,D,7,7,False,22.0,18.0,3.0,1.0,9.0,11.0,10.0,13.0,4.0,,,80.0,43.0,7.1,10.0,0,3.0,5.0,,,3.0,1.0,1.0,2.0,2.0,,,,,,,2.0,1.0,2.0,,,2.0,1.0,2.0,,,,1.0,,,,,
10381988,away,SC Heerenveen,Thom Haye,thom-haye,T. Haye,M,33,187,10984,M,149666,EUR,792288000,M,33,33,False,32.0,22.0,9.0,5.0,11.0,16.0,12.0,19.0,7.0,,,89.0,47.0,6.8,14.0,1,6.0,6.0,,,2.0,,1.0,1.0,1.0,,3.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,,3.0,1.0,1.0,,,,,,thomhaye,,,
10381988,away,SC Heerenveen,Anas Tahiri,anas-tahiri,A. Tahiri,M,19,179,260,M,544156,EUR,800496000,M,26,26,False,36.0,35.0,4.0,4.0,24.0,24.0,11.0,12.0,4.0,,,90.0,46.0,7.0,1.0,0,1.0,3.0,,,1.0,,,,,,,1.0,,,,1.0,1.0,1.0,,,,,2.0,,,,2.0,,,,,
10381988,away,SC Heerenveen,Tibor Halilović,tibor-halilovic,T. Halilović,M,7,176,395,M,843167,EUR,795484800,M,10,10,False,21.0,19.0,,,13.0,13.0,6.0,8.0,2.0,,,64.0,31.0,6.5,3.0,2,4.0,4.0,,,2.0,,2.0,1.0,,,,2.0,,,,,,1.0,,,,,1.0,,,,,,,2.0,,
10381988,away,SC Heerenveen,Amin Sarr,sarr-amin,A. Sarr,F,9,190,935,M,1022204,EUR,984268800,F,9,9,False,13.0,7.0,,,2.0,4.0,5.0,9.0,2.0,,,90.0,29.0,6.8,13.0,1,11.0,4.0,1.0,,1.0,4.0,1.0,1.0,1.0,,,,2.0,,,1.0,,1.0,7.0,,,,3.0,,,,2.0,,,,,
10381988,away,SC Heerenveen,Sydney van Hooijdonk,sydney-van-hooijdonk,S. v. Hooijdonk,F,20,190,703,M,943595,EUR,949795200,F,17,17,False,13.0,10.0,,,6.0,7.0,4.0,6.0,1.0,,,63.0,17.0,6.7,6.0,1,4.0,1.0,1.0,,,2.0,,,1.0,,1.0,,,,,,,,4.0,,,,,,Sydney,van Hooijdonk,,,,,,
10381988,away,SC Heerenveen,Alex Timossi Andersson,alex-timossi-andersson,A. T. Andersson,D,21,170,90,M,876303,EUR,979862400,F,8,8,True,1.0,,,,,1.0,,,,,,27.0,7.0,6.4,5.0,0,5.0,,,1.0,,3.0,,,1.0,,,1.0,,,,,,,3.0,,,,1.0,1.0,,,,,,,,
10381988,away,SC Heerenveen,Simon Olsson,simon-olsson,S. Olsson,M,10,185,159,M,850851,EUR,874195200,M,19,19,True,4.0,1.0,1.0,,1.0,3.0,,1.0,5.0,,,26.0,10.0,6.5,4.0,0,2.0,1.0,,,,1.0,1.0,1.0,,,,1.0,,,,1.0,2.0,,,,,,,,,,,,,,,
10381988,away,SC Heerenveen,Rami Kaib,rami-kaib,R. Kaib,M,24,178,374,M,834724,EUR,863049600,D,13,13,True,3.0,2.0,1.0,,,,2.0,3.0,1.0,,,10.0,11.0,6.4,2.0,0,1.0,,,,,1.0,,,,,,1.0,,,,3.0,,,,,,,,,,,,,,,,
10381988,away,SC Heerenveen,Hussein Ali,hussein-ali,H. Ali,D,15,180,1946,M,962056,EUR,1014940800,D,15,15,True,1.0,,,,,,,1.0,,,,8.0,1.0,6.5,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10381988,away,SC Heerenveen,Xavier Mous,xavier-mous,X. Mous,G,,188,36,,352328,EUR,807494400,G,1,1,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10381988,away,SC Heerenveen,Jan Bekkema,jan-bekkema,J. Bekkema,G,,186,29,M,843764,EUR,829008000,G,23,23,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10381988,away,SC Heerenveen,Syb van Ottele,syb-van-ottele,S. v. Ottele,D,6,185,91,M,961686,EUR,1012608000,D,6,6,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10381988,away,SC Heerenveen,Djenahro Nunumete,djenahro-nunumete,D. Nunumete,D,21,179,65,M,1000673,EUR,1012176000,M,35,35,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10381988,away,SC Heerenveen,Timo Zaal,timo-zaal,T. Zaal,M,22,184,36,M,1047394,EUR,1076284800,M,34,34,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10381988,away,SC Heerenveen,Rami Al Hajj,rami-al-hajj,R. Al Hajj,M,22,180,219,M,978289,EUR,1000684800,M,22,22,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
