match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_duelLost,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_expectedGoals,stat_shotValueNormalized,stat_challengeLost,stat_unsuccessfulTouch,stat_fouls,player_firstName,player_lastName,stat_totalContest,stat_wonContest,stat_wasFouled,stat_totalCross,stat_accurateCross,stat_dispossessed,captain,stat_totalOffside,stat_keyPass,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAGoal,stat_bigChanceMissed,stat_bigChanceCreated,stat_hitWoodwork
14573131,home,FC Noah,Timothy Fayulu,timothy-fayulu,T. Fayulu,G,16,192,2764,M,927616,EUR,932774400,G,16,16,False,43.0,34.0,15.0,7.0,0.0,28.0,31.0,6.0,12.0,1.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,90.0,50.0,6.5,9.0,0.0043669,0.6365,0,-0.2588,0.03,0.05,-0.26,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14573131,home,FC Noah,Eric Boakye,eric-boakye,E. Boakye,D,6,173,112,M,924969,EUR,942969600,D,6,6,False,45.0,37.0,7.0,2.0,0.0,21.0,24.0,16.0,21.0,2.0,3.0,4.0,3.0,,,,,71.0,60.0,6.2,8.0,0.0105186,,1,,0.11,0.06,-0.24,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0093,0.0,,,,,,,,,,,,,,,,,,,,,,,,
14573131,home,FC Noah,Nathanaël Saintini,nathanael-saintini,N. Saintini,D,39,188,56,M,986992,EUR,959644800,D,39,39,False,77.0,69.0,11.0,5.0,0.0,54.0,56.0,15.0,21.0,2.0,4.0,6.0,4.0,,,,,90.0,96.0,6.4,11.0,0.00568136,,0,,0.14,0.15,-0.14,,4.0,8.0,,,1.0,2.0,1.0,,,,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,
14573131,home,FC Noah,Sergey Muradyan,sergey-muradyan,S. Muradyan,D,3,189,183,M,1408999,EUR,1093564800,D,3,3,False,72.0,64.0,11.0,6.0,0.0,53.0,55.0,11.0,17.0,,7.0,3.0,5.0,,,,,90.0,88.0,6.4,8.0,0.00365743,,0,,-0.08,0.08,-0.39,,7.0,7.0,,,1.0,5.0,3.0,1.0,,,,,,Sergey Muradyan,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
14573131,home,FC Noah,David Sualehe,david-sualehe,D. Sualehe,D,33,183,78,M,796161,EUR,859075200,D,33,33,False,56.0,44.0,6.0,2.0,0.0,36.0,42.0,1.0,14.0,,4.0,3.0,4.0,,,,,90.0,87.0,6.3,23.0,0.00550762,,1,,-0.08,0.17,-0.24,,,4.0,1.0,,1.0,2.0,2.0,,0.0356,-0.03,,1.0,2.0,,,2.0,1.0,1.0,8.0,1.0,1.0,,,,,,,,,,,,,
14573131,home,FC Noah,Yan Eteki,yan-eteki,Y. Eteki,M,88,187,120,M,848082,EUR,872553600,M,88,88,False,39.0,35.0,2.0,1.0,0.0,25.0,26.0,10.0,13.0,1.0,3.0,2.0,4.0,,,,,71.0,46.0,6.5,6.0,0.00282763,,0,,-0.09,0.0,-0.07,,,2.0,,1.0,,,,,,,,2.0,2.0,,,,,2.0,,,,,,,,,,,,,,,,
14573131,home,FC Noah,Hélder Ferreira,helder-ferreira,H. Ferreira,M,7,180,120,M,892206,EUR,860198400,M,7,7,False,48.0,34.0,9.0,6.0,0.0,13.0,17.0,18.0,31.0,1.0,8.0,1.0,5.0,,,,,90.0,72.0,6.6,21.0,0.0387137,,0,,-0.05,-0.15,-0.18,,1.0,8.0,,1.0,,3.0,1.0,,,,3.0,,1.0,,,2.0,1.0,3.0,4.0,1.0,2.0,True,,,,,,,,,,,,
14573131,home,FC Noah,Takuto Oshima,oshima-takuto,T. Oshima,M,14,175,140,M,1103106,EUR,896659200,M,14,14,False,48.0,45.0,2.0,1.0,0.0,22.0,22.0,22.0,26.0,,3.0,1.0,8.0,,,,,90.0,59.0,6.6,6.0,0.0122608,,0,,0.07,0.13,-0.06,,,4.0,,,1.0,1.0,1.0,,,,,2.0,4.0,,,,,2.0,1.0,,,,1.0,,,,,,,,,,,
14573131,home,FC Noah,Gor Manvelyan,gor-manvelyan,G. Manvelyan,M,10,180,193,M,1129370,EUR,1018310400,M,27,27,False,13.0,12.0,1.0,,0.0,7.0,7.0,5.0,6.0,,2.0,,1.0,,,,,45.0,20.0,6.3,3.0,0.0211859,,0,,0.04,0.0,-0.12,,,3.0,,,1.0,,,,,,,1.0,2.0,,,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,,
14573131,home,FC Noah,Gustavo Sangaré,gustavo-sangare,G. Sangaré,M,17,180,2992,M,1019038,EUR,847411200,M,17,17,False,40.0,36.0,,,0.0,20.0,21.0,15.0,19.0,,5.0,,5.0,,,,,88.0,59.0,6.5,11.0,0.00996485,,0,,0.0,0.17,-0.14,,,5.0,,,,2.0,1.0,,,,1.0,3.0,1.0,,,2.0,1.0,2.0,1.0,,2.0,,1.0,1.0,,,,,,,,,,
