match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,captain,stat_aerialLost,stat_dispossessed,stat_shotOffTarget,stat_expectedGoals,stat_unsuccessfulTouch,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_outfielderBlock,stat_penaltyConceded,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,stat_accurateCross,stat_challengeLost,stat_bigChanceMissed,stat_lastManTackle,player_sofascoreId,stat_bigChanceCreated,stat_penaltyWon
13472882,home,Vitória,Lucas Arcanjo,lucas-arcanjo,L. Arcanjo,G,1,190,811,M,982558,EUR,902534400,G,1,1,False,28.0,20.0,16.0,8.0,0.0,13.0,13.0,7.0,15.0,1.0,9.0,1.0,2.0,1.0,1.0,2.0,90.0,37.0,7.1,8.0,0.00191864,0,-0.7671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472882,home,Vitória,Raúl Cáceres,raul-caceres,R. Cáceres,D,27,180,356,M,122971,EUR,685152000,D,27,27,False,10.0,7.0,,,0.0,4.0,5.0,3.0,5.0,2.0,1.0,,,,,,31.0,21.0,6.9,6.0,0.00194604,0,,,,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
13472882,home,Vitória,Lucas Halter,lucas-halter,L. Halter,D,5,187,777,M,905450,EUR,957225600,D,5,5,False,33.0,29.0,4.0,2.0,0.0,22.0,23.0,7.0,10.0,9.0,2.0,2.0,,,,,90.0,45.0,6.9,5.0,0.001476,2,,,,,5.0,3.0,5.0,,2.0,2.0,1.0,,True,1.0,1.0,2.0,0.1471,,,,,,,,,,,,,,,,,,
13472882,home,Vitória,Zé Marcos,ze-marcos,Z. Marcos,D,3,188,355,M,901700,EUR,886291200,D,3,3,False,39.0,33.0,9.0,5.0,0.0,23.0,25.0,10.0,14.0,4.0,2.0,1.0,,,,,90.0,52.0,6.6,8.0,0.00548445,0,,,,,4.0,7.0,8.0,,,,3.0,1.0,,4.0,,,,2.0,,,,,,,,,,,,,,,,,
13472882,home,Vitória,Maykon Jesus,maykon,M. Jesus,M,66,181,193,M,1836781,EUR,1133913600,D,66,66,False,22.0,12.0,1.0,,0.0,6.0,7.0,6.0,15.0,1.0,4.0,,,,,,90.0,53.0,6.3,23.0,0.0032352,1,,Maykon,,4.0,,2.0,5.0,,,,2.0,,,,,1.0,0.0045,1.0,1.0,1.0,,,,,,,,,,,,,,,
13472882,home,Vitória,Gabriel Baralhas,gabriel-baralhas,G. Baralhas,M,44,178,849,M,922575,EUR,907977600,M,44,44,False,34.0,28.0,2.0,2.0,1.0,13.0,17.0,15.0,17.0,4.0,4.0,1.0,,,,,90.0,55.0,7.2,9.0,0.0117227,1,,,,,,3.0,5.0,1.0,3.0,3.0,2.0,1.0,,,1.0,,0.0168,,1.0,,1.0,1.0,2.0,1.0,0.0732,,,,,,,,,,
13472882,home,Vitória,Pepê,pepe,Pepê,M,6,183,730,M,946945,EUR,884044800,M,6,6,False,28.0,26.0,2.0,1.0,0.0,9.0,9.0,17.0,19.0,11.0,7.0,4.0,,,,,90.0,44.0,7.2,6.0,0.041533,1,,,,2.0,3.0,6.0,1.0,1.0,4.0,2.0,2.0,,,3.0,1.0,,0.0161,1.0,,,1.0,,,,0.0672,,,,,,,,,,
13472882,home,Vitória,Erick,erick,Erick,F,33,173,1390,M,895650,EUR,881712000,M,33,33,False,13.0,9.0,2.0,2.0,0.0,2.0,2.0,7.0,11.0,5.0,2.0,4.0,,,,,73.0,29.0,7.2,10.0,0.0107671,2,,,,1.0,,4.0,,1.0,,,,,,1.0,1.0,,0.1193,1.0,3.0,1.0,1.0,,,,0.8597,1.0,1.0,,,,,,,,
13472882,home,Vitória,Ronald,ronald,Ronald,M,8,171,426,M,931521,EUR,866592000,M,8,8,False,16.0,13.0,1.0,1.0,1.0,4.0,5.0,9.0,11.0,2.0,2.0,,,,,,73.0,29.0,6.8,9.0,0.0478777,0,,,,1.0,,3.0,1.0,,1.0,,,1.0,,1.0,2.0,,,3.0,1.0,1.0,,,,,,,,1.0,,,,,,,
13472882,home,Vitória,Osvaldo,osvaldo,Osvaldo,M,11,170,559,M,90468,EUR,545097600,M,11,11,False,19.0,14.0,3.0,1.0,0.0,1.0,1.0,13.0,18.0,12.0,3.0,1.0,,,,,80.0,48.0,8.4,15.0,0.322721,1,,,,9.0,,3.0,,1.0,4.0,2.0,,5.0,,1.0,,,0.0431,1.0,9.0,7.0,1.0,,,,0.0314,,,,3.0,,,,,,
