match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_unsuccessfulTouch,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_totalTackle,stat_penaltyConceded,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,player_jerseyNumber,stat_aerialLost,stat_challengeLost,stat_totalClearance,stat_wonTackle,stat_outfielderBlock,captain,stat_interceptionWon,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed
14131941,home,AVS - Futebol SAD,João Gonçalves,joao-goncalves,J. Gonçalves,G,188,61,M,987596,EUR,974246400,G,99,99,False,28.0,19.0,17.0,8.0,0.0,16.0,19.0,3.0,9.0,4.0,1.0,1.0,1.0,90.0,32.0,5.9,10.0,0.00207137,0.0722,0,-0.7991,0.03,-0.01,-0.21,-0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131941,home,AVS - Futebol SAD,Sidi Bane,sidi-bane,S. Bane,D,184,152,M,1211830,EUR,1074038400,D,4,4,False,36.0,23.0,4.0,,0.0,13.0,17.0,10.0,19.0,5.0,1.0,,,90.0,58.0,7.2,20.0,0.024152,,1,,0.04,0.04,-0.43,,,,3.0,1.0,2.0,3.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0736,0.681,1.0,0.51,,,,,,,,,,,,,,,,,
14131941,home,AVS - Futebol SAD,Rúben Semedo,ruben-semedo,R. Semedo,D,189,290,M,344199,EUR,765417600,D,35,35,False,45.0,37.0,8.0,3.0,0.0,26.0,28.0,11.0,17.0,6.0,1.0,,,90.0,56.0,6.4,9.0,0.0324166,,0,,0.14,0.11,-0.33,,,,,,3.0,5.0,6.0,,,,,1.0,,2.0,1.0,,,1.0,,35,2.0,2.0,5.0,1.0,,,,,,,,,,,,
14131941,home,AVS - Futebol SAD,Cristian Castro,cristian-castro,C. Castro,D,192,155,M,1067320,EUR,980380800,D,42,42,False,35.0,31.0,4.0,1.0,0.0,17.0,18.0,14.0,17.0,6.0,,,,90.0,46.0,6.5,4.0,0.01214,,0,,0.2,0.07,-0.04,,Cristian Castro,,,,,2.0,2.0,,,,,1.0,,1.0,1.0,,,,,42,1.0,,7.0,,1.0,,,,,,,,,,,
14131941,home,AVS - Futebol SAD,Kiki Afonso,kiki-afonso,K. Afonso,D,181,59,M,324345,EUR,787017600,D,24,24,False,36.0,31.0,5.0,4.0,0.0,10.0,12.0,21.0,24.0,4.0,2.0,,,85.0,67.0,6.5,11.0,0.0321687,,0,,0.21,0.12,-0.26,,,,2.0,,,4.0,4.0,1.0,1.0,,,,,3.0,2.0,,,1.0,,24,2.0,,2.0,,,True,1.0,,,,,,,,,
14131941,home,AVS - Futebol SAD,Gustavo Assunção,gustavo-assuncao,G. Assunção,M,178,266,M,981217,EUR,954374400,M,6,6,False,39.0,31.0,3.0,1.0,0.0,12.0,15.0,19.0,24.0,6.0,1.0,,,90.0,56.0,6.8,11.0,0.0153165,,3,,0.17,0.07,-0.08,,,,,,1.0,4.0,6.0,1.0,,1.0,,2.0,,3.0,2.0,0.0522,0.0556,,-0.17,12,,,,1.0,,,,1.0,1.0,1.0,,,,,,
14131941,home,AVS - Futebol SAD,Jaume Grau,jaume-grau,J. G. Ciscar,M,183,72,M,838633,EUR,862790400,M,15,15,False,32.0,25.0,3.0,1.0,0.0,13.0,15.0,12.0,17.0,3.0,,,,66.0,36.0,6.5,7.0,0.00637434,,0,,0.05,0.07,-0.04,,,,,,,2.0,2.0,,,,,1.0,,1.0,1.0,,,1.0,,15,,1.0,1.0,1.0,,,1.0,,,,,,,,,
14131941,home,AVS - Futebol SAD,Diogo Spencer,diogo-spencer,D. Spencer,D,178,353,M,1120043,EUR,1082160000,M,2,2,False,38.0,30.0,3.0,3.0,1.0,8.0,9.0,22.0,29.0,3.0,,,,90.0,56.0,6.7,15.0,0.164452,,1,,0.28,0.03,-0.12,,,,2.0,1.0,,7.0,5.0,5.0,4.0,,,1.0,,,1.0,0.0594,,2.0,0.01,82,,,,,,,,5.0,,1.0,1.0,,,,,
14131941,home,AVS - Futebol SAD,Rafael Barbosa,rafael-barbosa,R. Barbosa,M,170,124,M,823128,EUR,828057600,M,10,10,False,26.0,20.0,2.0,1.0,1.0,7.0,9.0,13.0,17.0,2.0,1.0,,,66.0,41.0,6.2,14.0,0.230885,,2,,0.21,0.15,-0.06,,,,4.0,1.0,,5.0,2.0,2.0,1.0,,,,,1.0,,0.1198,,3.0,-0.32,27,1.0,,,,,,2.0,3.0,2.0,,,,,,,
14131941,home,AVS - Futebol SAD,Óscar Perea,oscar-perea,Ó. Perea,F,174,1176,M,1185986,EUR,1127779200,M,14,14,False,19.0,11.0,,,0.0,2.0,2.0,9.0,17.0,5.0,1.0,,,73.0,35.0,7.6,12.0,0.0710163,,4,,-0.23,0.65,-0.11,,Óscar,Perea,1.0,1.0,,4.0,4.0,3.0,2.0,1.0,1.0,,,2.0,,0.3809,0.3255,,0.47,14,1.0,,,,,,,2.0,1.0,2.0,,,,,,
