match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_outfielderBlock,stat_totalContest,stat_wonContest,stat_dispossessed,stat_onTargetScoringAttempt,stat_totalOffside,stat_blockedScoringAttempt,stat_shotOffTarget,stat_goodHighClaim,player_sofascoreId,stat_goalAssist,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed
11523752,away,Leicester City,Stephy Mavididi,,,stephy-mavididi,S. Mavididi,M,10,182.0,1542,M,605338,EUR,896572800.0,F,10,10,False,20.0,18.0,,,4.0,5.0,15.0,16.0,3.0,,45.0,29.0,6.7,6.0,0,1.0,1.0,1.0,,5.0,2.0,,,1.0,,,1.0,1.0,2.0,1.0,,,3.0,1.0,,,1.0,,,,,,,,
11523752,away,Leicester City,Jamie Vardy,,,jamie-vardy,J. Vardy,F,10,178.0,22954,M,173827,EUR,537321600.0,F,9,9,False,17.0,13.0,1.0,,5.0,5.0,8.0,12.0,1.0,,90.0,26.0,7.7,6.0,1,,,3.0,,6.0,1.0,,1.0,,,,,,2.0,3.0,True,,1.0,1.0,1.0,1.0,,,,,Vardy7,,1.0,1.0,
11523752,away,Leicester City,Ricardo Pereira,,,ricardo-pereira,R. Pereira,D,21,175.0,980,M,221200,EUR,749865600.0,D,21,21,True,62.0,58.0,5.0,5.0,42.0,43.0,16.0,19.0,3.0,,45.0,79.0,7.1,8.0,0,,,,1.0,3.0,5.0,,,1.0,2.0,2.0,1.0,2.0,,,,,2.0,,1.0,,,,,,,,,,
11523752,away,Leicester City,Wilfred Ndidi,,,wilfred-ndidi,W. Ndidi,M,4,186.0,9682,M,787885,EUR,850694400.0,M,25,25,True,18.0,11.0,,,2.0,3.0,10.0,16.0,1.0,,45.0,30.0,8.7,10.0,2,1.0,1.0,,2.0,4.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,,1.0,1.0,,1.0,,,2.0,2.0,,,,,,1.0,1.0,1.0,
11523752,away,Leicester City,Yunus Akgün,,,yunus-akgun,Y. Akgün,M,11,173.0,9047,M,857738,EUR,962928000.0,F,29,29,True,19.0,19.0,,,2.0,2.0,18.0,19.0,1.0,,45.0,30.0,6.5,3.0,1,2.0,1.0,,,2.0,3.0,,,,1.0,1.0,,1.0,,,,,2.0,1.0,1.0,,,,1.0,,yunusakgun17,,,,1.0
11523752,away,Leicester City,Wanya Marcal Madivadua,,,wanya-marcal-madivadua,W. M. Madivadua,M,27,181.0,193,M,1157405,EUR,1034985600.0,M,40,40,True,21.0,17.0,1.0,,9.0,12.0,8.0,10.0,4.0,,45.0,37.0,6.8,11.0,1,1.0,,1.0,,3.0,4.0,,1.0,,1.0,1.0,4.0,,,,,,5.0,3.0,,,,1.0,,,,,,,
11523752,away,Leicester City,Benjamin Nelson,,,benjamin-nelson,B. Nelson,D,4,193.0,230,M,1391844,EUR,1082246400.0,D,45,45,True,18.0,18.0,1.0,1.0,13.0,13.0,5.0,5.0,3.0,,8.0,21.0,6.7,,0,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,
11523752,away,Leicester City,Mads Hermansen,,,mads-hermansen,M. Hermansen,G,1,187.0,1764,M,856640,EUR,963273600.0,G,30,30,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11523752,away,Leicester City,Danny Ward,,,danny-ward,D. Ward,G,21,191.0,697,M,197428,EUR,740707200.0,G,1,1,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11523752,away,Leicester City,Jannik Vestergaard,,,jannik-vestergaard,J. Vestergaard,D,23,199.0,1218,M,120538,EUR,712800000.0,D,23,23,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11523752,away,Leicester City,Kelechi Iheanacho,,,kelechi-iheanacho,K. Iheanacho,F,17,184.0,4854,M,359642,EUR,844300800.0,F,14,14,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,kelechi72,,,,
