match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_onTargetScoringAttempt,stat_goals,captain,stat_lastManTackle,stat_wasFouled,player_sofascoreId,stat_dispossessed,stat_goalAssist,stat_penaltyWon,stat_totalOffside,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock,stat_bigChanceMissed,stat_bigChanceCreated,stat_penaltyConceded
10385696,home,Fulham,Bernd Leno,bernd-leno,B. Leno,G,1,190,2695,M,103335,EUR,699667200,G,17,17,False,31.0,22.0,12.0,3.0,20.0,20.0,2.0,11.0,1.0,1.0,7.0,1.0,3.0,4.0,90.0,43.0,6.9,9.0,0.0,0.0,0.00061415,0,-0.0569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385696,home,Fulham,Bobby Decordova-Reid,bobby-decordova-reid,B. Reid,M,14,170,1230,M,151499,EUR,728611200,D,14,14,False,72.0,58.0,4.0,2.0,24.0,29.0,35.0,49.0,,4.0,7.0,,,,90.0,101.0,6.8,24.0,0.1016,0.0,0.0561566,3,,,,6.0,1.0,2.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
10385696,home,Fulham,Issa Diop,issa-diop,I. Diop,D,31,194,838,M,825719,EUR,852768000,D,31,31,False,102.0,96.0,7.0,5.0,53.0,55.0,43.0,47.0,2.0,4.0,6.0,,,,90.0,109.0,7.5,7.0,0.2454,0.2642,0.0536953,1,,,,,,3.0,3.0,,1.0,1.0,,,1.0,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,
10385696,home,Fulham,Tim Ream,tim-ream,T. Ream,D,3,185,548,M,118179,EUR,560390400,D,13,13,False,85.0,78.0,11.0,7.0,37.0,38.0,41.0,47.0,2.0,4.0,10.0,,,,90.0,91.0,6.9,7.0,0.0,0.0,0.016226,0,,,,,,,1.0,,,,,,2.0,,2.0,2.0,,1.0,,,,True,1.0,,,,,,,,,,,,,
10385696,home,Fulham,Antonee Robinson,antonee-robinson,A. Robinson,D,33,183,2862,M,803174,EUR,870998400,D,33,33,False,59.0,53.0,4.0,1.0,22.0,22.0,33.0,47.0,1.0,4.0,5.0,,,,90.0,90.0,6.8,17.0,0.0,0.0,0.0852771,0,,,,10.0,2.0,1.0,4.0,,3.0,2.0,,,1.0,,,,2.0,2.0,1.0,,,,,1.0,,,,,,,,,,,,
10385696,home,Fulham,Harrison Reed,harrison-reed,H. Reed,M,6,176,353,M,365802,EUR,791164800,M,6,6,False,16.0,12.0,2.0,,2.0,2.0,11.0,15.0,,1.0,1.0,,,,45.0,27.0,6.8,5.0,0.0,0.0,0.0655925,0,,,,1.0,1.0,1.0,2.0,,1.0,1.0,,,2.0,1.0,,,1.0,1.0,3.0,,,,,,,,,,,,,,,,,
10385696,home,Fulham,João Palhinha,joao-palhinha,J. Palhinha,M,6,189,16491,M,364612,EUR,805248000,M,26,26,False,51.0,44.0,3.0,3.0,23.0,25.0,21.0,26.0,6.0,12.0,9.0,,,,90.0,67.0,7.0,11.0,0.0742,0.0775,0.0148774,2,,,,,,3.0,8.0,1.0,,,1.0,,,1.0,3.0,2.0,1.0,1.0,,1.0,,,,4.0,Palhinha,3.0,,,,,,,,,,
10385696,home,Fulham,Daniel James,daniel-james,D. James,M,7,172,4111,M,828639,EUR,879120000,M,21,21,False,13.0,11.0,2.0,1.0,2.0,3.0,9.0,13.0,,1.0,2.0,,,,45.0,23.0,6.2,8.0,0.2381,0.0,0.00808476,3,,,,3.0,,1.0,3.0,1.0,,,,3.0,,,1.0,1.0,2.0,,,,,,,,Daniel_James97,1.0,,,,,,,,,,
10385696,home,Fulham,Andreas Pereira,andreas-pereira,A. Pereira,M,8,177,14092,M,285949,EUR,820454400,M,18,18,False,26.0,18.0,5.0,3.0,2.0,3.0,19.0,32.0,,2.0,1.0,,,,87.0,47.0,7.1,20.0,0.0484,0.0,0.51926,1,,,,9.0,3.0,,4.0,,2.0,1.0,1.0,,,,1.0,,3.0,1.0,3.0,,,,,,andreaspereira,2.0,1.0,,,,,,,,,
10385696,home,Fulham,Neeskens Kebano,neeskens-kebano,N. Kebano,M,92,172,576,M,137786,EUR,700185600,M,7,7,False,18.0,15.0,1.0,1.0,,,16.0,19.0,,3.0,2.0,,,,62.0,25.0,6.8,3.0,0.0361,0.0,0.035787,1,,,,1.0,1.0,2.0,3.0,,,,1.0,,,,,,,1.0,1.0,,,,,3.0,,,,,,,,,,,,
