match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_keyPass,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_totalTackle,stat_penaltyConceded,stat_wasFouled,stat_expectedGoalsOnTarget,stat_wonContest,stat_bigChanceMissed,captain,stat_blockedScoringAttempt,stat_wonTackle,stat_accurateCross,stat_clearanceOffLine,stat_outfielderBlock,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyMiss,stat_penaltyWon
14025108,home,Manchester City,Gianluigi Donnarumma,gianluigi-donnarumma,G. Donnarumma,G,25,196,69953,M,donnarumma,824509,EUR,919900800,G,25,25,False,29.0,26.0,7.0,4.0,0.0,24.0,25.0,2.0,4.0,1.0,9.0,1.0,1.0,1.0,1.0,90.0,34.0,6.9,3.0,0.00194404,35.947726360906,6.0,6.3,8.82,0.4185,0,0.2884,0.08,0.0,-0.05,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025108,home,Manchester City,Matheus Nunes,matheus-nunes,M. Nunes,D,27,183,19609,M,matheusnunes,945122,EUR,904176000,D,27,27,False,61.0,52.0,3.0,2.0,1.0,18.0,23.0,34.0,38.0,4.0,7.0,,,,,90.0,76.0,5.7,14.0,0.266904,199.19146572115,21.0,132.93,25.41,,0,,0.3,0.27,-0.78,,,,1.0,2.0,1.0,8.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
14025108,home,Manchester City,Rúben Dias,ruben-dias,R. Dias,D,3,188,40519,M,RúbenD,318941,EUR,863568000,D,3,3,False,73.0,68.0,6.0,4.0,0.0,33.0,35.0,35.0,38.0,1.0,2.0,,,,,90.0,78.0,6.7,6.0,0.0240566,296.97995242009,36.0,161.385,25.41,,1,,0.33,0.31,-0.36,,,,1.0,2.0,3.0,3.0,3.0,,,,,,,1.0,,,1.0,0.0277,-0.1,,,,,,,,,,,,,,,,,,,
14025108,home,Manchester City,Joško Gvardiol,josko-gvardiol,J. Gvardiol,D,24,186,50085,M,JGvardiol,964994,EUR,1011744000,D,24,24,False,75.0,65.0,8.0,3.0,0.0,33.0,40.0,32.0,35.0,2.0,6.0,,,,,90.0,85.0,6.2,12.0,0.17349,310.70953735271,34.0,157.92,18.375,,2,,0.2,0.22,-0.72,,,,,5.0,3.0,6.0,5.0,,,,,,2.0,1.0,,1.0,1.0,0.774,0.28,1.0,1.0,1.0,1.0,1.0,1.0,0.9897,,,,,,,,,,,,
14025108,home,Manchester City,Nico O'Reilly,nico-o-reilly,N. O’Reilly,D,33,193,15962,M,,1142703,EUR,1111363200,D,33,33,False,41.0,35.0,2.0,,1.0,11.0,12.0,24.0,29.0,8.0,3.0,,,,,90.0,78.0,6.4,13.0,0.210575,141.4220085947,15.0,64.365,14.28,,2,,0.02,0.28,-0.28,,Nico,O’Reilly,2.0,1.0,7.0,7.0,9.0,1.0,3.0,2.0,2.0,,1.0,1.0,,3.0,,0.8923,-0.69,2.0,,,,,1.0,0.8796,1.0,2.0,,,,,,,,,,
14025108,home,Manchester City,Bernardo Silva,bernardo-silva,B. Silva,M,20,173,62967,M,BSilva,331209,EUR,776476800,M,20,20,False,63.0,59.0,6.0,4.0,0.0,24.0,26.0,35.0,37.0,1.0,2.0,,,,,89.0,72.0,6.7,11.0,0.1326,328.88954641701,32.0,181.02,38.01,,1,,0.36,0.28,-0.1,,,,2.0,,,5.0,,,2.0,1.0,,,2.0,2.0,,1.0,,0.0708,0.01,,,,,,,,,,True,1.0,,,,,,,,
14025108,home,Manchester City,Nico González,nico-gonzalez,N. González,M,14,186,19859,M,nico14,954056,EUR,1010016000,M,14,14,False,70.0,63.0,,,0.0,21.0,22.0,42.0,48.0,4.0,8.0,,,,,90.0,88.0,6.9,11.0,0.0503202,129.68758520872,22.0,57.015,10.605,,2,,0.15,0.22,0.17,,,,,3.0,2.0,6.0,6.0,,2.0,1.0,,,1.0,2.0,,,,0.1468,0.01,1.0,,,1.0,,2.0,0.172,1.0,,,1.0,1.0,,,,,,,
14025108,home,Manchester City,Tijjani Reijnders,tijjani-reijnders,T. Reijnders,M,4,185,38485,M,tijjanireijnders,893549,EUR,901670400,M,4,4,False,38.0,35.0,,,0.0,7.0,8.0,28.0,30.0,,2.0,,,,,75.0,53.0,7.8,6.0,0.256935,115.17026913978,12.0,66.36,37.59,,4,,0.5,0.11,-0.05,,,,3.0,,,3.0,5.0,,,3.0,1.0,,,2.0,,1.0,1.0,0.2166,-0.3,,,1.0,1.0,,2.0,,2.0,,,3.0,,1.0,1.0,1.0,,,,
14025108,home,Manchester City,Phil Foden,phil-foden,P. Foden,M,47,171,175652,M,Foden,859765,EUR,959472000,M,47,47,False,46.0,40.0,5.0,5.0,0.0,12.0,14.0,28.0,32.0,,1.0,,,,,90.0,71.0,9.0,18.0,0.216072,148.85397171258,22.0,-8.085,12.18,,4,,0.1,0.21,-0.09,,,,10.0,,2.0,5.0,4.0,,1.0,1.0,,,2.0,3.0,,1.0,,0.7029,0.93,3.0,2.0,,,,2.0,1.1033,,1.0,,1.0,,3.0,,1.0,,,,
14025108,home,Manchester City,Jérémy Doku,jeremy-doku,J. Doku,M,11,173,69678,M,Dokss,934386,EUR,1022457600,M,11,11,False,41.0,32.0,1.0,1.0,0.0,4.0,6.0,28.0,35.0,,4.0,,,,,89.0,68.0,7.2,24.0,0.677873,320.7663443119,37.0,196.98,19.74,,0,,0.53,0.6,-0.17,,,,7.0,,,10.0,6.0,1.0,3.0,7.0,2.0,,6.0,2.0,,3.0,,,,,,,2.0,,1.0,,3.0,,,,1.0,5.0,,,,,,
14025108,home,Manchester City,Erling Haaland,erling-haaland,E. Haaland,F,9,194,843810,M,EHaaland,839956,EUR,964137600,F,9,9,False,10.0,7.0,2.0,2.0,0.0,2.0,3.0,5.0,7.0,3.0,,,,,,90.0,25.0,6.3,7.0,0.00509981,22.217773747301,4.0,-11.445,0.735,,1,,-0.28,0.11,0.35,,,,,5.0,2.0,8.0,4.0,,,1.0,,,3.0,2.0,,1.0,,0.1343,-0.45,1.0,,,1.0,,1.0,0.402,,,,,,,,1.0,,,,
14025108,home,Manchester City,Rayan Cherki,cherki-rayan,R. Cherki,M,10,176,76914,M,rayan_cherki,979128,EUR,1061078400,M,10,10,True,12.0,11.0,1.0,,1.0,1.0,1.0,10.0,11.0,1.0,1.0,,,,,15.0,17.0,7.0,3.0,0.0993786,64.030093347527,6.0,11.34,13.125,,0,,0.29,-0.17,0.17,,,,,,,1.0,1.0,,,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,
14025108,home,Manchester City,Omar Marmoush,omar-marmoush,O. Marmoush,F,7,183,196585,M,OMarmoush,873554,EUR,918345600,F,7,7,True,,,,,0.0,,,,,,,,,,,12.0,3.0,6.3,2.0,,9.4656450387705,1.0,9.45,9.45,,1,,,-0.11,0.0,,,,,,,2.0,,,1.0,1.0,,,,,,,,0.1327,-0.16,1.0,,,,,,0.1308,,1.0,,,,,,,,,,
