match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keyPass,stat_totalShots,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_wasFouled,stat_aerialWon,stat_outfielderBlock,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_totalOffside,stat_challengeLost,stat_dispossessed,captain,stat_hitWoodwork,player_sofascoreId,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_clearanceOffLine
10835917,home,1. FC Union Berlin,Lennart Grill,lennart-grill,L. Grill,G,22,191,100,M,836710,EUR,917222400,G,37,37,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10835917,home,1. FC Union Berlin,Timo Baumgartl,timo-baumgartl,T. Baumgartl,D,32,190,150,M,280025,EUR,825897600,D,25,25,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10835917,home,1. FC Union Berlin,Miloš Pantović,milos-pantovic,M. Pantović,M,27,180,79,M,352610,EUR,836697600,M,32,32,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10835917,home,1. FC Union Berlin,Christopher Trimmel,christopher-trimmel,C. Trimmel,M,28,189,352,M,48557,EUR,541123200,D,28,28,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10835917,home,1. FC Union Berlin,Sven Michel,sven-michel,S. Michel,F,11,178,166,M,246431,EUR,648000000,F,11,11,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10835917,away,VfL Wolfsburg,Pavao Pervan,pavao-pervan,P. Pervan,G,12,193,111,M,35976,EUR,563760000,G,12,12,False,25.0,18.0,8.0,1.0,18.0,19.0,,6.0,10.0,1.0,1.0,3.0,90.0,35.0,6.4,7.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10835917,away,VfL Wolfsburg,Maxence Lacroix,maxence-lacroix,M. Lacroix,D,5,192,6978,M,879674,EUR,954979200,D,4,4,False,98.0,83.0,17.0,10.0,56.0,63.0,27.0,36.0,11.0,,,,90.0,117.0,7.2,18.0,,1,,,2.0,2.0,6.0,2.0,2.0,2.0,2.0,,,,,,5.0,1.0,3.0,,,1.0,,,,,,,,,,,1.0,
10835917,away,VfL Wolfsburg,Josuha Guilavogui,josuha-guilavogui,J. Guilavogui,D,,188,209,M,45686,EUR,653702400,D,29,29,False,91.0,80.0,12.0,8.0,59.0,63.0,21.0,28.0,5.0,,,,90.0,99.0,6.8,11.0,,1,,,1.0,1.0,4.0,,1.0,1.0,,,,,,,4.0,,3.0,,,,,,1.0,,,,,,,,,
10835917,away,VfL Wolfsburg,Micky van de Ven,micky-van-de-ven,M. van de Ven,D,37,193,12553,M,998247,EUR,987638400,D,5,5,False,55.0,42.0,10.0,2.0,28.0,32.0,15.0,26.0,4.0,,,,90.0,69.0,6.9,17.0,,0,,,3.0,4.0,4.0,,1.0,1.0,1.0,,,,,,2.0,2.0,1.0,1.0,,3.0,1.0,,,,,1.0,,,mickyvdven,,,1.0
10835917,away,VfL Wolfsburg,Maximilian Arnold,maximilian-arnold,M. Arnold,M,27,184,896,M,147289,EUR,769996800,M,27,27,False,38.0,32.0,6.0,4.0,20.0,22.0,14.0,24.0,9.0,,,,90.0,60.0,7.1,13.0,3.0,0,,,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,4.0,2.0,,,,8.0,2.0,,,,1.0,,True,,,,,
10835917,away,VfL Wolfsburg,Ridle Baku,ridle-baku,R. Baku,M,17,176,1448,M,856553,EUR,891993600,M,20,20,False,52.0,39.0,5.0,2.0,18.0,22.0,21.0,34.0,9.0,,,,90.0,80.0,6.9,22.0,,1,,,2.0,5.0,8.0,1.0,4.0,2.0,2.0,,2.0,1.0,1.0,,1.0,2.0,1.0,,,4.0,,,,,1.0,1.0,,,,,,
10835917,away,VfL Wolfsburg,Mattias Svanberg,svanberg-mattias,M. Svanberg,M,32,185,644,M,796987,EUR,915494400,M,32,32,False,25.0,18.0,,,4.0,5.0,14.0,20.0,4.0,,,,84.0,39.0,6.5,12.0,1.0,0,,,2.0,7.0,8.0,1.0,1.0,1.0,3.0,3.0,,,,,,4.0,3.0,,,,,,,,,2.0,,,,,,
10835917,away,VfL Wolfsburg,Yannick Gerhardt,yannick-gerhardt,Y. Gerhardt,M,31,184,165,M,169255,EUR,763516800,M,31,31,False,16.0,13.0,1.0,1.0,6.0,7.0,7.0,11.0,4.0,,,,66.0,23.0,7.1,6.0,2.0,1,,,,,,1.0,,,1.0,,,,,,,,,,1.0,2.0,,1.0,1.0,,,,,,,,,
10835917,away,VfL Wolfsburg,Paulo Otávio,paulo-otavio,P. Otávio,D,6,173,322,M,552180,EUR,785548800,M,6,6,False,19.0,12.0,4.0,1.0,7.0,10.0,5.0,10.0,4.0,,,,84.0,42.0,6.5,11.0,,1,,,1.0,3.0,1.0,2.0,,,1.0,1.0,1.0,,1.0,,5.0,,1.0,,,1.0,,,,,,,,,,,,
10835917,away,VfL Wolfsburg,Omar Marmoush,omar-marmoush,O. Marmoush,F,7,183,196101,M,873554,EUR,918345600,F,33,33,False,18.0,15.0,1.0,1.0,1.0,1.0,15.0,20.0,1.0,,,,75.0,35.0,6.7,12.0,1.0,1,,,,4.0,3.0,,,,4.0,2.0,1.0,1.0,,,,2.0,,,,3.0,1.0,,,,,2.0,,,OMarmoush,,1.0,
10835917,away,VfL Wolfsburg,Luca Waldschmidt,luca-waldschmidt,L. Waldschmidt,F,7,181,707,M,319861,EUR,832464000,F,7,7,False,13.0,10.0,,,4.0,5.0,6.0,8.0,2.0,,,,75.0,21.0,7.3,3.0,,1,,,,1.0,3.0,2.0,3.0,1.0,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,
10835917,away,VfL Wolfsburg,Felix Nmecha,nmecha-felix,F. Nmecha,M,8,190,4006,M,907463,EUR,971136000,M,22,22,True,7.0,5.0,2.0,,2.0,3.0,3.0,4.0,1.0,,,,24.0,10.0,6.3,3.0,,0,,,2.0,4.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,
10835917,away,VfL Wolfsburg,Patrick Wimmer,patrick-wimmer,P. Wimmer,M,39,182,1030,M,987504,EUR,991180800,M,39,39,True,4.0,4.0,,,,,5.0,5.0,,,,,15.0,6.0,6.5,1.0,,0,,,1.0,1.0,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,
10835917,away,VfL Wolfsburg,Jonas Wind,jonas-wind,J. Wind,F,23,190,2372,M,826069,EUR,918345600,F,23,23,True,6.0,3.0,1.0,,,2.0,3.0,4.0,,,,,15.0,7.0,6.4,4.0,,0,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,
10835917,away,VfL Wolfsburg,Nicolas Cozza,nicolas-cozza,N. Cozza,D,3,178,182,M,886286,EUR,915753600,D,8,8,True,3.0,1.0,,,,,1.0,3.0,,,,,11.0,3.0,6.5,2.0,,0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
10835917,away,VfL Wolfsburg,Kevin Paredes,kevin-paredes,K. Paredes,M,40,175,775,M,1016810,EUR,1052265600,M,40,40,True,1.0,1.0,,,,,1.0,2.0,,,,,11.0,3.0,6.5,2.0,,0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,
10835917,away,VfL Wolfsburg,Niklas Klinger,niklas-klinger,N. Klinger,G,,186,12,M,241812,EUR,813542400,G,30,30,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10835917,away,VfL Wolfsburg,Kilian Fischer,kilian-fischer,K. Fischer,D,2,179,189,M,995316,EUR,971308800,D,2,2,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10835917,away,VfL Wolfsburg,Bartol Franjić,bartol-franjic,B. Franjić,D,4,188,632,M,880742,EUR,947808000,M,38,38,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10835917,away,VfL Wolfsburg,Sebastiaan Bornauw,sebastiaan-bornauw,S. Bornauw,D,23,190,839,M,826167,EUR,922060800,D,3,3,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
