match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_challengeLost,stat_outfielderBlock,stat_wonTackle,stat_dispossessed,stat_wonContest,stat_blockedScoringAttempt,stat_goals,stat_shotOffTarget,captain,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_penaltyConceded,stat_bigChanceMissed,stat_bigChanceCreated,stat_hitWoodwork,stat_totalOffside
10407235,home,Oud-Heverlee Leuven,Valentin Cojocaru,valentin-cojocaru,V. Cojocaru,G,77,195,223,M,182363,EUR,812505600,G,12,12,False,38.0,32.0,11.0,5.0,31.0,33.0,1.0,5.0,9.0,1.0,90.0,46.0,6.9,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407235,home,Oud-Heverlee Leuven,Louis Patris,louis-patris,L. Patris,M,27,187,271,M,923972,EUR,991872000,D,25,25,False,24.0,15.0,4.0,,9.0,14.0,7.0,14.0,3.0,,90.0,45.0,7.1,16.0,1,,,4.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
10407235,home,Oud-Heverlee Leuven,Ewoud Pletinckx,ewoud-pletinckx,E. Pletinckx,D,28,190,195,M,949101,EUR,971136000,D,28,28,False,52.0,48.0,6.0,4.0,41.0,44.0,7.0,8.0,5.0,,90.0,63.0,7.3,4.0,0,,,,,1.0,1.0,2.0,4.0,,,5.0,,2.0,,1.0,,,1.0,1.0,2.0,,,,,,,,,,,,,,
10407235,home,Oud-Heverlee Leuven,Dylan Ouedraogo,dylan-ouedraogo,D. Ouedraogo,D,15,185,140,M,899011,EUR,901065600,D,15,15,False,51.0,41.0,15.0,10.0,32.0,36.0,10.0,16.0,5.0,,90.0,66.0,7.5,11.0,0,,,1.0,1.0,,,2.0,2.0,,,1.0,,2.0,,,2.0,1.0,,2.0,2.0,,,,,,,,,,,,,,
10407235,home,Oud-Heverlee Leuven,Raphael Holzhauser,raphael-holzhauser,R. Holzhauser,F,,193,127,M,95375,EUR,729820800,M,10,10,False,34.0,31.0,9.0,7.0,15.0,16.0,16.0,21.0,1.0,,84.0,46.0,7.3,7.0,3,,,3.0,,,,1.0,4.0,1.0,1.0,,,1.0,,2.0,,,,,,1.0,1.0,2.0,1.0,,,,,,,,,,
10407235,home,Oud-Heverlee Leuven,Kristiyan Malinov,kristiyan-malinov,K. Malinov,M,33,170,108,M,136688,EUR,764985600,M,4,4,False,24.0,20.0,4.0,3.0,15.0,16.0,5.0,8.0,4.0,,90.0,36.0,7.2,5.0,0,,,,,1.0,1.0,3.0,7.0,,,1.0,2.0,3.0,1.0,3.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,
10407235,home,Oud-Heverlee Leuven,Casper De Norre,casper-de-norre,C. D. Norre,M,24,175,152,M,823654,EUR,855273600,M,24,24,False,47.0,45.0,5.0,4.0,33.0,33.0,12.0,14.0,10.0,,90.0,60.0,7.3,4.0,0,,,,,,,2.0,5.0,,,1.0,1.0,3.0,,2.0,,1.0,,,,2.0,,,,,,,,,,,,,
10407235,home,Oud-Heverlee Leuven,Jón Dagur Þórsteinsson,jon-dagur-thorsteinsson,J. D. Þórsteinsson,F,24,177,277,M,862449,EUR,912038400,M,7,7,False,18.0,12.0,1.0,,8.0,8.0,5.0,13.0,3.0,,62.0,33.0,7.2,11.0,1,,,3.0,1.0,,,3.0,2.0,2.0,1.0,,,2.0,1.0,,2.0,1.0,,,1.0,,,,1.0,,,,,,,,,,
10407235,home,Oud-Heverlee Leuven,Mousa Tamari,mousa-al-taamari,M. Tamari,F,11,175,5388,M,876600,EUR,865900800,F,11,11,False,18.0,11.0,2.0,1.0,2.0,5.0,11.0,15.0,6.0,,90.0,44.0,7.0,20.0,3,,,2.0,2.0,,,4.0,3.0,2.0,1.0,2.0,,,6.0,1.0,,2.0,,,,4.0,2.0,1.0,,1.0,,,,,,,,,
10407235,home,Oud-Heverlee Leuven,Mathieu Maertens,mathieu-maertens,M. Maertens,F,33,182,85,M,360652,EUR,796262400,F,33,33,False,24.0,23.0,1.0,1.0,16.0,17.0,7.0,8.0,7.0,,90.0,36.0,7.0,6.0,1,,,1.0,,2.0,,5.0,5.0,,1.0,,,2.0,2.0,3.0,2.0,1.0,,,2.0,1.0,,,,,True,,,,,,,,
