match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_aerialLost,stat_aerialWon,player_firstName,player_lastName,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_goalAssist,stat_accurateCross,stat_blockedScoringAttempt,stat_fouls,stat_shotOffTarget,stat_outfielderBlock,stat_totalOffside,player_sofascoreId,captain,stat_hitWoodwork,stat_bigChanceCreated,stat_bigChanceMissed
11453027,home,Al-Khaleej,Marwan Al-Haidari,marwan-al-haidari,M. Al-Haidari,G,96,191.0,32,M,832497,EUR,829267200,G,96,96,False,24.0,15.0,16.0,7.0,14.0,15.0,1.0,9.0,1.0,5.0,1.0,2.0,3.0,90.0,34.0,7.0,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453027,home,Al-Khaleej,Saeed Al Hamsal,saeed-al-hamsal,S. A. Hamsal,D,39,176.0,21,M,818563,EUR,829785600,D,39,39,False,38.0,28.0,4.0,,14.0,19.0,14.0,20.0,2.0,3.0,,,,90.0,61.0,7.1,15.0,0,1.0,2.0,7.0,1.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
11453027,home,Al-Khaleej,Mohammed Al-Khabrani,mohammed-al-khabrani,M. Al-Khabrani,D,3,178.0,21,M,818696,EUR,750556800,D,3,3,False,41.0,33.0,7.0,1.0,27.0,30.0,6.0,11.0,5.0,5.0,,,,90.0,51.0,6.5,9.0,0,,1.0,3.0,,1.0,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
11453027,home,Al-Khaleej,Lisandro López,lisandro-lopez,L. López,D,17,187.0,201,M,174377,EUR,620611200,D,4,4,False,42.0,39.0,7.0,7.0,26.0,29.0,13.0,13.0,5.0,6.0,,,,90.0,54.0,7.6,4.0,1,,2.0,4.0,,,,,1.0,,,2.0,,1.0,1.0,Lisandro,López,1.0,1.0,1.0,,,,,,,,,,,,
11453027,home,Al-Khaleej,Pedro Rebocho,pedro-rebocho,P. Rebocho,D,5,172.0,204,M,190139,EUR,790819200,D,5,5,False,48.0,37.0,7.0,5.0,18.0,23.0,20.0,31.0,3.0,3.0,,,,90.0,79.0,7.5,18.0,1,6.0,,5.0,,2.0,2.0,1.0,1.0,,2.0,2.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,
11453027,home,Al-Khaleej,Abduleallah Hawsawi,abduleallah-hawsawi,A. Hawsawi,M,77,170.0,210,M,1533745,EUR,991440000,M,18,18,False,19.0,17.0,1.0,1.0,8.0,9.0,9.0,10.0,,2.0,,,,77.0,27.0,6.6,5.0,1,,4.0,5.0,,2.0,2.0,,1.0,1.0,1.0,1.0,,1.0,1.0,Abduleallah Hawsawi,,2.0,,,,,1.0,1.0,,,,,,,,
11453027,home,Al-Khaleej,Woo-Young Jung,woo-young-jung,W. Jung,M,5,186.0,181,M,147128,EUR,629596800,M,55,55,False,40.0,35.0,9.0,7.0,17.0,19.0,18.0,21.0,,4.0,,,,90.0,49.0,7.2,6.0,1,,3.0,1.0,1.0,,,2.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,2.0,1.0,1.0,,,,,,
11453027,home,Al-Khaleej,Ivo Rodrigues,ivo-rodrigues,I. Rodrigues,M,7,182.0,204,M,190171,EUR,796521600,M,8,8,False,40.0,31.0,2.0,1.0,16.0,19.0,15.0,22.0,,4.0,,,,89.0,53.0,7.1,11.0,0,1.0,5.0,9.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,,2.0,3.0,,,,,,,,,2.0,,,,,,,,
11453027,home,Al-Khaleej,Khaled Narey,khaled-narey,K. Narey,M,7,180.0,366,M,190065,EUR,774921600,F,7,7,False,35.0,28.0,3.0,2.0,10.0,12.0,19.0,32.0,,5.0,,,,90.0,55.0,7.0,18.0,0,9.0,7.0,6.0,1.0,4.0,2.0,,3.0,2.0,,1.0,3.0,2.0,,,,1.0,,,,1.0,,1.0,,,1.0,,,,,
11453027,home,Al-Khaleej,Mohamed Sherif,mohamed-sherif,M. Sherif,F,10,184.0,13085,M,918784,EUR,823392000,F,9,9,False,10.0,8.0,,,3.0,4.0,5.0,6.0,,2.0,,,,90.0,26.0,6.8,8.0,3,,6.0,6.0,1.0,1.0,1.0,,1.0,,4.0,3.0,,3.0,1.0,,,2.0,,,,,1.0,,2.0,,,mohamed_shereif19,,,,
