match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_goodHighClaim,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_totalContest,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_outfielderBlock,player_firstName,player_lastName,stat_wasFouled,captain,stat_dispossessed,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoals,stat_blockedScoringAttempt,stat_shotOffTarget,player_sofascoreId,stat_expectedGoalsOnTarget,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_clearanceOffLine,stat_bigChanceMissed
11391416,home,Metz,Alexandre Oukidja,alexandre-oukidja,A. Oukidja,G,90,185,3337,M,32668,EUR,585273600,G,16,16,False,15.0,12.0,7.0,4.0,11.0,11.0,1.0,4.0,1.0,2.0,1.0,11.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,90.0,31.0,7.1,3.0,0.00023654,0,-0.2455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391416,home,Metz,Maxime Colin,maxime-colin,M. Colin,D,2,179,51,M,128285,EUR,690163200,D,2,2,False,52.0,37.0,3.0,,16.0,18.0,23.0,37.0,6.0,5.0,,5.0,3.0,1.0,,,,,,86.0,79.0,7.0,20.0,0.100297,0,,3.0,2.0,1.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11391416,home,Metz,Ismaël Traoré,ismael-traore,I. Traore,D,,184,129,M,25506,EUR,524707200,D,8,8,False,41.0,38.0,3.0,2.0,22.0,23.0,16.0,18.0,2.0,2.0,1.0,5.0,,,,,,,,90.0,46.0,6.7,4.0,0.00454299,0,,,,5.0,2.0,6.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,
11391416,home,Metz,Christophe Herelle,christophe-herelle,C. Herelle,D,4,188,67,M,225092,EUR,714441600,D,29,29,False,40.0,36.0,3.0,3.0,23.0,24.0,13.0,16.0,6.0,1.0,,5.0,1.0,,,,,,,90.0,49.0,6.8,6.0,0.00837646,0,,,,1.0,1.0,2.0,,,1.0,1.0,,1.0,,,4.0,,,,,,,,,,,,,,,,
11391416,home,Metz,Matthieu Udol,matthieu-udol,M. Udol,D,14,178,453,M,787827,EUR,827280000,D,3,3,False,53.0,41.0,7.0,,20.0,20.0,24.0,40.0,5.0,2.0,1.0,9.0,1.0,1.0,,,,,,90.0,84.0,7.3,21.0,0.140136,1,,7.0,3.0,4.0,1.0,6.0,,2.0,,1.0,3.0,,,,1.0,True,1.0,2.0,1.0,0.1122,,,,,,,,,,,
11391416,home,Metz,Ablie Jallow,ablie-jallow,A. Jallow,M,30,160,681,M,886534,EUR,911001600,M,36,36,False,27.0,22.0,1.0,,5.0,5.0,17.0,25.0,1.0,,1.0,3.0,1.0,,,,,,,45.0,38.0,6.7,11.0,0.00995478,1,,3.0,,,,,,,3.0,,,,,,,,,,,0.025,1.0,,,,,,,,,,
11391416,home,Metz,Danley Jean Jacques,jean-jacques-danley,D. J. Jacques,M,21,180,4507,M,1173167,EUR,958780800,M,27,27,False,43.0,36.0,4.0,3.0,16.0,18.0,21.0,30.0,3.0,2.0,2.0,5.0,2.0,1.0,,,,,,90.0,68.0,7.0,16.0,0.0321761,4,,5.0,1.0,4.0,,9.0,,1.0,4.0,4.0,,,,,,,1.0,1.0,,0.2368,3.0,1.0,,,,,,,,,
11391416,home,Metz,Lamine Camara,camara-lamine,L. Camara,M,15,174,20442,M,1389846,EUR,1072915200,M,18,18,False,30.0,28.0,6.0,5.0,11.0,11.0,19.0,23.0,2.0,,1.0,4.0,1.0,,,,,,,45.0,43.0,6.9,6.0,0.150066,2,,4.0,2.0,,1.0,2.0,1.0,,2.0,1.0,1.0,,Lamine Camara,,,,,,,0.042,1.0,1.0,lamine_camara_5,,,,,,,,
11391416,home,Metz,Kevin Van Den Kerkhof,kevin-van-den-kerkhof,K. V. D. Kerkhof,D,3,190,2115,M,1130602,EUR,826675200,F,22,22,False,23.0,16.0,3.0,,5.0,10.0,12.0,35.0,6.0,,,4.0,2.0,1.0,,,,,,90.0,69.0,6.9,35.0,0.0317726,3,,22.0,1.0,,2.0,6.0,1.0,4.0,1.0,,1.0,,,,1.0,,3.0,2.0,1.0,0.1201,2.0,,,0.0886,,,,,,,
11391416,home,Metz,Simon Elisor,elisor-simon,S. Elisor,F,12,186,169,M,1049526,EUR,932515200,F,11,11,False,13.0,9.0,,,3.0,3.0,6.0,12.0,6.0,,,,,,,,,,,90.0,33.0,7.2,12.0,0.0478041,4,,2.0,,5.0,3.0,10.0,,,2.0,1.0,3.0,1.0,,,3.0,,4.0,,1.0,0.1987,2.0,1.0,,0.3069,1.0,,,,,,
11391416,home,Metz,Papa Amadou Diallo,pape-diallo,P. Diallo,M,19,182,921,M,1463508,EUR,1088121600,F,7,7,False,10.0,8.0,1.0,1.0,5.0,5.0,3.0,6.0,4.0,,1.0,4.0,2.0,1.0,,,,,,55.0,25.0,6.6,9.0,0.0094287,0,,1.0,,1.0,1.0,6.0,1.0,3.0,2.0,1.0,1.0,,Pape Diallo,,,,1.0,1.0,,,,,,,,,,,,,
11391416,home,Metz,Kévin N'Doram,kevin-ndoram,K. N'Doram,M,96,184,91,M,823476,EUR,822268800,M,6,6,True,34.0,20.0,6.0,1.0,7.0,10.0,13.0,24.0,6.0,,,,2.0,1.0,,,,,,45.0,41.0,7.0,15.0,0.0341835,1,,,,,2.0,,,1.0,1.0,,,,,,1.0,,,1.0,1.0,0.036,,,,0.0351,,,,,,,
11391416,home,Metz,Ibou Sane,sane-ibou,I. Sane,F,29,180,636,M,1470032,EUR,1111968000,F,37,37,True,7.0,6.0,,,3.0,3.0,3.0,4.0,3.0,,,2.0,2.0,2.0,,,,,,45.0,25.0,6.7,7.0,0.00364146,1,,,,1.0,,5.0,,1.0,3.0,2.0,,,Ibou,Sane,1.0,,2.0,,,0.0237,,1.0,,,,,,,,,
11391416,home,Metz,Joel Asoro,joel-asoro,J. Asoro,F,99,175,213,M,825901,EUR,925171200,F,99,99,True,9.0,6.0,1.0,1.0,,,6.0,10.0,2.0,,,1.0,,,,,,,,35.0,17.0,6.6,7.0,0.0057202,2,,1.0,,,1.0,4.0,,1.0,,2.0,1.0,,,,1.0,,1.0,,,0.0462,2.0,,,,1.0,,,,,,
11391416,home,Metz,Cheick Tidiane Sabaly,cheick-tidiane-sabaly,C. T. Sabaly,F,14,168,3796,M,942834,EUR,920505600,M,14,14,True,2.0,1.0,,,,,1.0,2.0,,,,,,,,,,,,11.0,5.0,6.5,3.0,0.00526288,0,,,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
11391416,home,Metz,Guillaume Dietsch,guillaume-dietsch,G. Dietsch,G,30,184,78,M,986770,EUR,987465600,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391416,home,Metz,Fali Candé,fali-cande,F. Candé,D,5,184,402,M,892430,EUR,885600000,D,5,5,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391416,home,Metz,Koffi Kouao,kouao-koffi,K. Kouao,D,39,173,315,M,867575,EUR,895622400,D,39,39,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391416,home,Metz,Joseph N'Duquidi,nduquidi-joseph,J. N'Duquidi,M,15,185,86,M,1392812,EUR,1099180800,M,34,34,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391416,home,Metz,Habib Maïga,habib-maiga,H. Maïga,M,80,179,211,M,359246,EUR,820454400,M,19,19,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391416,away,Montpellier,Benjamin Lecomte,benjamin-lecomte,B. Lecomte,G,23,186,336,M,123207,EUR,672624000,G,40,40,False,37.0,20.0,26.0,9.0,15.0,16.0,5.0,21.0,2.0,2.0,,8.0,,,2.0,4.0,1.0,,,90.0,50.0,7.7,17.0,0.00087073,0,0.4306,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
11391416,away,Montpellier,Enzo Tchato Mbiayi,enzo-tchato-mbiayi,E. T. Mbiayi,D,29,180,511,M,1103548,EUR,1038009600,D,29,29,False,31.0,25.0,5.0,2.0,14.0,15.0,11.0,21.0,7.0,2.0,1.0,5.0,4.0,1.0,,,,,,90.0,56.0,7.2,14.0,0.0053107,0,,5.0,,2.0,2.0,3.0,1.0,,2.0,,,,Enzo Tchato Mbiayi,,1.0,,,,,,,,,,,,,,,,
11391416,away,Montpellier,Bećir Omeragić,becir-omeragic,B. Omeragić,D,27,187,462,M,940918,EUR,1011484800,D,27,27,False,39.0,34.0,6.0,3.0,26.0,27.0,8.0,12.0,4.0,,,,1.0,1.0,,,,,,90.0,50.0,7.4,6.0,0.00290046,1,,,,1.0,1.0,1.0,,,1.0,,,2.0,,,2.0,,,,,0.0246,1.0,,,,,,,,,,
11391416,away,Montpellier,Christopher Jullien,christopher-jullien,C. Jullien,D,6,195,127,M,229598,EUR,732758400,D,6,6,False,35.0,33.0,2.0,1.0,27.0,27.0,6.0,8.0,5.0,16.0,,1.0,2.0,1.0,,,,,,90.0,59.0,7.9,2.0,0.00272851,0,,,,2.0,3.0,3.0,,,,2.0,,4.0,,,,,,,,,,,,,,,,,,,
11391416,away,Montpellier,Maxime Estève,maxime-esteve,M. Estève,D,5,192,1470,M,1117223,EUR,1022371200,D,14,14,False,44.0,33.0,7.0,3.0,23.0,29.0,10.0,15.0,4.0,3.0,1.0,4.0,1.0,1.0,,,,,,90.0,55.0,7.7,12.0,0.00242342,1,,,,,3.0,1.0,,,,1.0,,,Maxime Estève,,,,,,1.0,0.1178,,,,0.142,,,1.0,,,,
11391416,away,Montpellier,Lucas Mincarelli Davin,mincarelli-davin-lucas,L. M. Davin,D,21,180,94,M,1512339,EUR,1074124800,D,35,35,False,31.0,17.0,7.0,2.0,9.0,21.0,8.0,11.0,8.0,4.0,2.0,8.0,6.0,5.0,,,,,,90.0,65.0,6.7,22.0,0.018007,0,,1.0,,3.0,1.0,10.0,2.0,2.0,1.0,,,,,,1.0,,3.0,,,,,,,,,,,,,,
11391416,away,Montpellier,Jordan Ferri,jordan-ferri,J. Ferri,M,4,172,146,M,123229,EUR,700358400,M,12,12,False,50.0,42.0,2.0,1.0,20.0,22.0,22.0,28.0,5.0,,,7.0,1.0,,,,,,,86.0,61.0,6.6,11.0,0.0640019,0,,,,1.0,1.0,7.0,1.0,2.0,1.0,4.0,,,,,2.0,,1.0,1.0,,,,,,,,,,,,,
