match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_fouls,stat_aerialWon,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_totalContest,stat_wonContest,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_keyPass,stat_goalAssist,stat_bigChanceCreated,captain,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_wasFouled,stat_totalOffside,stat_penaltyFaced,stat_punches,stat_penaltyConceded,stat_bigChanceMissed
10385374,home,Wolverhampton,José Sá,jose-sa,J. Sá,G,1,192,4016,M,252669,EUR,727228800,G,1,1,False,24.0,12.0,18.0,6.0,7.0,7.0,5.0,17.0,10.0,2.0,2.0,5.0,90.0,34.0,6.6,14.0,0.0,0.0,0.0006507,0,-0.9385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385374,home,Wolverhampton,Nélson Semedo,nelson-semedo,N. Semedo,M,27,177,7696,M,252821,EUR,753408000,D,22,22,False,14.0,12.0,1.0,,6.0,8.0,6.0,6.0,2.0,,,,50.0,18.0,5.3,3.0,0.0,0.0,0.00161748,0,,nelsonsemedo50,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10385374,home,Wolverhampton,Nathan Collins,nathan-collins,N. Collins,D,22,193,1556,M,958916,EUR,988588800,D,4,4,False,28.0,22.0,3.0,1.0,16.0,19.0,6.0,9.0,5.0,,,,90.0,41.0,6.6,7.0,0.0,0.0,0.00170638,0,,,1.0,3.0,2.0,,6.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10385374,home,Wolverhampton,Max Kilman,max-kilman,M. Kilman,D,3,192,1250,M,894474,EUR,864345600,D,23,23,False,34.0,24.0,13.0,4.0,12.0,14.0,12.0,20.0,6.0,,,,90.0,47.0,6.2,11.0,0.0,0.0,0.00826147,0,,,,2.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,
10385374,home,Wolverhampton,Hugo Bueno,hugo-bueno,H. Bueno,D,3,180,695,M,1013928,EUR,1032307200,D,64,64,False,22.0,18.0,2.0,,7.0,7.0,12.0,17.0,5.0,,,,90.0,45.0,6.6,6.0,0.0,0.0,0.0805694,0,,,1.0,3.0,4.0,,3.0,4.0,2.0,,,2.0,,,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,
10385374,home,Wolverhampton,Boubacar Traoré,boubacar-traore,B. Traoré,M,8,183,1011,M,982613,EUR,998265600,M,6,6,False,14.0,13.0,,,4.0,4.0,9.0,11.0,1.0,,,,89.0,25.0,6.6,5.0,0.0,0.0,0.0238909,0,,,4.0,9.0,4.0,2.0,,2.0,,1.0,1.0,1.0,,2.0,,2.0,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,
10385374,home,Wolverhampton,Rúben Neves,ruben-neves,R. Neves,M,8,181,15401,M,280955,EUR,858211200,M,8,8,False,35.0,27.0,6.0,4.0,15.0,18.0,12.0,19.0,3.0,,,,90.0,51.0,7.1,12.0,0.8992,0.9838,0.0103577,4,,rubenneves,,3.0,3.0,,3.0,3.0,1.0,1.0,,1.0,,,1.0,1.0,,,,2.0,,1.0,,,True,1.0,1.0,2.0,1.0,,,,,,
10385374,home,Wolverhampton,João Moutinho,joao-moutinho,J. Moutinho,M,8,171,1563,M,6562,EUR,526521600,M,28,28,False,30.0,25.0,3.0,2.0,14.0,16.0,11.0,15.0,4.0,,,,90.0,38.0,6.5,6.0,0.0,0.0,0.00604653,0,,,1.0,4.0,2.0,,,2.0,,1.0,,2.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,
10385374,home,Wolverhampton,Gonçalo Guedes,goncalo-guedes,G. Guedes,F,11,179,3550,M,280979,EUR,849225600,F,17,17,False,12.0,9.0,1.0,,2.0,4.0,8.0,13.0,4.0,,,,74.0,30.0,7.5,10.0,0.2128,0.8456,0.006927,2,,,1.0,5.0,9.0,,,1.0,,2.0,3.0,1.0,,,1.0,1.0,,,,5.0,1.0,1.0,,,,,2.0,,1.0,5.0,,,,,
10385374,home,Wolverhampton,Hee-Chan Hwang,hee-chan-hwang,H. Hwang,F,11,177,6362,M,786186,EUR,822614400,F,11,11,False,11.0,6.0,1.0,1.0,3.0,3.0,3.0,8.0,,,,,68.0,18.0,6.6,8.0,0.0,0.0,0.0108797,0,,Hwangso,4.0,7.0,4.0,,,1.0,1.0,2.0,1.0,,,,2.0,2.0,1.0,,,,,,,,,,,,,1.0,,,,,
