match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_aerialLost,stat_shotOffTarget,stat_expectedGoals,stat_challengeLost,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_keyPass,stat_wasFouled,stat_goals,stat_unsuccessfulTouch,stat_totalCross,stat_totalContest,stat_wonContest,stat_accurateCross,stat_bigChanceCreated,stat_fouls,stat_bigChanceMissed,stat_totalOffside,stat_goodHighClaim,stat_punches,stat_outfielderBlock,stat_lastManTackle
11352571,home,Manchester City,Stefan Ortega,stefan-ortega,S. Ortega,G,27,186,11850,M,stefan.ortega1,125274,EUR,721008000,G,18,18,False,17.0,15.0,5.0,3.0,0.0,13.0,13.0,2.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,90.0,20.0,6.6,2.0,0.00028399,0,-0.697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352571,home,Manchester City,Kyle Walker,kyle-walker,K. Walker,D,2,183,26779,M,KyleWalker2,44614,EUR,643852800,D,2,2,False,111.0,108.0,2.0,,0.0,31.0,31.0,77.0,80.0,2.0,6.0,,,,,90.0,124.0,7.5,4.0,0.0644954,0,,,,True,2.0,1.0,4.0,1.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11352571,home,Manchester City,Rúben Dias,ruben-dias,R. Dias,D,3,188,40519,M,RúbenD,318941,EUR,863568000,D,3,3,False,58.0,56.0,2.0,1.0,0.0,31.0,31.0,25.0,27.0,,1.0,,,,,90.0,63.0,6.8,2.0,0.551821,1,,,,,2.0,2.0,3.0,,,1.0,1.0,2.0,1.0,0.2179,,,,,,,,,,,,,,,,,,,,
11352571,home,Manchester City,Manuel Akanji,manuel-akanji,M. Akanji,D,25,187,22699,M,manuel_akanji,383560,EUR,806112000,D,25,25,False,79.0,74.0,4.0,4.0,0.0,25.0,27.0,49.0,52.0,1.0,1.0,,,,,71.0,84.0,7.1,6.0,0.257125,2,,,,,1.0,2.0,2.0,1.0,,1.0,1.0,,,0.1096,1.0,1.0,1.0,0.098,1.0,,,,,,,,,,,,,,,
11352571,home,Manchester City,Joško Gvardiol,josko-gvardiol,J. Gvardiol,D,24,186,50085,M,JGvardiol,964994,EUR,1011744000,D,24,24,False,74.0,69.0,,,0.0,20.0,21.0,49.0,53.0,,6.0,,,,,90.0,91.0,7.5,6.0,0.0767279,1,,,,,1.0,3.0,7.0,,1.0,5.0,1.0,1.0,1.0,0.092,2.0,,,,1.0,1.0,,,,,,,,,,,,,,
11352571,home,Manchester City,Rodri,rodri,Rodri,M,16,191,88553,M,Rodri,827606,EUR,835401600,M,16,16,False,125.0,117.0,8.0,6.0,0.0,29.0,31.0,88.0,94.0,,7.0,,,,,90.0,133.0,8.6,9.0,0.151357,3,,,,,1.0,1.0,2.0,,1.0,1.0,,,1.0,0.1829,1.0,2.0,,0.5137,2.0,,1.0,1.0,,,,,,,,,,,,
11352571,home,Manchester City,Bernardo Silva,bernardo-silva,B. Silva,M,20,173,62967,M,BSilva,331209,EUR,776476800,M,20,20,False,86.0,80.0,5.0,3.0,2.0,18.0,19.0,62.0,68.0,,5.0,,,,,90.0,92.0,8.5,7.0,0.167289,1,,,,,,,4.0,,,1.0,,,1.0,0.0238,,,,,3.0,1.0,,,1.0,2.0,2.0,,,,,,,,,
11352571,home,Manchester City,Kevin De Bruyne,kevin-de-bruyne,K. De Bruyne,M,11,181,317675,M,KDB,70996,EUR,678067200,M,17,17,False,83.0,78.0,,,0.0,14.0,14.0,66.0,74.0,,5.0,,,,,90.0,108.0,8.7,12.0,0.6684,6,,,,,,3.0,5.0,1.0,,3.0,,,1.0,0.2734,1.0,3.0,2.0,0.258,5.0,2.0,,,5.0,1.0,,2.0,1.0,,,,,,,
11352571,home,Manchester City,Phil Foden,phil-foden,P. Foden,M,47,171,175652,M,Foden,859765,EUR,959472000,M,47,47,False,78.0,74.0,3.0,2.0,0.0,10.0,10.0,65.0,75.0,,4.0,,,,,89.0,97.0,9.9,11.0,0.306787,6,,,,,,4.0,2.0,1.0,,,,1.0,2.0,0.2967,2.0,4.0,,0.939,5.0,1.0,2.0,,7.0,1.0,1.0,1.0,,,,,,,,
11352571,home,Manchester City,Jérémy Doku,jeremy-doku,J. Doku,M,11,173,69678,M,Dokss,934386,EUR,1022457600,M,11,11,False,32.0,27.0,,,1.0,3.0,4.0,25.0,29.0,,3.0,,,,,90.0,68.0,7.8,17.0,0.158124,4,,,,,,10.0,13.0,3.0,,5.0,1.0,1.0,,0.092,,2.0,2.0,0.153,3.0,3.0,,4.0,1.0,10.0,5.0,1.0,,1.0,,,,,,
