match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_duelLost,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_wasFouled,player_firstName,player_lastName,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_shotOffTarget,stat_hitWoodwork,stat_expectedGoals,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_lastManTackle,stat_ownGoals
12117151,home,Fortaleza,João Ricardo,joao-ricardo,J. Ricardo,G,1,188,675,M,839761,EUR,589507200,G,1,1,False,17.0,11.0,11.0,5.0,0.0,9.0,9.0,2.0,8.0,1.0,6.0,2.0,1.0,1.0,90.0,25.0,6.9,6.0,0.0004644,0,-0.277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117151,home,Fortaleza,Tinga,tinga,Tinga,D,2,179,424,M,330057,EUR,746841600,D,2,2,False,55.0,44.0,11.0,7.0,0.0,19.0,21.0,26.0,37.0,5.0,4.0,,,,90.0,76.0,7.7,15.0,0.0497622,0,,True,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12117151,home,Fortaleza,Benjamin Kuscevic,benjamin-kuscevic,B. Kuscevic,D,13,185,1470,M,590324,EUR,830995200,D,13,13,False,37.0,33.0,4.0,3.0,0.0,18.0,19.0,15.0,19.0,4.0,2.0,,,,55.0,46.0,5.8,6.0,0.00561011,0,,,1.0,,5.0,6.0,,,,,1.0,1.0,,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
12117151,home,Fortaleza,Tomás Cardona,tomas-cardona,T. Cardona,D,6,188,225,M,849020,EUR,813283200,D,25,25,False,70.0,61.0,10.0,4.0,0.0,27.0,28.0,34.0,42.0,3.0,,,,,90.0,78.0,7.0,9.0,0.0169724,0,,,,,3.0,3.0,,,1.0,2.0,,,,4.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,
12117151,home,Fortaleza,Bruno Pacheco,bruno-pacheco,B. Pacheco,D,91,174,374,M,870691,EUR,692150400,D,6,6,False,50.0,39.0,7.0,4.0,0.0,15.0,17.0,24.0,34.0,1.0,2.0,,,,90.0,61.0,7.1,13.0,0.0171641,0,,,1.0,,4.0,8.0,2.0,1.0,,,2.0,2.0,1.0,3.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
12117151,home,Fortaleza,Hércules,hercules,Hércules,M,35,178,3079,M,1104068,EUR,972000000,M,35,35,False,42.0,34.0,2.0,1.0,1.0,16.0,17.0,20.0,27.0,,7.0,,,,90.0,56.0,7.0,12.0,0.105119,2,,,2.0,2.0,,2.0,3.0,2.0,,,,,1.0,8.0,,,2.0,2.0,,,,1.0,2.0,1.0,2.0,1.0,0.0329,,,,,,,,,
12117151,home,Fortaleza,Matheus Rossetto,matheus-rossetto,M. Rossetto,M,20,180,350,M,842682,EUR,833760000,M,16,16,False,69.0,64.0,4.0,2.0,0.0,21.0,21.0,43.0,49.0,,3.0,,,,63.0,77.0,6.6,9.0,0.060299,1,,,1.0,,2.0,3.0,1.0,,,,,,1.0,7.0,,,2.0,3.0,1.0,,,,2.0,,,,0.0339,1.0,,,,,,,,
12117151,home,Fortaleza,Yago Pikachu,yago-pikachu,Y. Pikachu,M,22,170,1544,M,363688,EUR,707702400,M,22,22,False,25.0,22.0,3.0,2.0,0.0,4.0,5.0,18.0,21.0,2.0,2.0,,,,67.0,38.0,7.3,6.0,0.0212735,2,,,1.0,,,5.0,3.0,2.0,,,2.0,2.0,,2.0,,1.0,,,1.0,,,1.0,,,1.0,,0.0551,1.0,,,,,,,,
12117151,home,Fortaleza,Tomás Pochettino,tomas-pochettino,T. Pochettino,M,7,178,994,M,824626,EUR,823132800,M,7,7,False,20.0,17.0,3.0,1.0,0.0,2.0,2.0,17.0,27.0,,4.0,,,,67.0,38.0,7.4,12.0,0.0404379,2,,,9.0,2.0,,2.0,,,,,1.0,1.0,,1.0,,2.0,1.0,,1.0,,,,,,,,0.2088,1.0,1.0,1.0,0.8457,,,,,
12117151,home,Fortaleza,Breno Lopes,breno-lopes,B. Lopes,M,26,178,1395,M,937552,EUR,822441600,M,26,26,False,29.0,28.0,3.0,3.0,0.0,9.0,9.0,19.0,25.0,,4.0,,,,63.0,38.0,6.6,7.0,0.0244321,2,,,5.0,,,1.0,,,,,,,,3.0,,1.0,2.0,1.0,1.0,,,,,,1.0,,0.0484,1.0,,,,,,,,
