match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_keyPass,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_outfielderBlock,stat_wonTackle,stat_expectedGoals,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_accurateCross,stat_blockedScoringAttempt,captain,stat_goalAssist,stat_dispossessed,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_fouls,stat_bigChanceMissed,stat_hitWoodwork,player_firstName,player_lastName,stat_savedShotsFromInsideTheBox,stat_saves
11369455,home,Real Madrid,Andriy Lunin,andriy-lunin,A. Lunin,G,13,191,79229,M,ALunin,857574,EUR,918691200,G,13,13,False,17.0,13.0,5.0,1.0,12.0,14.0,1.0,3.0,1.0,1.0,2.0,7.0,1.0,1.0,2.0,1.0,90.0,27.0,6.8,4.0,0.00027093,0,0.0203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369455,home,Real Madrid,Daniel Carvajal,daniel-carvajal,D. Carvajal,D,2,173,154229,M,DaniCarvajal,138572,EUR,695088000,D,2,2,False,70.0,65.0,6.0,4.0,20.0,24.0,45.0,51.0,2.0,4.0,1.0,6.0,2.0,,,,90.0,94.0,7.7,10.0,0.15447,0,,5.0,2.0,4.0,2.0,3.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
11369455,home,Real Madrid,Aurélien Tchouaméni,aurelien-tchouameni,A. Tchouaméni,M,14,188,145918,M,ATchouaméni,859025,EUR,948931200,D,18,18,False,63.0,60.0,4.0,3.0,28.0,29.0,32.0,34.0,1.0,4.0,4.0,3.0,,,,,90.0,76.0,7.6,3.0,0.0303174,1,,,4.0,4.0,,,2.0,,1.0,1.0,1.0,1.0,2.0,0.0159,,,,,,,,,,,,,,,,,
11369455,home,Real Madrid,Antonio Rüdiger,antonio-rudiger,A. Rüdiger,D,22,191,192797,M,ARüdiger,142622,EUR,731116800,D,22,22,False,47.0,44.0,1.0,1.0,33.0,35.0,11.0,12.0,1.0,2.0,2.0,4.0,1.0,,,,90.0,54.0,7.7,3.0,0.00568841,1,,,1.0,1.0,,2.0,,,,,,,,0.0808,1.0,1.0,0.5786,,,,,,,,,,,,,,
11369455,home,Real Madrid,Fran García,fran-garcia,F. Garcia,D,20,170,66463,M,frangarci11,851271,EUR,934588800,D,20,20,False,71.0,61.0,5.0,,21.0,25.0,41.0,52.0,2.0,3.0,,6.0,1.0,,,,90.0,98.0,7.0,19.0,0.168784,1,,6.0,3.0,3.0,,,,,,,,,,0.0142,,,,1.0,1.0,,,,,,,,,,,,
11369455,home,Real Madrid,Luka Modrić,luka-modric,L. Modrić,M,14,173,354764,M,LModric10,15466,EUR,495072000,M,10,10,False,71.0,67.0,9.0,9.0,12.0,12.0,57.0,63.0,,2.0,,3.0,,,,,86.0,86.0,8.4,11.0,0.363028,0,,4.0,,4.0,1.0,1.0,2.0,7.0,1.0,,,,2.0,,,,,2.0,,True,1.0,2.0,1.0,1.0,,,,,,,
11369455,home,Real Madrid,Toni Kroos,toni-kroos,T. Kroos,M,,183,45525,M,Kroos,26502,EUR,631411200,M,8,8,False,81.0,76.0,6.0,3.0,23.0,24.0,53.0,59.0,,3.0,,8.0,1.0,,,,67.0,90.0,7.2,7.0,0.0646425,1,,2.0,,1.0,1.0,,2.0,,,,1.0,,,0.0479,,,,,,,,,,,,,,,,,
11369455,home,Real Madrid,Federico Valverde,federico-valverde,F. Valverde,M,8,181,375509,M,Fede,831808,EUR,901065600,M,15,15,False,75.0,72.0,4.0,4.0,21.0,21.0,51.0,55.0,,2.0,2.0,5.0,,,,,90.0,92.0,8.0,5.0,0.154863,2,,1.0,,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0749,,,,,1.0,,,,,1.0,,,,,,,
11369455,home,Real Madrid,Jude Bellingham,jude-bellingham,J. Bellingham,M,5,188,1013050,M,JudeBell,991011,EUR,1056844800,M,5,5,False,61.0,52.0,3.0,1.0,12.0,14.0,40.0,48.0,1.0,8.0,1.0,4.0,2.0,,,,90.0,89.0,7.9,16.0,0.0418275,2,,1.0,2.0,5.0,1.0,1.0,2.0,,4.0,3.0,1.0,,1.0,0.0409,1.0,,0.111,,,,,1.0,,4.0,,,,,,,
11369455,home,Real Madrid,Rodrygo,rodrygo,Rodrygo,F,11,174,699716,M,Rodrygo,910536,EUR,978998400,F,11,11,False,36.0,35.0,1.0,1.0,7.0,7.0,28.0,29.0,,2.0,,4.0,2.0,,,,86.0,55.0,6.5,11.0,0.0682923,4,,,,9.0,,1.0,,1.0,6.0,,1.0,,,0.3002,1.0,,0.0828,,2.0,,,2.0,,2.0,1.0,,,,,,
11369455,home,Real Madrid,Vinícius Júnior,vinicius-junior,Vinícius Jr.,F,7,176,1170289,M,ViniJr,868812,EUR,963360000,F,7,7,False,18.0,14.0,1.0,1.0,1.0,1.0,13.0,18.0,,4.0,,2.0,1.0,,,,60.0,37.0,6.7,13.0,0.0240778,3,,1.0,,6.0,1.0,,,1.0,7.0,3.0,1.0,,,0.2929,2.0,,0.7626,,,,,,,4.0,1.0,1.0,,,,,
11369455,home,Real Madrid,Brahim Díaz,brahim-diaz,B. Díaz,M,21,170,258553,M,Brahim,835485,EUR,933638400,M,21,21,True,18.0,16.0,1.0,,1.0,1.0,15.0,17.0,,3.0,,,2.0,,,,30.0,24.0,6.7,3.0,0.177124,1,,,,3.0,,,,,2.0,1.0,1.0,,,0.9003,,,,,,,,,,,2.0,1.0,1.0,,,,
11369455,home,Real Madrid,Joselu,joselu,Joselu,F,9,191,18060,M,joselumato,69418,EUR,638496000,F,14,14,True,5.0,2.0,,,,1.0,2.0,4.0,1.0,1.0,,,,,,,23.0,6.0,6.6,3.0,0.0664466,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369455,home,Real Madrid,Lucas Vázquez,lucas-vazquez,L. Vázquez,D,21,173,60349,M,LucasVaz91,255239,EUR,678326400,M,17,17,True,,,,,,,,,,,1.0,,,,,,8.0,2.0,6.6,,,0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11369455,home,Real Madrid,Dani Ceballos,dani-ceballos,D. Ceballos,M,19,179,67396,M,Danifuli10,547838,EUR,839376000,M,19,19,True,2.0,1.0,,,1.0,1.0,,3.0,1.0,1.0,,,,,,,8.0,7.0,6.5,3.0,4.5e-06,1,,2.0,1.0,2.0,,,,,,,,,,0.0679,,,,,1.0,,,,,,1.0,,,,,,
11369455,home,Real Madrid,Fran González,gonzalez-fran,F. González,G,26,199,17417,M,_franglez1,1493226,EUR,1119571200,G,30,30,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369455,home,Real Madrid,Kepa Arrizabalaga,kepa-arrizabalaga,K. Arrizabalaga,G,13,188,26145,M,KepaA,232422,EUR,781142400,G,25,25,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369455,home,Real Madrid,Álvaro Carrillo,alvaro-carrillo,Á. Carrillo,D,4,180,388,M,,984620,EUR,1018051200,D,34,34,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369455,home,Real Madrid,Arda Güler,arda-guler,A. Güler,M,15,176,399381,M,AGüler,1091116,EUR,1109289600,M,24,24,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arda Guler,,,
11369455,home,Real Madrid,Nico Paz,nico-paz,N. Paz,M,10,185,88676,M,nicopaz1o,1171451,EUR,1094601600,M,32,32,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369455,away,Mallorca,Predrag Rajković,predrag-rajkovic,P. Rajković,G,1,192,2732,M,,188107,EUR,815097600,G,1,1,False,28.0,17.0,25.0,14.0,3.0,6.0,14.0,22.0,,,,6.0,,2.0,,,90.0,35.0,7.5,11.0,0.0027561,0,0.535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0
11369455,away,Mallorca,Pablo Maffeo,pablo-maffeo,P. Maffeo,D,23,173,2206,M,,788216,EUR,868665600,D,15,15,False,29.0,18.0,4.0,,12.0,18.0,6.0,13.0,1.0,5.0,2.0,6.0,1.0,,,,90.0,55.0,6.5,20.0,0.00671991,0,,2.0,,3.0,,1.0,3.0,,1.0,,,,1.0,,,,,,,,,,,5.0,2.0,,,,,,
11369455,away,Mallorca,Giovanni González,giovanni-gonzalez,G. González,D,20,175,319,M,,590404,EUR,780019200,D,20,20,False,26.0,21.0,6.0,2.0,17.0,18.0,4.0,10.0,,3.0,6.0,8.0,,,,,90.0,47.0,6.9,7.0,0.0011245,0,,2.0,1.0,4.0,2.0,3.0,2.0,,1.0,1.0,,,2.0,,,,,,,,,,,,1.0,,,,,,
11369455,away,Mallorca,Antonio Raíllo,antonio-raillo,A. Raíllo,D,21,186,793,M,,807116,EUR,686880000,D,21,21,False,32.0,28.0,4.0,1.0,24.0,25.0,4.0,7.0,2.0,3.0,3.0,3.0,,,,,90.0,40.0,6.9,4.0,0.00100339,0,,,,,,,1.0,,,,,2.0,1.0,,,,,,,True,,,,,,,,,,,
11369455,away,Mallorca,Matija Nastasić,matija-nastasic,M. Nastasić,D,15,188,481,M,,98440,EUR,733276800,D,2,2,False,25.0,21.0,8.0,6.0,14.0,14.0,7.0,12.0,1.0,1.0,6.0,,,,,,90.0,35.0,7.0,5.0,0.00341153,1,,1.0,,1.0,,,,,,,1.0,2.0,,0.0723,,,,,,,,,,,1.0,,,,,,
11369455,away,Mallorca,Siebe Van Der Heyden,siebe-van-der-heyden,S. V. D. Heyden,D,44,185,273,M,,842164,EUR,896486400,D,4,4,False,8.0,6.0,2.0,,4.0,5.0,2.0,3.0,1.0,1.0,,2.0,,,,,45.0,17.0,6.3,4.0,0.00255276,1,,,1.0,3.0,,,,,,,,,,0.0758,,,,,1.0,,,,,,3.0,,,,,,
11369455,away,Mallorca,Antonio Sánchez,antonio-sanchez,A. Sánchez,M,6,179,256,M,,949722,EUR,861667200,M,18,18,False,16.0,12.0,,,9.0,10.0,3.0,8.0,2.0,3.0,,4.0,,,,,83.0,28.0,6.6,9.0,0.00183729,2,,2.0,2.0,3.0,1.0,,,1.0,1.0,1.0,2.0,,,0.2105,,,,,,,,,,3.0,,1.0,1.0,,,,
11369455,away,Mallorca,Manu Morlanes,manu-morlanes,M. Morlanes,M,8,178,430,M,,826004,EUR,916099200,M,8,8,False,32.0,26.0,5.0,2.0,15.0,17.0,12.0,16.0,,4.0,3.0,8.0,1.0,,,,73.0,42.0,7.0,7.0,0.1618,0,,1.0,,2.0,1.0,,2.0,1.0,1.0,1.0,,,2.0,,,,,1.0,,,,1.0,,,1.0,,,,,,
11369455,away,Mallorca,Samú Costa,samuel-costa,S. Costa,M,12,183,1427,M,,988351,EUR,975283200,M,12,12,False,32.0,18.0,7.0,3.0,9.0,13.0,10.0,22.0,4.0,11.0,5.0,8.0,,,,,90.0,55.0,7.1,19.0,0.0998479,2,,3.0,,5.0,1.0,,6.0,1.0,1.0,1.0,1.0,,2.0,0.0474,,,,1.0,1.0,,,2.0,,1.0,3.0,,1.0,,,,
11369455,away,Mallorca,Dani Rodríguez,dani-rodriguez,D. Rodríguez,M,9,177,524,M,,349526,EUR,581558400,M,14,14,False,25.0,18.0,4.0,2.0,6.0,6.0,13.0,24.0,1.0,5.0,,6.0,,,,,73.0,42.0,7.1,17.0,0.440874,0,,5.0,,6.0,2.0,,3.0,1.0,3.0,1.0,,,2.0,,,,,1.0,,,,2.0,1.0,2.0,,,,,,,
11369455,away,Mallorca,Cyle Larin,cyle-larin,C. Larin,F,9,187,1609,M,,790179,EUR,798076800,F,17,17,False,12.0,8.0,,,3.0,3.0,5.0,9.0,,,1.0,3.0,,,,,73.0,21.0,6.5,9.0,0.0204636,1,,,3.0,7.0,1.0,,,,,,1.0,,,0.1664,,,,,,,,2.0,,3.0,2.0,,,,,,
11369455,away,Mallorca,Toni Lato,toni-lato,T. Lato,D,3,173,265,M,,828239,EUR,880070400,D,3,3,True,10.0,8.0,,,4.0,5.0,4.0,7.0,,2.0,1.0,2.0,2.0,,,,45.0,20.0,6.4,4.0,0.0118316,0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369455,away,Mallorca,Sergi Darder,sergi-darder,S. Darder,M,10,180,979,M,,110783,EUR,756518400,M,10,10,True,13.0,10.0,2.0,1.0,2.0,2.0,9.0,14.0,,,,1.0,,,,,17.0,18.0,6.6,5.0,0.151599,0,,3.0,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,
11369455,away,Mallorca,Omar Mascarell,omar-mascarell,O. Mascarell,M,5,181,553,M,,255999,EUR,728611200,M,5,5,True,7.0,7.0,,,1.0,1.0,6.0,6.0,,,,,,,,,17.0,7.0,6.3,,0.00299772,0,,,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
11369455,away,Mallorca,Abdón Prats,abdon-prats,A. Prats,F,9,181,325,M,,146852,EUR,724550400,F,9,9,True,5.0,4.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,3.0,1.0,,,,,,17.0,8.0,6.8,1.0,0.00321765,0,,,,,,,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,
11369455,away,Mallorca,Amath Ndiaye,amath-ndiaye,A. Ndiaye,M,11,179,448,M,,845168,EUR,837475200,F,23,23,True,2.0,1.0,,,,,1.0,2.0,,1.0,,,1.0,,,,11.0,4.0,6.7,2.0,0.00902553,0,,,1.0,2.0,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,
11369455,away,Mallorca,Iván Cuéllar,ivan-cuellar,I. Cuéllar,G,25,187,119,M,,19013,EUR,454464000,G,25,25,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369455,away,Mallorca,Dominik Greif,dominik-greif,D. Greif,G,1,197,925,M,,791046,EUR,860284800,G,13,13,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369455,away,Mallorca,José Copete,jose-copete,J. Copete,D,3,190,437,M,,913695,EUR,939513600,D,6,6,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369455,away,Mallorca,David López,david-lopez,D. López,D,27,195,103,M,,1513896,EUR,1044230400,D,27,27,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369455,away,Mallorca,Marcos Fernández,marcos-fernandez,M. Fernández,D,50,176,9,M,,1198968,EUR,1058400000,D,32,32,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marcos Fernández,,,
