match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_topSpeed,stat_kilometersCovered,stat_numberOfSprints,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_metersCoveredWalkingKm,stat_metersCoveredJoggingKm,stat_metersCoveredRunningKm,stat_metersCoveredHighSpeedRunningKm,stat_metersCoveredSprintingKm,stat_duelWon,stat_totalTackle,stat_duelLost,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_possessionLostCtrl,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,captain,stat_aerialWon,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_wonTackle,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_aerialLost,stat_dispossessed,stat_goals,stat_wasFouled,stat_totalOffside,stat_errorLeadToAShot,stat_errorLeadToAGoal
14566639,home,Liverpool,Alisson,alisson,Alisson,G,1,193,64485,M,AlissonBecker,243609,EUR,717984000,G,1,1,False,15.0,15.0,1.0,1.0,0.0,14.0,14.0,1.0,1.0,1.0,8.0,1.0,1.0,90.0,22.0,6.9,0.00051231,21.744,4.94902,0.0,17.338817976158,4.0,10.71,4.83,0.0325,0,0.0863,0.06,0.01,0.23,0.04,3.88,0.98,0.06,0.02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566639,home,Liverpool,Jeremie Frimpong,jeremie-frimpong,J. Frimpong,M,30,171,32688,M,jeremie_frimpong,970361,EUR,976406400,D,30,30,False,2.0,2.0,,,0.0,2.0,2.0,,,,,,,4.0,3.0,,8.232e-05,27.432,0.45775,1.0,8.8937147220801,2.0,2.205,2.73,,0,,,,,,0.17,0.18,0.05,0.04,0.02,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566639,home,Liverpool,Ryan Gravenberch,ryan-gravenberch,R. Gravenberch,M,38,190,31041,M,ryanjiro,904897,EUR,1021507200,D,38,38,False,64.0,60.0,6.0,3.0,0.0,39.0,39.0,21.0,25.0,,10.0,,,90.0,71.0,7.4,0.27137,29.916,9.39642,7.0,312.00305003233,30.0,197.505,31.92,,0,,0.39,0.35,0.2,,2.88,4.55,1.34,0.49,0.13,,,1.0,1.0,2.0,1.0,1.0,5.0,133.56473491016,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
14566639,home,Liverpool,Virgil van Dijk,virgil-van-dijk,V. van Dijk,D,4,195,97860,M,VvD,151545,EUR,678931200,D,4,4,False,73.0,64.0,10.0,6.0,3.0,25.0,27.0,39.0,46.0,4.0,2.0,,,90.0,83.0,8.9,0.131219,30.06,8.46448,6.0,195.66448360476,26.0,110.355,18.795,,4,,0.55,0.19,0.41,,3.51,3.35,1.12,0.38,0.1,4.0,,1.0,1.0,1.0,,1.0,9.0,49.089567762699,3.0,3.0,True,4.0,3.0,2.0,3.0,1.0,0.4037,0.0657,-0.6,,,,,,,,,,,,,,,,
14566639,home,Liverpool,Andrew Robertson,andrew-robertson,A. Robertson,D,26,178,24708,M,andyrobertson94,262911,EUR,763344000,D,26,26,False,48.0,42.0,5.0,4.0,0.0,13.0,14.0,29.0,34.0,1.0,4.0,,,90.0,69.0,7.8,0.339927,31.788,10.01947,15.0,130.55304866312,15.0,106.575,21.63,,2,,0.66,0.29,-0.04,,3.01,4.42,1.59,0.67,0.33,2.0,1.0,2.0,,2.0,1.0,,12.0,21.231964793678,1.0,7.0,,1.0,2.0,,2.0,,0.1998,,-0.55,,,10.0,5.0,2.0,1.0,,,,,,,,,,
14566639,home,Liverpool,Dominik Szoboszlai,dominik-szoboszlai,D. Szoboszlai,M,8,187,77108,M,DomSzobo,869856,EUR,972432000,M,8,8,False,60.0,55.0,6.0,6.0,1.0,22.0,23.0,33.0,37.0,,11.0,,,75.0,80.0,8.5,0.267937,30.78,8.68445,13.0,196.5989261764,24.0,122.535,17.745,,3,,0.73,0.44,0.16,,2.31,3.86,1.55,0.68,0.29,5.0,4.0,3.0,1.0,1.0,,2.0,10.0,43.228233930291,4.0,3.0,,,,,,1.0,0.1765,0.1049,-0.53,,,5.0,1.0,1.0,2.0,1.0,1.0,2.0,,,,,,,
14566639,home,Liverpool,Alexis Mac Allister,alexis-mac-allister,A. Mac Allister,M,10,176,71143,M,Macca10,895324,EUR,914457600,M,10,10,False,35.0,32.0,1.0,1.0,0.0,8.0,10.0,24.0,25.0,,2.0,,,90.0,51.0,8.6,0.312355,29.844,10.519,13.0,89.083952948469,10.0,33.18,14.175,,5,,-0.05,0.55,-0.03,,2.76,5.25,1.53,0.72,0.25,5.0,3.0,7.0,,,1.0,1.0,7.0,14.233758779746,1.0,2.0,,1.0,,1.0,1.0,2.0,1.7307,1.6633,0.63,,,,,2.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,,,,
14566639,home,Liverpool,Mohamed Salah,mohamed-salah,M. Salah,M,11,175,564007,M,MoSalah,159665,EUR,708566400,M,11,11,False,39.0,28.0,3.0,,0.0,4.0,4.0,24.0,35.0,,6.0,,,90.0,59.0,9.2,0.953085,32.4,9.89553,15.0,290.76929596073,21.0,76.02,37.485,,4,,0.83,0.84,0.16,,3.31,4.37,1.3,0.59,0.32,2.0,,3.0,,2.0,1.0,,18.0,196.43565841032,12.0,7.0,,,2.0,,1.0,1.0,0.3274,0.6956,0.49,,,6.0,3.0,,,2.0,1.0,2.0,,2.0,1.0,1.0,,,
14566639,home,Liverpool,Florian Wirtz,florian-wirtz,F. Wirtz,F,7,175,148828,M,FWirtz,1019322,EUR,1051920000,M,7,7,False,37.0,30.0,2.0,2.0,0.0,4.0,5.0,26.0,32.0,,2.0,,,67.0,49.0,8.3,0.12609,30.24,8.90588,13.0,112.79573113183,14.0,67.095,21.315,,4,,0.5,0.3,-0.01,,2.03,4.1,1.69,0.78,0.3,4.0,1.0,5.0,,,,1.0,10.0,30.878525925812,2.0,2.0,,2.0,,,,1.0,0.309,0.2529,0.46,,,,,,1.0,3.0,1.0,3.0,2.0,,1.0,,,,
14566639,home,Liverpool,Cody Gakpo,cody-gakpo,C. Gakpo,M,18,193,51063,M,CodyGakpo,862967,EUR,926035200,M,18,18,False,28.0,25.0,,,0.0,7.0,8.0,18.0,20.0,,4.0,,,74.0,51.0,7.8,0.736443,32.76,8.63758,17.0,126.82624892834,13.0,62.79,36.96,,6,,0.86,0.46,0.15,,2.56,3.58,1.32,0.75,0.43,4.0,1.0,6.0,,1.0,,2.0,6.0,46.43574474592,2.0,4.0,,,1.0,1.0,,3.0,0.4511,0.5279,-0.57,,,,,1.0,1.0,3.0,2.0,3.0,,2.0,,1.0,2.0,,
