match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialLost,stat_totalOffside,stat_shotOffTarget,stat_keyPass,stat_totalCross,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_accurateCross,stat_bigChanceMissed,stat_bigChanceCreated,player_sofascoreId
10406815,home,KV Oostende,Guillaume Hubert,,,guillaume-hubert,G. Hubert,G,28,198,51,M,149794,EUR,758246400,G,28,28,False,True,32.0,13.0,25.0,6.0,7.0,9.0,6.0,23.0,1.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,90.0,39.0,7.4,20.0,0,,,,,,,,,,,,,,,,,,,,,,,,
10406815,home,KV Oostende,Osaze Urhoghide,,,osaze-urhoghide,O. Urhoghide,D,3,188,130,M,915129,EUR,962668800,D,2,2,False,,29.0,20.0,5.0,3.0,9.0,13.0,11.0,16.0,1.0,5.0,4.0,8.0,,,,,90.0,54.0,7.8,12.0,0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,
10406815,home,KV Oostende,Matej Rodin,,,matej-rodin,M. Rodin,D,80,193,120,M,834079,EUR,824169600,D,88,88,False,,35.0,21.0,7.0,2.0,16.0,20.0,5.0,15.0,7.0,11.0,4.0,9.0,,,,,90.0,52.0,7.6,15.0,0,4.0,,,,2.0,2.0,3.0,3.0,,2.0,,4.0,1.0,,,,,,,,,,,
10406815,home,KV Oostende,Mateo Barać,,,mateo-barac,M. Barać,D,44,190,93,M,576308,EUR,774662400,D,4,4,False,,44.0,36.0,10.0,5.0,24.0,27.0,12.0,17.0,3.0,4.0,8.0,8.0,,,,,90.0,64.0,7.1,12.0,1,5.0,2.0,,,,1.0,1.0,1.0,,,1.0,2.0,,1.0,1.0,,,,,,,,,
10406815,home,KV Oostende,Kelvin Arase,,,kelvin-arase,K. Arase,M,28,172,64,M,825962,EUR,916358400,M,26,26,False,,16.0,11.0,2.0,1.0,6.0,7.0,5.0,10.0,,1.0,,4.0,,,,,70.0,36.0,6.7,13.0,2,3.0,,1.0,,,1.0,,,4.0,,,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,,,,,
10406815,home,KV Oostende,Sieben Dewaele,,,dewaele-sieben,S. Dewaele,M,18,180,73,M,901895,EUR,917913600,M,16,16,False,,28.0,20.0,3.0,1.0,4.0,8.0,16.0,20.0,,4.0,,6.0,,,,,70.0,42.0,6.8,9.0,0,4.0,2.0,,,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,,,,,,
10406815,home,KV Oostende,Cameron McGeehan,,,cameron-mcgeehan,C. McGeehan,M,8,180,56,M,149817,EUR,797126400,M,8,8,False,,55.0,42.0,6.0,1.0,25.0,28.0,17.0,27.0,1.0,1.0,,10.0,,,,,90.0,63.0,6.7,15.0,3,3.0,1.0,,,,,,,,,1.0,1.0,,1.0,,,,,,2.0,,,,
10406815,home,KV Oostende,Tatsuhiro Sakamoto,,,sakamoto-tatsuhiro,T. Sakamoto,M,7,170,1000,M,978927,EUR,845942400,M,18,18,False,,25.0,14.0,6.0,1.0,5.0,9.0,13.0,25.0,3.0,11.0,6.0,7.0,,,,,90.0,71.0,7.6,22.0,0,3.0,,,,,1.0,3.0,2.0,1.0,1.0,,,,,3.0,9.0,7.0,4.0,,,4.0,,,
10406815,home,KV Oostende,Nick Bätzner,,,nick-batzner,N. Bätzner,M,9,170,71,M,959635,EUR,953078400,F,34,34,False,,33.0,19.0,3.0,1.0,9.0,10.0,11.0,29.0,,1.0,,5.0,,,,,59.0,44.0,6.8,22.0,0,5.0,,3.0,,,1.0,,,,,,2.0,,,2.0,6.0,1.0,1.0,,,1.0,,,
10406815,home,KV Oostende,Fraser Hornby,,,fraser-hornby,F. Hornby,F,9,195,400,M,914877,EUR,937180800,F,9,9,False,,26.0,19.0,2.0,1.0,6.0,6.0,13.0,21.0,4.0,7.0,1.0,3.0,,,,,90.0,48.0,6.8,11.0,5,11.0,,1.0,,,,1.0,,1.0,2.0,,9.0,1.0,2.0,,1.0,1.0,,1.0,2.0,,1.0,,
