match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,player_firstName,player_lastName,captain,stat_shotOffTarget,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_keyPass,stat_wasFouled,stat_goalAssist,stat_bigChanceCreated,player_sofascoreId,stat_goals,stat_totalOffside,stat_bigChanceMissed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves
10408552,home,Osasuna,Aitor Fernández,aitor-fernandez,A. Fernández,G,13,182,248,M,99516,EUR,673228800,G,25,25,False,26.0,24.0,9.0,7.0,23.0,23.0,1.0,3.0,1.0,2.0,1.0,90.0,28.0,6.4,2.0,0.0,0.0,0.00030345,0,-0.8077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408552,home,Osasuna,Nacho Vidal,nacho-vidal,N. Vidal,D,22,180,317,M,844752,EUR,790905600,D,2,2,False,14.0,12.0,1.0,,7.0,7.0,5.0,7.0,,1.0,,45.0,23.0,6.3,4.0,0.0,0.0,0.00544764,0,,2.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10408552,home,Osasuna,Unai García,unai-garcia,U. García,D,4,182,118,M,330675,EUR,715392000,D,4,4,False,65.0,53.0,10.0,4.0,40.0,46.0,13.0,19.0,,7.0,,90.0,72.0,6.8,13.0,0.0,0.0,0.00443972,0,,2.0,4.0,3.0,7.0,,,,1.0,3.0,2.0,1.0,1.0,Unai,García,True,,,,,,,,,,,,,,,,,,
10408552,home,Osasuna,David García,david-garcia,D. García,D,5,185,306,M,591136,EUR,761184000,D,5,5,False,69.0,57.0,8.0,4.0,33.0,38.0,24.0,31.0,2.0,5.0,,90.0,78.0,7.0,13.0,0.0599,0.0,0.0102379,1,,,4.0,3.0,5.0,,,1.0,1.0,1.0,1.0,1.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,
10408552,home,Osasuna,Manuel Sánchez,manuel-sanchez,M. Sánchez,D,23,179,623,M,984789,EUR,966988800,D,20,20,False,61.0,54.0,4.0,3.0,22.0,25.0,33.0,38.0,4.0,7.0,,90.0,84.0,7.1,11.0,0.1152,0.1675,0.152492,2,,1.0,1.0,6.0,6.0,2.0,1.0,,,4.0,3.0,,,,,,,2.0,1.0,3.0,1.0,1.0,1.0,2.0,,,,,,,,,,
10408552,home,Osasuna,Pablo Ibáñez,pablo-ibanez-lumbreras,P. Ibáñez,M,19,179,350,M,1084381,EUR,883612800,M,19,19,False,40.0,32.0,4.0,2.0,13.0,14.0,19.0,27.0,2.0,11.0,,90.0,65.0,7.3,12.0,0.2471,0.079,0.0177611,6,,4.0,2.0,12.0,11.0,3.0,1.0,,,6.0,4.0,,2.0,,,,3.0,1.0,,3.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,
10408552,home,Osasuna,Darko Brašanac,darko-brasanac,D. Brašanac,M,5,178,208,M,94539,EUR,697852800,M,8,8,False,10.0,10.0,,,3.0,3.0,7.0,8.0,,4.0,,38.0,18.0,6.5,4.0,0.0465,0.0,0.00423863,1,,,,3.0,2.0,2.0,,,,2.0,1.0,2.0,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,
10408552,home,Osasuna,Moi Gómez,moi-gomez,M. Gómez,M,16,174,627,M,149370,EUR,772329600,M,16,16,False,42.0,41.0,4.0,4.0,18.0,18.0,23.0,25.0,,7.0,,67.0,47.0,6.7,5.0,0.0,0.0,0.0477945,0,,1.0,,2.0,,,1.0,,,,,2.0,,,,,,1.0,,,,,,2.0,,,,,,,,,,
10408552,home,Osasuna,Kike Barja,kike-barja,K. Barja,F,11,178,163,M,591132,EUR,860112000,F,11,11,False,20.0,16.0,3.0,1.0,4.0,5.0,16.0,25.0,,3.0,,79.0,49.0,7.5,19.0,0.1403,0.0345,0.128167,3,,2.0,1.0,11.0,5.0,3.0,1.0,,,1.0,,3.0,1.0,,,,2.0,10.0,4.0,7.0,3.0,1.0,,3.0,,1.0,1.0,,,,,,,
10408552,home,Osasuna,Ante Budimir,ante-budimir,A. Budimir,F,17,190,8134,M,37318,EUR,680140800,F,17,17,False,14.0,12.0,,,2.0,2.0,10.0,12.0,,1.0,,79.0,20.0,6.4,5.0,0.0413,0.0,0.0202185,1,,3.0,3.0,8.0,3.0,1.0,1.0,,1.0,,,1.0,3.0,,,,1.0,,,1.0,,,,,,,,budimir_ante,,,,,,
