match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_metersCoveredWalkingKm,stat_metersCoveredJoggingKm,stat_metersCoveredRunningKm,stat_metersCoveredHighSpeedRunningKm,stat_metersCoveredSprintingKm,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_clearanceOffLine,stat_outfielderBlock,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,player_sofascoreId,stat_dispossessed,stat_bigChanceMissed,captain,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_lastManTackle
14025038,home,Sunderland,Robin Roefs,robin-roefs,R. Roefs,G,22,193,2150,M,1012928,EUR,1042761600,G,22,22,False,23.0,11.0,16.0,4.0,0.0,9.0,11.0,2.0,12.0,2.0,2.0,3.0,10.0,1.0,3.0,4.0,3.0,90.0,35.0,7.1,13.0,0.00078472,0.0677,0,0.3685,0.07,0.03,0.26,0.08,3.82,1.36,0.05,0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025038,home,Sunderland,Trai Hume,hume-trai,T. Hume,D,32,180,1062,M,989034,EUR,1016409600,D,32,32,False,37.0,26.0,6.0,2.0,0.0,8.0,12.0,18.0,25.0,4.0,8.0,3.0,3.0,,,,,90.0,60.0,7.3,19.0,0.0855114,,0,,0.28,0.11,0.14,,3.14,5.05,1.19,0.47,0.13,,,6.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
14025038,home,Sunderland,Daniel Ballard,ballard-daniel,D. Ballard,D,5,187,4682,M,958878,EUR,937958400,D,5,5,False,25.0,21.0,7.0,3.0,0.0,14.0,14.0,7.0,11.0,6.0,10.0,9.0,4.0,,,,,90.0,49.0,9.3,5.0,0.00638843,,4,,0.16,0.03,0.66,,2.96,4.87,0.97,0.27,0.02,,,,,3.0,3.0,,,,,1.0,1.0,4.0,,,2.0,2.0,1.0,1.0,4.0,1.0,1.0,0.1827,0.7834,0.47,,,,,,,
14025038,home,Sunderland,Jenson Seelt,jenson-seelt,J. Seelt,D,14,192,599,M,1088897,EUR,1053648000,D,23,23,False,28.0,23.0,3.0,1.0,0.0,13.0,14.0,10.0,14.0,1.0,3.0,3.0,4.0,,,,,53.0,36.0,7.2,5.0,0.00307293,,0,,0.03,0.09,0.27,,1.77,2.51,0.49,0.16,0.06,Jenson Seelt,,,,,1.0,1.0,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,
14025038,home,Sunderland,Reinildo Mandava,reinildo-mandava,R. Mandava,D,17,180,11835,M,831424,EUR,759110400,D,17,17,False,42.0,32.0,6.0,1.0,0.0,19.0,21.0,13.0,21.0,,3.0,4.0,3.0,,,,,90.0,63.0,6.9,14.0,0.00484782,,0,,-0.04,0.1,0.31,,3.41,4.95,0.82,0.31,0.16,,,,,,2.0,,,,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,ReinildoMandava,1.0,,,,,
14025038,home,Sunderland,Habib Diarra,habib-diarra,H. Diarra,M,19,179,12696,M,1128532,EUR,1073088000,M,19,19,False,20.0,15.0,,,0.0,4.0,6.0,11.0,14.0,,1.0,2.0,3.0,,,,,90.0,32.0,6.8,9.0,0.00572195,,2,,0.21,0.24,0.25,,2.84,5.33,1.32,0.51,0.25,Habib,Diarra,3.0,,1.0,3.0,,1.0,,,1.0,,,1.0,,1.0,1.0,,,,,,0.3052,0.2273,-0.38,,,1.0,,,,
14025038,home,Sunderland,Granit Xhaka,granit-xhaka,G. Xhaka,M,34,185,15717,M,117777,EUR,717552000,M,34,34,False,51.0,38.0,7.0,2.0,0.0,16.0,19.0,22.0,32.0,2.0,5.0,1.0,2.0,,,,,90.0,63.0,6.6,15.0,0.0423859,,0,,0.08,-0.02,-0.03,,2.8,5.73,1.91,0.44,0.05,,,2.0,2.0,3.0,7.0,1.0,,,1.0,1.0,,2.0,2.0,2.0,,,,,1.0,,1.0,,,,Granit_Xhaka,1.0,,True,,,
14025038,home,Sunderland,Noah Sadiki,noah-sadiki,N. Sadiki,M,27,173,15416,M,1171539,EUR,1103241600,M,27,27,False,29.0,23.0,7.0,4.0,0.0,12.0,15.0,11.0,14.0,,2.0,2.0,2.0,,,,,90.0,41.0,6.8,8.0,0.010683,,0,,0.12,0.03,0.24,,2.87,5.81,1.63,0.61,0.21,,,,,1.0,3.0,,1.0,,3.0,2.0,,,1.0,,,,,,,,1.0,,,,,,,,,,
14025038,home,Sunderland,Chemsdine Talbi,chemsdine-talbi,C. Talbi,M,7,175,12477,M,1142675,EUR,1115596800,F,7,7,False,23.0,23.0,,,1.0,8.0,8.0,15.0,15.0,,1.0,,1.0,,,,,89.0,31.0,6.6,3.0,0.0135981,,0,,0.11,0.13,0.14,,2.92,4.88,1.57,0.76,0.41,,,2.0,1.0,3.0,4.0,1.0,,,,1.0,,,,1.0,,,,,,,2.0,,,,,,,,,,
14025038,home,Sunderland,Eliezer Mayenda,eliezer-mayenda,E. Mayenda,F,12,179,2833,M,1168588,EUR,1115510400,F,12,12,False,2.0,1.0,,,0.0,,,1.0,2.0,1.0,3.0,,,,,,,76.0,14.0,7.4,5.0,0.0001416,,2,,0.0,-0.2,-0.05,,2.57,3.87,0.79,0.47,0.3,Eliezer Mayenda,,,,1.0,6.0,1.0,2.0,,,,,2.0,,1.0,,1.0,1.0,,,,,0.0915,0.4603,0.52,,2.0,,,1.0,1.0,
