match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_hitWoodwork,stat_outfielderBlock,stat_totalTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_keyPass,player_firstName,player_lastName,stat_aerialWon,stat_onTargetScoringAttempt,stat_wonTackle,stat_expectedGoalsOnTarget,captain,stat_challengeLost,stat_interceptionWon,stat_accurateCross,stat_bigChanceMissed,stat_fouls,stat_wasFouled,stat_dispossessed,stat_goals,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
12436896,home,Liverpool,Alisson,alisson,Alisson,G,1,193,64760,M,AlissonBecker,243609,EUR,717984000,G,1,1,False,35.0,27.0,14.0,6.0,0.0,24.0,26.0,3.0,9.0,1.0,4.0,1.0,2.0,1.0,90.0,40.0,7.2,8.0,0.0018325,0,0.7839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436896,home,Liverpool,Trent Alexander-Arnold,trent-alexander-arnold,T. Alexander-Arnold,D,12,180,210733,M,TrentAA,795064,EUR,907718400,D,66,66,False,50.0,41.0,11.0,5.0,0.0,7.0,8.0,34.0,47.0,,2.0,,,,73.0,73.0,7.9,19.0,0.48512,2,,5.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.1145,4.0,,,,,,,,,,,,,,,,,,
12436896,home,Liverpool,Ibrahima Konaté,ibrahima-konate,I. Konaté,D,5,195,27499,M,ibrahimakonate,826215,EUR,927590400,D,5,5,False,76.0,73.0,4.0,2.0,0.0,40.0,42.0,33.0,34.0,4.0,6.0,,,,90.0,87.0,7.8,4.0,0.024213,2,,,,,3.0,,,,1.0,,,1.0,2.0,1.0,0.1848,,,,1.0,1.0,1.0,0.0369,,,,,,,,,,,,
12436896,home,Liverpool,Virgil van Dijk,virgil-van-dijk,V. van Dijk,D,4,195,98613,M,VvD,151545,EUR,678931200,D,4,4,False,62.0,59.0,4.0,2.0,0.0,33.0,34.0,26.0,28.0,4.0,4.0,,,,90.0,70.0,7.3,3.0,0.0110298,1,,,2.0,3.0,4.0,,,,,,,,1.0,,0.0222,,,,3.0,1.0,1.0,0.1296,True,1.0,1.0,,,,,,,,,
12436896,home,Liverpool,Andrew Robertson,andrew-robertson,A. Robertson,D,26,178,24820,M,andyrobertson94,262911,EUR,763344000,D,26,26,False,68.0,61.0,4.0,2.0,0.0,24.0,26.0,39.0,48.0,,4.0,,,,90.0,86.0,7.6,12.0,0.185414,2,,6.0,,1.0,2.0,1.0,1.0,,,,,,1.0,1.0,0.3449,3.0,,,,2.0,,1.1217,,1.0,,2.0,1.0,,,,,,,
12436896,home,Liverpool,Ryan Gravenberch,ryan-gravenberch,R. Gravenberch,M,38,190,31083,M,ryanjiro,904897,EUR,1021507200,M,38,38,False,76.0,71.0,2.0,1.0,0.0,28.0,32.0,43.0,44.0,1.0,8.0,,,,89.0,90.0,7.2,8.0,0.0467699,0,,,,4.0,4.0,2.0,1.0,,,,,,3.0,2.0,,,,,,,3.0,,,1.0,3.0,,,2.0,,,,,,
12436896,home,Liverpool,Alexis Mac Allister,alexis-mac-allister,A. Mac Allister,M,10,176,71412,M,Macca10,895324,EUR,914457600,M,10,10,False,49.0,43.0,3.0,2.0,0.0,17.0,18.0,26.0,31.0,,4.0,,,,90.0,65.0,7.3,10.0,0.0383581,0,,,1.0,7.0,6.0,1.0,,,,,,,2.0,3.0,,2.0,,,1.0,,1.0,,,2.0,2.0,,,3.0,3.0,,,,,
12436896,home,Liverpool,Mohamed Salah,mohamed-salah,M. Salah,M,11,175,565083,M,MoSalah,159665,EUR,708566400,M,11,11,False,33.0,29.0,,,0.0,3.0,5.0,26.0,29.0,,1.0,,,,83.0,53.0,7.9,14.0,0.29593,3,,1.0,,5.0,5.0,2.0,2.0,,1.0,,,,1.0,6.0,0.5492,,,,,2.0,1.0,0.6028,,,,,,2.0,2.0,3.0,1.0,,,
12436896,home,Liverpool,Dominik Szoboszlai,dominik-szoboszlai,D. Szoboszlai,M,8,187,72138,M,DomSzobo,869856,EUR,972432000,M,8,8,False,64.0,62.0,3.0,2.0,0.0,19.0,19.0,43.0,46.0,,5.0,,,,90.0,80.0,7.3,9.0,0.262058,1,,1.0,,3.0,,,,,,1.0,,1.0,,4.0,0.0768,2.0,,,,,,,,,,,,1.0,,2.0,,,,
12436896,home,Liverpool,Luis Díaz,luis-diaz,L. Díaz,F,14,178,142017,M,LuisDíaz,883537,EUR,853113600,M,7,7,False,27.0,27.0,,,1.0,7.0,7.0,21.0,21.0,,4.0,,,,72.0,41.0,8.9,3.0,0.170591,3,,1.0,,4.0,6.0,3.0,1.0,1.0,,1.0,,,3.0,1.0,0.7272,4.0,,,,2.0,2.0,0.9195,,1.0,,1.0,,1.0,2.0,,1.0,,,
