match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_crossNotClaimed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_clearanceOffLine,stat_outfielderBlock,captain,stat_shotOffTarget,stat_unsuccessfulTouch,stat_keyPass,stat_accurateCross,player_sofascoreId,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside,stat_hitWoodwork
10385642,home,Leeds United,Illan Meslier,,,illan-meslier,I. Meslier,G,16,196,1694,M,906076,EUR,951955200,G,1,1,False,29.0,16.0,19.0,6.0,12.0,14.0,4.0,15.0,1.0,14.0,3.0,3.0,5.0,6.0,1.0,90.0,49.0,7.9,14.0,0.0,0.0,0.0103847,0,1.3352,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385642,home,Leeds United,Rasmus Kristensen,,,rasmus-kristensen,R. Kristensen,D,13,186,1609,M,921789,EUR,868579200,D,25,25,False,34.0,24.0,4.0,1.0,15.0,19.0,9.0,16.0,3.0,3.0,,,,,,68.0,59.0,6.9,15.0,0.0,0.0,0.0641887,0,,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,
10385642,home,Leeds United,Robin Koch,,,robin-koch,R. Koch,D,4,190,1826,M,581302,EUR,837561600,D,5,5,False,49.0,37.0,8.0,3.0,30.0,35.0,7.0,14.0,5.0,8.0,,,,,,90.0,60.0,7.3,12.0,0.0,0.0,0.00119984,0,,,1.0,3.0,5.0,5.0,1.0,,,,1.0,,,2.0,3.0,1.0,1.0,,,,,,,,,,,,
10385642,home,Leeds United,Liam Cooper,,,liam-cooper,L. Cooper,D,16,186,304,M,39327,EUR,681177600,D,6,6,False,49.0,39.0,5.0,1.0,33.0,39.0,6.0,10.0,8.0,4.0,,,,,,90.0,61.0,7.0,10.0,0.0829,0.0,0.00298411,1,,,2.0,4.0,3.0,4.0,,,,,,,,,1.0,,,True,1.0,,,,,,,,,,
10385642,home,Leeds United,Pascal Struijk,,,pascal-struijk,P. Struijk,D,5,190,1365,M,836675,EUR,934329600,D,21,21,False,40.0,32.0,3.0,2.0,22.0,26.0,10.0,16.0,1.0,3.0,,,,,,90.0,54.0,6.9,12.0,0.0,0.0,0.00290571,0,,2.0,3.0,2.0,7.0,5.0,1.0,,,,2.0,1.0,,2.0,3.0,,,,,1.0,,,,,,,,,
10385642,home,Leeds United,Tyler Adams,,,tyler-adams,T. Adams,M,12,175,2918,M,800419,EUR,918950400,M,12,12,False,42.0,34.0,3.0,1.0,18.0,21.0,16.0,21.0,,6.0,,,,,,90.0,56.0,6.9,10.0,0.0,0.0,0.00574576,0,,,,,2.0,1.0,,,,,1.0,1.0,,,2.0,,1.0,,,2.0,,,,,,,,,
10385642,home,Leeds United,Marc Roca,,,marc-roca,M. Roca,M,21,184,1491,M,847128,EUR,848966400,M,8,8,False,38.0,28.0,8.0,4.0,17.0,20.0,11.0,18.0,,4.0,,,,,,58.0,47.0,6.8,11.0,0.0,0.0,0.0138087,0,,,1.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,,2.0,2.0,1.0,1.0,,1.0,,,,1.0,,,,,,,,
10385642,home,Leeds United,Jack Harrison,,,jack-harrison,J. Harrison,M,17,175,1145,M,829570,EUR,848448000,M,11,11,False,18.0,12.0,2.0,,9.0,12.0,3.0,9.0,,6.0,,,,,,79.0,35.0,6.1,16.0,0.0,0.0,0.0254709,0,,3.0,4.0,1.0,11.0,4.0,,2.0,2.0,,,1.0,1.0,2.0,3.0,,,,,3.0,,,,,,,,,
10385642,home,Leeds United,Brenden Aaronson,,,brenden-aaronson,B. Aaronson,M,11,178,2596,M,973431,EUR,972172800,M,7,7,False,16.0,12.0,2.0,,7.0,8.0,6.0,9.0,,6.0,,,,,,79.0,31.0,6.1,14.0,0.0,0.0,0.0855222,0,,1.0,3.0,,10.0,3.0,1.0,3.0,4.0,1.0,,,,2.0,,,,,,4.0,2.0,1.0,,,,,,,
10385642,home,Leeds United,Luis Sinisterra,,,luis-sinisterra,L. Sinisterra,F,17,176,6576,M,836070,EUR,929577600,M,23,23,False,19.0,15.0,2.0,1.0,5.0,5.0,10.0,15.0,,1.0,,,,,,48.0,28.0,6.0,6.0,0.0,0.0,0.00395714,0,,1.0,,,2.0,6.0,,,3.0,3.0,,2.0,2.0,1.0,2.0,,,,,1.0,,,Sinisterra29,,,,,,
10385642,home,Leeds United,Rodrigo,,,rodrigo,Rodrigo,M,19,181,2040,M,542472,EUR,668217600,F,19,19,False,16.0,11.0,1.0,,6.0,7.0,6.0,10.0,4.0,1.0,,,,,,68.0,25.0,6.5,6.0,0.1245,0.0,0.0168701,3,,1.0,2.0,2.0,6.0,2.0,,1.0,,,,,,,3.0,,,,1.0,,,1.0,,2.0,,,,,
10385642,home,Leeds United,Junior Firpo,,,junior-firpo,J. Firpo,D,23,184,2241,M,914835,EUR,840672000,D,3,3,True,12.0,4.0,2.0,1.0,2.0,4.0,2.0,8.0,1.0,3.0,,,,,,32.0,22.0,6.6,11.0,0.0,0.0,0.00150537,0,,,3.0,2.0,5.0,4.0,1.0,1.0,,,,2.0,2.0,,,,,,,,1.0,,,,,,,,
10385642,home,Leeds United,Luke Ayling,,,luke-ayling,L. Ayling,D,12,183,334,M,102624,EUR,683078400,D,2,2,True,3.0,1.0,2.0,,,,1.0,3.0,,1.0,,,,,,22.0,6.0,6.2,3.0,0.0,0.0,0.00013836,0,,,2.0,,5.0,1.0,2.0,1.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,
10385642,home,Leeds United,Patrick Bamford,,,patrick-bamford,P. Bamford,F,45,185,2242,M,204336,EUR,747187200,F,9,9,True,2.0,1.0,,,,,1.0,2.0,,,,,,,,22.0,6.0,6.7,2.0,0.0974,0.0435,0.0434149,1,,,,,1.0,1.0,,,1.0,,,,,1.0,,,,,,,1.0,,,,1.0,,,,
10385642,home,Leeds United,Mateusz Klich,,,mateusz-klich,M. Klich,M,43,183,2169,M,44900,EUR,645235200,M,43,43,True,4.0,2.0,2.0,,2.0,2.0,,3.0,,2.0,,,,,,11.0,8.0,6.0,3.0,0.0651,0.0,8.79e-06,1,,1.0,,,5.0,,2.0,,,,,,,,3.0,,,,,,,,,1.0,,,,,
10385642,home,Leeds United,Crysencio Summerville,,,crysencio-summerville,C. Summerville,M,7,174,5285,M,917005,EUR,1004400000,M,10,10,True,4.0,2.0,2.0,,2.0,3.0,,1.0,,1.0,,,,,,11.0,6.0,6.5,3.0,0.0,0.0,1.128e-05,0,,,,,,,,,,,,,,,,,1.0,,,1.0,,,csummerville7,,,,,,
