match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_duelLost,stat_challengeLost,stat_outfielderBlock,stat_wonTackle,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_lastManTackle,stat_keyPass,stat_dispossessed,stat_totalContest,stat_wonContest,player_sofascoreId,stat_shotOffTarget,stat_shotValueNormalized,captain,stat_onTargetScoringAttempt,stat_goals,stat_blockedScoringAttempt,stat_hitWoodwork,stat_totalOffside
14054077,home,Torino,Franco Israel,franco-israel,F. Israel,G,81,189.0,2256,M,1084846,EUR,956361600,G,81,81,False,43.0,30.0,22.0,10.0,0.0,20.0,22.0,10.0,21.0,3.0,8.0,1.0,4.0,4.0,2.0,2.0,90.0,55.0,8.2,13.0,0.6977,0,0.09,0.02,0.21,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14054077,home,Torino,Marcus Pedersen,marcus-pedersen,M. Pedersen,D,16,178.0,658,M,934409,EUR,963705600,D,16,16,False,27.0,23.0,4.0,1.0,0.0,16.0,18.0,7.0,9.0,1.0,3.0,,,,,,60.0,37.0,6.8,7.0,,0,0.01,0.09,0.18,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
14054077,home,Torino,Saúl Coco,saul-coco,S. Coco,D,23,188.0,1246,M,1089453,EUR,918518400,D,23,23,False,56.0,52.0,6.0,2.0,0.0,42.0,44.0,10.0,12.0,2.0,3.0,,,,,,90.0,63.0,7.0,4.0,,0,0.1,-0.03,0.21,,,3.0,,2.0,,3.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
14054077,home,Torino,Adam Masina,adam-masina,A. Masina,D,,189.0,5399,M,259995,EUR,757468800,D,5,5,False,71.0,66.0,5.0,4.0,0.0,55.0,57.0,11.0,14.0,8.0,4.0,,,,,,90.0,86.0,7.8,5.0,,0,0.04,0.01,0.86,,1.0,6.0,,1.0,,3.0,,1.0,1.0,1.0,2.0,,,1.0,1.0,4.0,1.0,,,,,,,,,,,,,
14054077,home,Torino,Cristiano Biraghi,cristiano-biraghi,C. Biraghi,D,34,184.0,1312,M,122848,EUR,715305600,D,34,34,False,47.0,39.0,9.0,5.0,0.0,18.0,21.0,21.0,26.0,2.0,3.0,,,,,,90.0,66.0,7.5,11.0,,0,0.59,-0.35,-0.07,,6.0,1.0,,,,2.0,2.0,,,,,,,3.0,,1.0,,1.0,,,,,,,,,,,,
14054077,home,Torino,Gvidas Gineitis,gineitis-gvidas,G. Gineitis,M,66,191.0,1444,M,1030829,EUR,1081987200,M,66,66,False,23.0,21.0,1.0,,0.0,11.0,12.0,10.0,11.0,1.0,,,,,,,79.0,33.0,6.7,6.0,,0,-0.02,0.01,0.18,,1.0,4.0,,,,5.0,,,,2.0,1.0,,,,1.0,1.0,,1.0,1.0,3.0,1.0,,,,,,,,,
14054077,home,Torino,Cesare Casadei,cesare-casadei,C. Casadei,M,22,192.0,6525,M,1016788,EUR,1042156800,M,22,22,False,41.0,36.0,2.0,2.0,0.0,22.0,22.0,14.0,19.0,5.0,6.0,,,,,,90.0,58.0,7.6,8.0,,2,0.13,0.42,0.27,,,9.0,1.0,,2.0,3.0,,,,,1.0,,,,1.0,5.0,,,,5.0,4.0,cesarecasadei,2.0,-0.3,,,,,,
14054077,home,Torino,Cyril Ngonge,cyril-ngonge,C. Ngonge,F,16,179.0,1938,M,877037,EUR,959299200,M,26,26,False,18.0,14.0,1.0,1.0,0.0,6.0,6.0,8.0,12.0,1.0,4.0,,,,,,88.0,38.0,6.3,15.0,,0,-0.14,0.26,0.2,,1.0,6.0,,2.0,5.0,8.0,,,2.0,1.0,4.0,,,,1.0,1.0,,,1.0,6.0,2.0,,,,,,,,,
14054077,home,Torino,Nikola Vlašić,nikola-vlasic,N. Vlašić,M,10,178.0,5495,M,357596,EUR,875923200,M,10,10,False,39.0,36.0,1.0,,0.0,14.0,16.0,22.0,23.0,,3.0,,,,,,90.0,55.0,7.3,9.0,,1,0.02,0.16,0.13,,3.0,7.0,1.0,,2.0,3.0,,,,2.0,,,,1.0,1.0,3.0,,2.0,,4.0,2.0,niksivlasic_,,0.32,True,1.0,1.0,,,
14054077,home,Torino,Zakaria Aboukhlal,zakaria-aboukhlal,Z. Aboukhlal,F,7,179.0,7966,M,856737,EUR,950832000,M,7,7,False,10.0,5.0,,,0.0,2.0,4.0,3.0,6.0,,1.0,,,,,,45.0,18.0,6.6,7.0,,2,-0.05,0.25,-0.02,,,3.0,,1.0,2.0,4.0,1.0,,1.0,1.0,2.0,,,,1.0,1.0,,,,,,zakariaaboukhlal,1.0,-0.1,,,,1.0,,
