match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,isHome,incidentClass,player_id,player_name,length,injury,from
10382065,FT,3.0,4.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,
10382065,,3.0,4.0,,90,6.0,,1,,,goal,165700411.0,True,regular,878599.0,Oliver Edvardsen,,,
10382065,,,,,90,0.0,,1,,,injuryTime,,,,,,6.0,,
10382065,,,,,85,,,6,,,substitution,121287064.0,False,injury,,,,True,
10382065,,2.0,4.0,,79,,,12,,,goal,165700313.0,False,regular,847983.0,Sebastian Szymański,,,
10382065,,,,,74,,,17,,,substitution,121286970.0,False,regular,,,,False,
10382065,,,,,74,,,17,,,substitution,121286969.0,False,injury,,,,True,
10382065,,,,,69,,,22,,,substitution,121286931.0,False,regular,,,,False,
10382065,,2.0,3.0,,56,,,35,,,goal,165700168.0,False,regular,803028.0,Javairô Dilrosun,,,
10382065,,,,,52,,,39,,,substitution,121286788.0,True,injury,,,,True,
10382065,,,,,46,,,45,,,substitution,121286736.0,False,regular,,,,False,
10382065,,,,,46,,,45,,,substitution,121286735.0,True,regular,,,,False,
10382065,HT,2.0,2.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,
10382065,,,,,45,0.0,,1,,,injuryTime,,,,,,1.0,,
10382065,,2.0,2.0,,42,,,4,,,goal,165699917.0,False,regular,940647.0,Danilo,,,
10382065,,2.0,1.0,,24,,,22,,,goal,165699758.0,False,regular,940647.0,Danilo,,,
10382065,,2.0,0.0,,13,,,33,,,goal,165699658.0,True,regular,798175.0,Isac Lidberg,,,
10382065,,1.0,0.0,,3,,,43,,,goal,165699588.0,True,ownGoal,1014588.0,Patrik Wålemark,,,owngoal
