match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,player_sofascoreId,stat_shotOffTarget,stat_fouls,stat_keyPass,stat_totalCross,stat_unsuccessfulTouch,captain,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_goalAssist,stat_goodHighClaim,stat_hitWoodwork,stat_ownGoals
10382065,home,Go Ahead Eagles,Jeffrey de Lange,jeffrey-de-lange,J. de Lange,G,12,188.0,623,M,803034,EUR,891388800,G,1,1,False,37.0,19.0,29.0,11.0,12.0,12.0,7.0,25.0,1.0,14.0,5.0,7.0,1.0,90.0,52.0,7.0,18.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382065,home,Go Ahead Eagles,Mats Deijl,mats-deijl,M. Deijl,D,20,180.0,337,M,794013,EUR,868924800,D,2,2,False,36.0,19.0,11.0,5.0,15.0,21.0,4.0,15.0,1.0,10.0,,,,90.0,61.0,6.5,20.0,1,,,1.0,5.0,3.0,9.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
10382065,home,Go Ahead Eagles,Jay Idzes,jay-idzes,J. Idzes,D,21,190.0,19136,M,933641,EUR,959904000,D,6,6,False,33.0,24.0,7.0,,19.0,20.0,5.0,13.0,9.0,2.0,,,,90.0,47.0,6.2,9.0,1,,,5.0,3.0,6.0,3.0,,,,,1.0,,,,jayidzes,1.0,1.0,1.0,,,,,,,,,,,,,,
10382065,home,Go Ahead Eagles,Justin Bakker,justin-bakker,J. Bakker,D,5,189.0,43,M,864153,EUR,888883200,D,26,26,False,46.0,31.0,19.0,8.0,26.0,30.0,5.0,17.0,5.0,6.0,,,,90.0,57.0,6.0,17.0,0,,,1.0,,2.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,
10382065,home,Go Ahead Eagles,Bas Kuipers,bas-kuipers,B. Kuipers,D,25,180.0,146,M,339879,EUR,777081600,D,5,5,False,23.0,13.0,3.0,2.0,6.0,10.0,7.0,13.0,,8.0,,,,90.0,41.0,6.0,15.0,2,,,,4.0,5.0,5.0,,3.0,1.0,1.0,,,,,,1.0,1.0,1.0,,,True,2.0,1.0,1.0,1.0,,,,,,,
10382065,home,Go Ahead Eagles,Evert Linthorst,evert-linthorst,E. Linthorst,M,8,187.0,123,M,932555,EUR,952041600,M,8,8,False,13.0,9.0,,,6.0,10.0,3.0,3.0,,2.0,,,,45.0,18.0,6.7,4.0,1,,,,,1.0,1.0,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
10382065,home,Go Ahead Eagles,Enric Llansana,enric-llansana,E. Llansana,M,24,183.0,329,M,916951,EUR,987033600,M,21,21,False,26.0,20.0,3.0,2.0,16.0,20.0,4.0,6.0,,3.0,,,,90.0,41.0,6.7,11.0,0,,,1.0,1.0,6.0,7.0,1.0,1.0,,,2.0,6.0,2.0,,,,2.0,,,3.0,,1.0,,,,,,,,,,
10382065,home,Go Ahead Eagles,Philippe Rommens,philippe-rommens,P. Rommens,M,88,175.0,233,M,606190,EUR,872035200,M,10,10,False,33.0,28.0,7.0,4.0,15.0,18.0,16.0,22.0,,4.0,,,,90.0,49.0,6.7,11.0,0,,,,2.0,3.0,3.0,,1.0,,,,1.0,1.0,,,,2.0,2.0,7.0,,,1.0,,,,3.0,,,,,,
10382065,home,Go Ahead Eagles,Oliver Edvardsen,oliver-valaker-edvardsen,O. Edvardsen,M,17,175.0,591,M,878599,EUR,921801600,M,23,23,False,11.0,4.0,4.0,2.0,3.0,4.0,1.0,7.0,1.0,3.0,,,,90.0,24.0,6.9,9.0,3,,,,4.0,3.0,6.0,1.0,,,,2.0,,,2.0,,1.0,1.0,,,1.0,,1.0,,,1.0,,2.0,1.0,,,,
10382065,home,Go Ahead Eagles,Bobby Adekanye,bobby-adekanye,B. Adekanye,M,11,170.0,177,M,825851,EUR,918950400,F,11,11,False,7.0,5.0,,,1.0,3.0,5.0,5.0,,2.0,,,,52.0,16.0,7.0,9.0,0,,,,,3.0,,,1.0,,,1.0,,,,,,1.0,3.0,1.0,5.0,,1.0,,2.0,,1.0,,,1.0,,,
