match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_fouls,stat_totalCross,stat_clearanceOffLine,stat_unsuccessfulTouch,stat_accurateCross,captain,stat_bigChanceCreated,stat_shotOffTarget,stat_hitWoodwork,stat_totalOffside,stat_goodHighClaim,stat_bigChanceMissed,player_sofascoreId
12117193,home,Juventude,Mateus Claus,,,mateus-claus,M. Claus,G,12,194,90,M,974334,EUR,775872000,G,77,77,False,21.0,12.0,11.0,3.0,0.0,11.0,14.0,1.0,7.0,1.0,10.0,1.0,4.0,7.0,90.0,37.0,7.4,9.0,0.0003304,0,-0.4568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117193,home,Juventude,Ewerthon,,,ewerton,Ewerthon,D,2,171,176,M,992512,EUR,971222400,D,14,14,False,30.0,22.0,1.0,,0.0,12.0,16.0,10.0,14.0,4.0,7.0,1.0,,,90.0,51.0,6.8,11.0,0.016354,0,,4.0,1.0,6.0,7.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12117193,home,Juventude,Danilo Boza,,,danilo-boza,D. Boza,D,3,184,230,M,924226,EUR,894412800,D,4,4,False,38.0,34.0,3.0,2.0,0.0,29.0,31.0,5.0,7.0,11.0,5.0,,,,90.0,58.0,7.9,4.0,0.00104073,1,,,1.0,1.0,4.0,1.0,,2.0,2.0,2.0,1.0,1.0,,,,1.0,1.0,0.7593,0.9931,,,,,,,,,,,,,,
12117193,home,Juventude,Zé Marcos,,,ze-marcos,Z. Marcos,D,3,188,355,M,901700,EUR,886291200,D,3,3,False,37.0,29.0,11.0,6.0,0.0,21.0,21.0,8.0,16.0,9.0,1.0,,,,90.0,55.0,7.3,8.0,0.00451329,2,,3.0,5.0,5.0,7.0,1.0,,,,2.0,,2.0,1.0,,,1.0,,0.0785,,1.0,1.0,,,,,,,,,,,,
12117193,home,Juventude,Lucas Freitas,,,lucas-freitas,L. Freitas,D,43,184,1198,M,1069729,EUR,979948800,D,43,43,False,24.0,21.0,4.0,3.0,0.0,13.0,14.0,8.0,11.0,2.0,3.0,,,,73.0,41.0,7.5,6.0,0.0342259,1,,,2.0,3.0,4.0,1.0,1.0,,,1.0,,2.0,2.0,,,,,0.0453,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,
12117193,home,Juventude,Marcelinho,Marcelinho,,marcelinho,Marcelinho,M,99,164,258,M,1046439,EUR,1039564800,M,11,11,False,23.0,21.0,3.0,3.0,1.0,7.0,8.0,15.0,16.0,1.0,6.0,,,,80.0,36.0,8.4,4.0,0.226127,3,,,,3.0,2.0,1.0,,1.0,,,2.0,,,2.0,3.0,2.0,1.0,0.5175,0.8797,1.0,1.0,1.0,,1.0,1.0,,,,,,,,
12117193,home,Juventude,Jádson,,,jadson,Jádson,M,16,171,454,M,243651,EUR,746668800,M,16,16,False,42.0,32.0,7.0,3.0,0.0,21.0,23.0,11.0,20.0,2.0,9.0,,,,90.0,65.0,7.5,15.0,0.0169277,0,,,1.0,2.0,10.0,,2.0,,,1.0,1.0,6.0,5.0,3.0,2.0,,,,,,,1.0,,,,True,,,,,,,
12117193,home,Juventude,Davi Goes,Davi Goes,,davi-goes,D. Goes,M,88,185,129,M,1823607,EUR,1119398400,M,88,88,False,10.0,8.0,1.0,1.0,0.0,4.0,5.0,4.0,5.0,1.0,3.0,,,,45.0,17.0,6.5,4.0,0.00985884,1,,1.0,,4.0,3.0,1.0,1.0,,,,,2.0,2.0,1.0,,,,0.0174,,1.0,1.0,,,,,,,,,,,,
12117193,home,Juventude,Erick Farias,,,erick-farias,E. Farias,F,97,172,479,M,927667,EUR,852249600,M,7,7,False,26.0,24.0,1.0,1.0,0.0,14.0,14.0,10.0,15.0,,4.0,,,,90.0,43.0,6.7,11.0,0.0186034,1,,1.0,1.0,6.0,5.0,1.0,1.0,4.0,3.0,,,,,1.0,2.0,1.0,,0.037,0.2543,,2.0,3.0,,3.0,,,,,,,,,
12117193,home,Juventude,Ronie Carrillo,,,ronie-carrillo,R. Carrillo,F,9,186,271,M,873891,EUR,842140800,F,79,79,False,12.0,9.0,,,0.0,3.0,4.0,6.0,9.0,2.0,3.0,,,,66.0,28.0,7.5,9.0,0.00514739,3,,3.0,1.0,7.0,2.0,,2.0,2.0,1.0,1.0,,,,,,2.0,1.0,0.298,0.5807,1.0,1.0,1.0,,2.0,,,,,,,,,
