match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,player_firstName,player_lastName,stat_aerialLost,stat_challengeLost,stat_outfielderBlock,stat_keyPass,stat_accurateLongBalls,stat_totalTackle,stat_wonTackle,stat_accurateCross,stat_totalOffside,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_goals,stat_wasFouled,stat_penaltyWon,captain,stat_bigChanceCreated,stat_bigChanceMissed,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,stat_penaltyConceded
11406778,home,Inter,Yann Sommer,yann-sommer,Y. Sommer,G,1,183,12749,M,yannsommer,16206,EUR,598320000,G,1,1,False,37.0,34.0,2.0,0.0,34.0,37.0,12.0,1.0,1.0,3.0,90.0,48.0,7.3,3.0,0.00011068,0,0.137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406778,home,Inter,Benjamin Pavard,benjamin-pavard,B. Pavard,D,28,186,10877,M,benpavard21,787505,EUR,827971200,D,28,28,False,50.0,44.0,2.0,0.0,17.0,19.0,1.0,,,,90.0,62.0,7.1,9.0,0.108062,1,,27.0,33.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0238,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406778,home,Inter,Stefan de Vrij,stefan-de-vrij,S. de Vrij,D,6,188,5674,M,Stefandevrij,91046,EUR,697248000,D,6,6,False,61.0,57.0,1.0,0.0,34.0,37.0,4.0,,,,90.0,67.0,7.2,4.0,0.227363,0,,23.0,24.0,,4.0,5.0,4.0,,3.0,1.0,,1.0,,,,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11406778,home,Inter,Alessandro Bastoni,alessandro-bastoni,A. Bastoni,D,95,190,15274,M,alessandrobastoni,826188,EUR,923961600,D,95,95,False,63.0,55.0,4.0,0.0,38.0,41.0,3.0,,,,71.0,70.0,7.0,11.0,0.0116064,0,,17.0,25.0,3.0,,3.0,3.0,,,,,1.0,,,,1.0,1.0,1.0,,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,
11406778,home,Inter,Matteo Darmian,matteo-darmian,M. Darmian,M,36,182,3779,M,,19352,EUR,628560000,M,36,36,False,39.0,36.0,,0.0,14.0,14.0,4.0,,,,90.0,51.0,6.8,3.0,0.0174774,0,,23.0,26.0,1.0,1.0,3.0,2.0,,2.0,,,,,,,1.0,2.0,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,
11406778,home,Inter,Nicolò Barella,nicolo-barella,N. Barella,M,23,175,21290,M,nicolo_barella,363856,EUR,855273600,M,23,23,False,64.0,55.0,3.0,0.0,24.0,26.0,2.0,,,,72.0,74.0,7.2,12.0,0.10518,1,,31.0,38.0,,1.0,2.0,4.0,,,1.0,,,0.0389,,,,,,,2.0,1.0,1.0,,,2.0,2.0,2.0,1.0,0.1379,,,,,,,,,,,,
11406778,home,Inter,Hakan Çalhanoğlu,hakan-calhanoglu,H. Çalhanoğlu,M,20,178,32988,M,HÇalhanoğlu,135700,EUR,760665600,M,20,20,False,80.0,76.0,3.0,0.0,48.0,50.0,6.0,,,,63.0,92.0,8.8,4.0,0.0504344,5,,28.0,30.0,,,1.0,1.0,1.0,,1.0,,,0.9538,,,1.0,,2.0,1.0,2.0,1.0,,,,,,,2.0,1.1245,2.0,2.0,,,,,,,,,,
11406778,home,Inter,Henrikh Mkhitaryan,henrikh-mkhitaryan,H. Mkhitaryan,M,22,178,8680,M,micki_taryan,37151,EUR,601344000,M,22,22,False,45.0,43.0,1.0,1.0,19.0,19.0,3.0,,,,63.0,55.0,7.6,2.0,0.0663987,1,,24.0,26.0,,,1.0,2.0,1.0,1.0,2.0,,,0.0891,,,,1.0,,3.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,
11406778,home,Inter,Carlos Augusto,carlos-augusto,C. Augusto,D,30,184,7355,M,,929199,EUR,915667200,M,30,30,False,62.0,59.0,,0.0,23.0,26.0,3.0,,,,90.0,74.0,7.2,8.0,0.0479212,2,,36.0,37.0,1.0,1.0,2.0,2.0,2.0,1.0,,1.0,1.0,0.0626,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,
11406778,home,Inter,Marcus Thuram,marcus-thuram,M. Thuram,F,9,192,25521,M,m_thuram,791702,EUR,870825600,F,9,9,False,18.0,12.0,,0.0,4.0,7.0,1.0,,,,63.0,32.0,7.2,12.0,0.163884,1,,8.0,11.0,,,6.0,4.0,1.0,,,2.0,,0.0436,,,,2.0,,,,1.0,1.0,,,4.0,1.0,1.0,,,,,2.0,1.0,,,,,,,,
