match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_aerialWon,stat_duelWon,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_totalOffside,stat_expectedGoals,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_shotOffTarget,stat_errorLeadToAShot,stat_wasFouled,stat_keyPass,captain,stat_interceptionWon,stat_fouls,stat_totalCross,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_hitWoodwork,stat_unsuccessfulTouch,stat_accurateCross,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_wonTackle,stat_goodHighClaim,stat_punches,stat_goalAssist,stat_goals
11450049,home,Gaziantep FK,Florin Niță,florin-nita,F. Niță,G,185.0,1579,M,83551,EUR,552268800,G,33,33,False,26.0,22.0,5.0,1.0,21.0,25.0,1.0,1.0,1.0,11.0,3.0,4.0,1.0,1.0,90.0,36.0,6.9,4.0,0.00046429,0,0.872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450049,home,Gaziantep FK,Ertuğrul Ersoy,ertugrul-ersoy,E. Ersoy,D,185.0,88,M,355004,EUR,855792000,D,15,15,False,26.0,23.0,2.0,,15.0,17.0,8.0,9.0,1.0,1.0,,,,,43.0,33.0,6.5,3.0,0.00439566,1,,5,1.0,2.0,1.0,1.0,1.0,1.0,0.0136,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450049,home,Gaziantep FK,Nicolas N'Koulou,nicolas-nkoulou,N. N'Koulou,D,184.0,462,M,38533,EUR,638496000,D,63,63,False,53.0,51.0,4.0,2.0,29.0,29.0,22.0,24.0,,5.0,,,,,90.0,65.0,6.8,2.0,0.00693259,2,,3,3.0,5.0,1.0,1.0,1.0,,0.2165,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11450049,home,Gaziantep FK,Papy Djilobodji,papy-djilobodji,P. Djilobodji,D,193.0,175,M,106661,EUR,596937600,D,3,3,False,37.0,31.0,6.0,3.0,17.0,18.0,14.0,19.0,2.0,4.0,,,,,45.0,40.0,6.4,6.0,0.00933015,0,,3,,,,,,,,,,,1.0,,,,,True,1.0,1.0,,,,,,,,,,,,,,,,,
11450049,home,Gaziantep FK,Mustafa Eskihellaç,mustafa-eskihellac,M. Eskihellaç,D,175.0,571,M,899069,EUR,862790400,D,11,11,False,60.0,51.0,2.0,1.0,10.0,12.0,41.0,49.0,2.0,4.0,,,,,90.0,91.0,6.9,16.0,0.041285,3,,19,,5.0,1.0,,1.0,,0.0479,,,,6.0,2.0,,3.0,1.0,,1.0,,1.0,2.0,1.0,4.0,1.0,1.0,2.0,,,,,,,,,,
11450049,home,Gaziantep FK,Ogün Özçiçek,ogun-ozcicek,O. Özçiçek,M,172.0,50,M,859783,EUR,917136000,M,61,61,False,52.0,47.0,3.0,2.0,20.0,20.0,27.0,32.0,,9.0,,,,,90.0,65.0,6.7,8.0,0.0196062,3,,61,,4.0,,,2.0,,0.1743,,,,5.0,3.0,1.0,1.0,,,,4.0,,1.0,,1.0,1.0,2.0,3.0,,,,,,,,,,
11450049,home,Gaziantep FK,Deian Sorescu,deian-sorescu,D. Sorescu,M,175.0,703,M,797602,EUR,872812800,M,18,18,False,50.0,44.0,5.0,2.0,17.0,18.0,31.0,42.0,,5.0,,,,,90.0,77.0,6.8,16.0,0.143189,1,,18,,1.0,,,1.0,,0.0188,,,,5.0,,,,2.0,,1.0,1.0,10.0,2.0,1.0,1.0,,,2.0,4.0,1.0,1.0,0.0404,,,,,,
11450049,home,Gaziantep FK,Jamiro Monteiro,monteiro-jamiro,J. Monteiro,M,175.0,308,M,815080,EUR,754444800,M,23,23,False,39.0,34.0,1.0,,9.0,10.0,26.0,32.0,,4.0,,,,,67.0,51.0,6.5,12.0,0.172198,2,,35,,1.0,,,,,0.3657,Jamiro,Monteiro,,1.0,2.0,,,1.0,,,,3.0,,,2.0,1.0,,4.0,1.0,,,,1.0,,,,,
11450049,home,Gaziantep FK,Alexandru Maxim,alexandru-maxim,A. Maxim,M,177.0,793,M,180511,EUR,647395200,M,44,44,False,56.0,51.0,5.0,5.0,13.0,13.0,39.0,48.0,,3.0,,,,,75.0,66.0,7.1,10.0,0.0830356,1,,44,,1.0,,,1.0,,0.0313,,,,2.0,,,,2.0,,,,5.0,2.0,,,,,,1.0,,1.0,0.5519,,1.0,,,,
11450049,home,Gaziantep FK,Lazar Marković,lazar-markovic,L. Marković,M,175.0,330,M,98461,EUR,762566400,M,50,50,False,24.0,19.0,1.0,,8.0,9.0,11.0,15.0,1.0,,,,,,76.0,33.0,6.1,7.0,0.00807128,2,,50,,1.0,2.0,,,,0.1275,,,1.0,3.0,,,1.0,1.0,,1.0,,,,,2.0,,,,,,,,,,,,,
11450049,home,Gaziantep FK,Denis Drăguş,denis-dragus,D. Drăguş,F,184.0,2440,M,841199,EUR,931219200,F,70,70,False,30.0,23.0,3.0,2.0,2.0,3.0,23.0,31.0,,1.0,,,,,90.0,53.0,8.2,15.0,0.403299,1,,70,1.0,4.0,,,,,0.0332,,,3.0,7.0,,,1.0,8.0,,,2.0,4.0,1.0,1.0,2.0,2.0,,4.0,2.0,2.0,1.0,0.0385,,,,,,
11450049,home,Gaziantep FK,Arda Kızıldağ,arda-kizildag,A. Kızıldağ,D,187.0,127,M,904228,EUR,908409600,D,4,4,True,40.0,37.0,3.0,3.0,18.0,19.0,19.0,21.0,2.0,5.0,,,,,47.0,43.0,6.6,3.0,0.0336818,0,,4,,1.0,,,,,,,,3.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
11450049,home,Gaziantep FK,Aliou Badji,aliou-badji,A. Badji,F,188.0,484,M,869845,EUR,876441600,F,7,7,True,7.0,4.0,1.0,1.0,,,4.0,7.0,,1.0,,,,,45.0,12.0,6.5,5.0,0.00495053,1,,11,2.0,3.0,,,1.0,,0.0655,,,,2.0,1.0,,,1.0,,,1.0,,,1.0,,,,1.0,,,,,1.0,1.0,,,,
11450049,home,Gaziantep FK,Max Gradel,max-gradel,M. Gradel,M,177.0,1287,M,16590,EUR,565228800,M,10,10,True,10.0,8.0,,,4.0,4.0,5.0,10.0,,,,,,,23.0,17.0,6.3,6.0,0.0624581,2,,,,,,,,1.0,0.19,,,,1.0,1.0,,,,,,,4.0,,,1.0,,,,1.0,,1.0,0.8288,1.0,,,,,
11450049,home,Gaziantep FK,Furkan Soyalp,furkan-soyalp,F. Soyalp,M,175.0,70,M,226992,EUR,802915200,M,5,5,True,9.0,6.0,,,,,6.0,10.0,,1.0,,,,,15.0,12.0,6.8,4.0,0.00870717,1,,33,,1.0,,,,,0.0112,,,,1.0,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,
11450049,home,Gaziantep FK,Janio Bikel,janio-bikel,J. Bikel,M,175.0,105,M,581606,EUR,804297600,M,12,12,True,8.0,8.0,,,3.0,3.0,5.0,5.0,,1.0,,,,,14.0,10.0,6.7,1.0,0.00213757,0,,,,1.0,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,
11450049,home,Gaziantep FK,Mustafa Burak Bozan,bozan-mustafa-burak,M. B. Bozan,G,196.0,107,M,934201,EUR,966988800,G,1,1,True,,,,,,,,,,,,,,,,,,,,0,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450049,home,Gaziantep FK,Mirza Cihan,mirza-cihan,M. Cihan,M,175.0,29,M,909289,EUR,972518400,M,26,26,True,,,,,,,,,,,,,,,,,,,,0,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450049,home,Gaziantep FK,Marko Jevtović,marko-jevtovic,M. Jevtović,M,194.0,134,M,310068,EUR,743472000,M,8,8,True,,,,,,,,,,,,,,,,,,,,0,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450049,home,Gaziantep FK,Júnior Morais,junior-morais,J. Morais,M,176.0,58,M,79056,EUR,522374400,D,13,13,True,,,,,,,,,,,,,,,,,,,,0,,12,,,,,,,,Júnior,Morais,,,,,,,,,,,,,,,,,,,,,,,,,,
11450049,home,Gaziantep FK,Mehmet Kuzucu,mehmet-kuzucu,M. Kuzucu,F,,13,M,1394336,EUR,1064016000,M,93,93,True,,,,,,,,,,,,,,,,,,,,0,,93,,,,,,,,Mehmet Kuzucu,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450049,away,Alanyaspor,Ertuğrul Taşkıran,ertugrul-taskiran,E. Taşkıran,G,191.0,137,M,105974,EUR,626227200,G,1,1,False,28.0,24.0,8.0,4.0,22.0,23.0,2.0,5.0,4.0,9.0,2.0,4.0,1.0,1.0,90.0,47.0,8.3,4.0,0.00076664,0,1.4596,1,2.0,3.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,4.0,1.0,,
11450049,away,Alanyaspor,Florent Hadergjonaj,florent-hadergjonaj,F. Hadergjonaj,D,183.0,410,M,354860,EUR,775612800,D,94,94,False,37.0,28.0,5.0,2.0,22.0,26.0,6.0,12.0,2.0,1.0,,,,,90.0,58.0,6.8,12.0,0.0138849,0,,94,1.0,4.0,,,1.0,1.0,,,,1.0,4.0,,,,,,,1.0,1.0,1.0,,3.0,2.0,,,,,,,,1.0,,,,
11450049,away,Alanyaspor,Furkan Bayır,furkan-bayir,F. Bayır,D,188.0,77,M,1003161,EUR,950054400,D,4,4,False,58.0,47.0,9.0,2.0,42.0,48.0,5.0,10.0,4.0,1.0,,,,,90.0,70.0,7.4,11.0,0.00238531,1,,23,2.0,5.0,,2.0,2.0,,0.0423,,,2.0,4.0,1.0,,1.0,,,1.0,2.0,,,,,,,,,,,,,2.0,,,,
