match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_shotValueNormalized,stat_accurateCross,stat_totalClearance,stat_outfielderBlock,stat_wasFouled,stat_keyPass,stat_dispossessed,stat_totalContest,stat_interceptionWon,captain,stat_errorLeadToAGoal,player_firstName,stat_wonContest,player_lastName,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_hitWoodwork,player_sofascoreId,stat_totalOffside
13981620,home,Bologna,Federico Ravaglia,federico-ravaglia,F. Ravaglia,G,13,196,580,M,850952,EUR,942278400,G,13,13,False,40.0,35.0,8.0,4.0,0.0,30.0,31.0,5.0,9.0,10.0,1.0,1.0,2.0,1.0,90.0,49.0,6.8,5.0,0.00139813,168.95972182687,19.0,55.65,15.96,0.1862,0,0.131,0.07,0.02,-0.16,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981620,home,Bologna,Emil Holm,emil-holm,E. Holm,D,2,191,1648,M,965264,EUR,958176000,D,2,2,False,31.0,23.0,4.0,,0.0,10.0,12.0,13.0,19.0,2.0,,,,,45.0,47.0,6.1,15.0,0.00274845,137.54542510077,12.0,125.58,37.485,,2,,0.06,0.09,-0.35,,3.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.1462,64.543957183477,2.0,-0.3,,,,,,,,,,,,,,,,,,,,
13981620,home,Bologna,Nicolò Casale,nicolo-casale,N. Casale,D,16,191,431,M,862697,EUR,887414400,D,16,16,False,59.0,57.0,4.0,3.0,0.0,33.0,34.0,24.0,25.0,3.0,,,,,90.0,66.0,6.7,2.0,0.0939836,271.14253785734,25.0,123.69,19.74,,0,,0.25,0.1,-0.22,,1.0,1.0,2.0,2.0,3.0,,,,,,,1.0,,22.539787044247,1.0,,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
13981620,home,Bologna,Torbjørn Heggem,torbjorn-heggem,T. Heggem,D,14,192,759,M,933264,EUR,916099200,D,14,14,False,57.0,52.0,2.0,1.0,0.0,35.0,37.0,17.0,20.0,8.0,,,,,90.0,70.0,6.3,8.0,0.00331576,234.91817974656,32.0,78.33,17.535,,1,,0.02,0.24,-0.17,,,1.0,3.0,5.0,3.0,2.0,1.0,,,,1.0,,0.0857,35.286206524731,2.0,-0.26,,1.0,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,
13981620,home,Bologna,Juan Miranda,juan-miranda,J. Miranda,D,33,185,2208,M,855829,EUR,948240000,D,33,33,False,59.0,50.0,4.0,1.0,0.0,24.0,26.0,26.0,33.0,3.0,,,,,90.0,90.0,7.5,19.0,0.833269,211.61770727138,30.0,81.375,13.965,,1,,0.95,0.15,-0.31,,16.0,,,1.0,1.0,,,1.0,1.0,1.0,3.0,1.0,0.0269,,,-0.03,10.0,4.0,,,4.0,,,,,,,,,,,,,,,
13981620,home,Bologna,Tommaso Pobega,tommaso-pobega,T. Pobega,M,4,188,1344,M,928796,EUR,931996800,M,4,4,False,28.0,23.0,3.0,1.0,0.0,7.0,7.0,16.0,21.0,1.0,,,,,72.0,34.0,6.3,6.0,0.00724219,52.723933097598,7.0,8.925,6.09,,0,,-0.01,-0.08,-0.07,,,3.0,,7.0,4.0,,,,4.0,2.0,,3.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,
13981620,home,Bologna,Remo Freuler,remo-freuler,R. Freuler,M,8,181,1928,M,115516,EUR,703296000,M,8,8,False,32.0,31.0,1.0,1.0,0.0,17.0,17.0,14.0,15.0,2.0,,,,,45.0,38.0,6.1,3.0,0.0184387,161.68851441393,19.0,40.215,11.76,,0,,0.11,0.16,-0.45,,1.0,,,1.0,,1.0,,,,,1.0,,,32.532765263916,2.0,,,2.0,,,1.0,,,,True,1.0,,,,,,,,,,
13981620,home,Bologna,Riccardo Orsolini,riccardo-orsolini,R. Orsolini,M,7,183,5740,M,793645,EUR,854064000,M,7,7,False,13.0,11.0,2.0,1.0,0.0,4.0,4.0,7.0,9.0,2.0,,,,,45.0,25.0,6.4,9.0,0.00548891,81.80276108687,7.0,51.975,29.61,,1,,0.0,0.08,-0.1,,1.0,,,3.0,2.0,,,1.0,1.0,1.0,2.0,,0.0204,56.630864864124,3.0,-0.01,,,,1.0,,2.0,1.0,,,,,,,,,,,,,
13981620,home,Bologna,Jens Odgaard,jens-odgaard,J. Odgaard,M,21,188,1820,M,826064,EUR,922838400,M,21,21,False,10.0,5.0,1.0,1.0,0.0,2.0,3.0,3.0,7.0,2.0,,,,,45.0,17.0,6.6,7.0,0.0020471,37.071589278252,5.0,2.94,5.04,,0,,-0.07,0.02,-0.11,,1.0,1.0,1.0,1.0,5.0,,,,,,1.0,,,,,,,,,4.0,,,,,,,,,,,,,,,,
13981620,home,Bologna,Nicolò Cambiaghi,cambiaghi-nicolo,N. Cambiaghi,F,28,173,1123,M,971005,EUR,977961600,M,28,28,False,31.0,26.0,2.0,,0.0,4.0,4.0,22.0,27.0,6.0,,,,,90.0,53.0,6.7,15.0,0.0982932,202.49061217345,23.0,96.915,29.4,,1,,0.19,0.32,-0.19,,8.0,,,6.0,6.0,1.0,,1.0,4.0,4.0,1.0,4.0,0.0283,74.840420830905,3.0,-0.08,1.0,,,2.0,,1.0,,,,,,,,,,,,,,
