match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_bigChanceCreated,stat_totalClearance,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_challengeLost,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_unsuccessfulTouch,stat_expectedGoals,stat_accurateCross,stat_blockedScoringAttempt,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_goals,stat_hitWoodwork
12436480,home,Southampton,Aaron Ramsdale,,,aaron-ramsdale,A. Ramsdale,G,32,191,8533,M,ARamsdale,839410,EUR,895104000,G,30,30,False,37.0,22.0,30.0,15.0,0.0,9.0,11.0,13.0,26.0,7.0,1.0,1.0,90.0,44.0,6.8,15.0,0.00479735,0,-0.5844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436480,home,Southampton,Taylor Harwood-Bellis,,,taylor-harwood-bellis,T. Harwood-Bellis,D,6,185,1654,M,,980637,EUR,1012348800,D,6,6,False,75.0,67.0,8.0,5.0,0.0,39.0,42.0,28.0,34.0,9.0,,,90.0,85.0,7.3,9.0,0.129972,0,,1.0,2.0,5.0,3.0,6.0,1.0,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12436480,home,Southampton,Jan Bednarek,,,jan-bednarek,J. Bednarek,D,5,189,6978,M,janbednarek_,286085,EUR,829267200,D,35,35,False,43.0,42.0,3.0,2.0,0.0,32.0,32.0,10.0,11.0,3.0,,,90.0,55.0,7.4,1.0,0.00316275,0,,,4.0,1.0,6.0,3.0,,4.0,3.0,,1.0,,True,1.0,3.0,2.0,2.0,,,,,,,,,,,,,,
12436480,home,Southampton,Nathan Wood,,,nathan-wood,N. Wood,D,15,188,204,M,,944200,EUR,1022803200,D,15,15,False,62.0,54.0,5.0,3.0,0.0,33.0,34.0,21.0,29.0,7.0,,,90.0,71.0,6.9,10.0,0.01414,1,,1.0,3.0,2.0,5.0,6.0,,,,1.0,3.0,,,,,1.0,1.0,2.0,2.0,1.0,1.0,0.0501,,,,,,,,,
12436480,home,Southampton,Yukinari Sugawara,,,yukinari-sugawara,Y. Sugawara,D,3,179,2828,M,,905347,EUR,962150400,M,16,16,False,30.0,24.0,2.0,,0.0,10.0,12.0,17.0,23.0,3.0,,,61.0,43.0,7.2,8.0,0.103825,1,,5.0,,,1.0,3.0,1.0,,,,1.0,2.0,,,1.0,3.0,1.0,,,,,0.0392,3.0,1.0,,,,,,,
12436480,home,Southampton,Flynn Downes,Flynn,Downes,flynn-downes,F. Downes,M,4,172,375,M,,879810,EUR,916790400,M,4,4,False,17.0,13.0,2.0,2.0,0.0,9.0,11.0,4.0,6.0,4.0,,,61.0,26.0,6.9,4.0,0.00167883,1,,,,,1.0,2.0,,1.0,2.0,1.0,1.0,,,,,1.0,1.0,,,1.0,,0.0072,,,,,,,,,
12436480,home,Southampton,Lesley Ugochukwu,,,lesley-ugochukwu,L. Ugochukwu,M,8,188,5004,M,l.ugochukwu8,1048916,EUR,1080259200,M,26,26,False,41.0,36.0,1.0,1.0,0.0,11.0,13.0,25.0,29.0,2.0,,,87.0,50.0,6.9,7.0,0.0337289,1,,1.0,1.0,1.0,6.0,4.0,,,1.0,,3.0,1.0,,1.0,,1.0,,2.0,2.0,,,0.0708,,1.0,1.0,,,,,,
12436480,home,Southampton,Kyle Walker-Peters,,,kyle-walker-peters,K. Walker-Peters,D,2,173,1504,M,,823085,EUR,860889600,M,2,2,False,43.0,37.0,2.0,1.0,0.0,14.0,16.0,23.0,30.0,4.0,,,86.0,66.0,7.7,11.0,0.560374,2,,3.0,2.0,1.0,6.0,5.0,1.0,3.0,,2.0,,3.0,,2.0,,1.0,1.0,2.0,1.0,,,0.045,,,1.0,2.0,0.1497,,,,
12436480,home,Southampton,Mateus Fernandes,,,mateus-fernandes,M. Fernandes,M,18,178,3830,M,,1142562,EUR,1089417600,F,18,18,False,22.0,21.0,1.0,1.0,0.0,4.0,4.0,19.0,22.0,3.0,,,73.0,42.0,7.0,8.0,0.328417,2,,4.0,,,5.0,5.0,,1.0,1.0,1.0,1.0,4.0,,,,3.0,,5.0,1.0,1.0,1.0,0.2126,2.0,,,1.0,0.0537,1.0,,,
12436480,home,Southampton,Adam Armstrong,Adam,Armstrong,adam-armstrong,A. Armstrong,F,9,172,1450,M,,361352,EUR,855532800,F,9,9,False,14.0,10.0,1.0,,0.0,4.0,6.0,7.0,9.0,,,,73.0,21.0,6.8,6.0,0.0842002,1,,1.0,,,4.0,2.0,1.0,,,1.0,,1.0,,2.0,,,,1.0,1.0,1.0,,0.0381,1.0,,2.0,,,,,,
