match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_dispossessed,stat_outfielderBlock,stat_keyPass,stat_wonTackle,stat_accurateCross,stat_totalContest,stat_wonContest,stat_goals,stat_shotOffTarget,stat_fouls,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_totalOffside,stat_punches,stat_challengeLost,stat_clearanceOffLine,stat_lastManTackle,stat_bigChanceCreated,player_sofascoreId
12448315,home,FC Groningen,Etienne Vaessen,etienne-vaessen,E. Vaessen,G,1,187,465,M,809408,EUR,806716800,G,1,1,False,42.0,19.0,37.0,14.0,0.0,7.0,13.0,12.0,29.0,11.0,3.0,4.0,90.0,49.0,7.6,23.0,0.00416913,0,1.2532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448315,home,FC Groningen,Leandro Bacuna,leandro-bacuna,L. Bacuna,D,8,187,435,M,74545,EUR,682732800,D,7,7,False,36.0,27.0,8.0,3.0,0.0,10.0,12.0,17.0,25.0,5.0,,,90.0,59.0,7.3,13.0,0.0242498,1,,True,1.0,1.0,2.0,1.0,4.0,1.0,5.0,1.0,1.0,2.0,1.0,0.0432,0.0848,,,,,,,,,,,,,,,,,,,,,
12448315,home,FC Groningen,Marco Rente,marco-rente,M. Rente,D,5,185,163,M,827103,EUR,856828800,D,5,5,False,36.0,30.0,3.0,1.0,0.0,21.0,23.0,9.0,13.0,3.0,,,90.0,52.0,7.5,7.0,0.0139706,0,,,,2.0,6.0,3.0,7.0,,7.0,2.0,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
12448315,home,FC Groningen,Thijmen Blokzijl,thijmen-blokzijl,T. Blokzijl,D,3,181,296,M,1121401,EUR,1109289600,D,3,3,False,49.0,42.0,3.0,1.0,0.0,31.0,34.0,11.0,15.0,6.0,,,90.0,63.0,7.5,8.0,0.00484582,0,,,,,,,3.0,,5.0,2.0,3.0,1.0,,,,Thijmen Blokzijl,,,2.0,,1.0,,,,,,,,,,,,,,,
12448315,home,FC Groningen,Wouter Prins,wouter-prins,W. Prins,D,2,173,77,M,1481249,EUR,1076025600,D,2,2,False,17.0,9.0,3.0,,0.0,6.0,6.0,4.0,12.0,3.0,,,60.0,37.0,6.9,10.0,0.0485313,0,,,1.0,2.0,3.0,2.0,8.0,,3.0,,5.0,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,
12448315,home,FC Groningen,Luciano Valente,luciano-valente,L. Valente,M,10,189,1455,M,1121400,EUR,1065225600,M,10,10,False,42.0,32.0,1.0,1.0,0.0,17.0,17.0,15.0,26.0,6.0,,,84.0,62.0,7.5,18.0,0.236775,1,,,1.0,1.0,,4.0,4.0,1.0,,1.0,,2.0,1.0,0.0865,0.252,Luciano Valente,,2.0,,,,,4.0,3.0,1.0,,,,,,,,,,,
12448315,home,FC Groningen,Johan Hove,johan-hove,J. Hove,M,8,177,335,M,839953,EUR,968284800,M,8,8,False,34.0,27.0,3.0,1.0,0.0,13.0,14.0,14.0,20.0,7.0,,,84.0,46.0,7.2,9.0,0.0214765,1,,,,1.0,2.0,3.0,6.0,,2.0,,2.0,1.0,1.0,0.0262,,,,,,1.0,2.0,,2.0,1.0,,1.0,1.0,,,,,,,,,
12448315,home,FC Groningen,Stije Resink,stije-resink,S. Resink,M,6,186,608,M,1090328,EUR,1053993600,M,6,6,False,53.0,39.0,6.0,1.0,1.0,10.0,15.0,29.0,38.0,10.0,,,90.0,74.0,8.1,18.0,0.0663214,3,,,,,3.0,2.0,11.0,2.0,2.0,1.0,6.0,3.0,1.0,0.1694,0.8023,Stije Resink,,,,1.0,4.0,,2.0,1.0,,,1.0,1.0,,,,,,,,
12448315,home,FC Groningen,Mats Seuntjens,mats-seuntjens,M. Seuntjens,M,20,187,138,M,163541,EUR,703468800,M,20,20,False,29.0,22.0,8.0,5.0,0.0,7.0,10.0,16.0,25.0,9.0,,,73.0,50.0,6.9,20.0,0.264697,1,,,6.0,2.0,1.0,10.0,3.0,1.0,,,1.0,2.0,,0.0287,0.0445,,,2.0,,2.0,1.0,1.0,4.0,1.0,,,3.0,,,,,,,,,
12448315,home,FC Groningen,Brynjólfur Darri Willumsson,brynjolfur-darri-willumsson,B. Darri Willumsson,F,9,185,358,M,907520,EUR,966038400,F,9,9,False,23.0,13.0,,,0.0,4.0,4.0,9.0,19.0,3.0,,,90.0,44.0,6.6,22.0,0.0380985,2,,,,2.0,7.0,11.0,10.0,1.0,,,,6.0,3.0,0.0665,0.024,,,3.0,,1.0,,,3.0,,,,3.0,1.0,,,,,,,,
12448315,home,FC Groningen,Thijs Oosting,thijs-oosting,T. Oosting,M,25,176,133,M,876233,EUR,957225600,F,25,25,False,10.0,9.0,2.0,1.0,0.0,4.0,5.0,5.0,5.0,2.0,,,60.0,19.0,6.8,7.0,0.00443084,2,,,,,1.0,3.0,1.0,2.0,1.0,,,6.0,,0.3041,0.2037,,,,,,,,,,,,3.0,,1.0,2.0,,,,,,
12448315,home,FC Groningen,Marvin Peersman,marvin-peersman,M. Peersman,D,43,185,131,M,76160,EUR,666144000,D,43,43,True,17.0,8.0,4.0,1.0,0.0,,5.0,8.0,12.0,2.0,,,30.0,31.0,7.2,14.0,0.0210559,0,,,,,,,5.0,,2.0,,4.0,2.0,1.0,,,,,,,,3.0,,,,,,,,,,,,,,,
12448315,home,FC Groningen,Thom van Bergen,thom-van-bergen,T. v. Bergen,F,26,180,457,M,1413536,EUR,1073347200,F,26,26,True,15.0,10.0,,,0.0,3.0,4.0,7.0,12.0,4.0,,,30.0,21.0,6.7,6.0,0.00626389,0,,,1.0,,1.0,,2.0,,,,,,1.0,,,Thom van Bergen,,,,,,,,,,,,,,,,,,,,
12448315,home,FC Groningen,Tika de Jonge,tika-de-jonge,T. d. Jonge,M,8,182,103,M,1121402,EUR,1047340800,M,18,18,True,6.0,4.0,,,0.0,2.0,3.0,2.0,3.0,2.0,,,17.0,9.0,6.6,2.0,0.00056489,0,,,,,1.0,1.0,2.0,,,,,,,,,Tika de Jonge,,,,,,,1.0,1.0,,,1.0,,,,,,,,,
12448315,home,FC Groningen,Jorg Schreuders,jorg-schreuders,J. Schreuders,M,14,177,234,M,1424404,EUR,1094688000,M,14,14,True,5.0,2.0,1.0,,0.0,,,2.0,5.0,,,,10.0,8.0,6.6,3.0,0.00148049,0,,,,,,,1.0,,,,,,,,,Jorg Schreuders,,,,,,,1.0,1.0,,,,,,,,,,,,
12448315,home,FC Groningen,Dave Kwakman,dave-kwakman,D. Kwakman,M,23,186,255,M,1146002,EUR,1091836800,M,16,16,True,4.0,4.0,,,0.0,,,4.0,4.0,1.0,,,10.0,6.0,6.7,1.0,0.00863903,0,,,,,,1.0,1.0,,,,,,,,,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,
12448315,home,FC Groningen,Dirk Baron,dirk-baron,D. Baron,G,24,191,47,M,1191214,EUR,1029456000,G,24,24,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Dirk Baron,,,,,,,,,,,,,,,,,,,,
