match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_wonTackle,stat_fouls,captain,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_dispossessed,player_firstName,player_lastName,stat_accurateCross,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,player_sofascoreId,stat_penaltyFaced,stat_punches,stat_penaltyConceded
12117196,home,Vitória,Lucas Arcanjo,lucas-arcanjo,L. Arcanjo,G,1,190,811,M,982558,EUR,902534400,G,1,1,False,36.0,16.0,24.0,4.0,0.0,12.0,13.0,4.0,23.0,10.0,2.0,5.0,10.0,90.0,49.0,8.4,20.0,0.00070078,0,0.9525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117196,home,Vitória,Willean Lepo,willean-lepo,W. Lepo,D,2,180,184,M,868076,EUR,853372800,D,97,97,False,22.0,16.0,3.0,,0.0,9.0,10.0,7.0,14.0,4.0,,,,90.0,55.0,6.8,13.0,0.00397085,1,,2.0,4.0,2.0,9.0,5.0,4.0,2.0,1.0,1.0,11.0,1.0,2.0,1.0,0.0721,1.0,,,,,,,,,,,,,,,,,,,
12117196,home,Vitória,Neris,neris,Neris,D,77,190,332,M,840247,EUR,708739200,D,77,77,False,14.0,12.0,1.0,,0.0,12.0,13.0,,1.0,,,,,38.0,18.0,5.5,3.0,0.0001586,0,,,1.0,2.0,2.0,3.0,,,,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,
12117196,home,Vitória,Wagner Leonardo,wagner-leonardo,W. Leonardo,D,3,186,1490,M,976235,EUR,932688000,D,4,4,False,25.0,20.0,6.0,4.0,0.0,17.0,18.0,3.0,7.0,3.0,,,,90.0,39.0,6.7,6.0,0.00101701,1,,,4.0,1.0,4.0,1.0,,,,,7.0,,1.0,,0.2318,,,,True,1.0,1.0,1.0,3.0,,,,,,,,,,,,
12117196,home,Vitória,Lucas Esteves,lucas-esteves,L. Esteves,D,25,171,881,M,1387272,EUR,961804800,D,16,16,False,12.0,8.0,4.0,1.0,0.0,3.0,5.0,5.0,8.0,1.0,,,,90.0,38.0,6.9,7.0,0.00536341,1,,1.0,2.0,1.0,2.0,5.0,,1.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0137,,2.0,,,,,1.0,2.0,,,,,,,,,,,,
12117196,home,Vitória,Ricardo Ryller,ricardo-ryller,R. Ryller,M,28,176,231,M,870943,EUR,762307200,M,28,28,False,19.0,13.0,2.0,1.0,0.0,4.0,7.0,9.0,13.0,4.0,,,,69.0,29.0,7.2,9.0,0.0422991,1,,1.0,1.0,1.0,2.0,5.0,1.0,,,1.0,,3.0,2.0,1.0,0.0211,1.0,3.0,,,,,,1.0,,,,,,,,,,,,
12117196,home,Vitória,Luan Santos,luan-santos,Luan,M,33,173,2976,M,942426,EUR,926640000,M,8,8,False,18.0,15.0,,,0.0,7.0,7.0,8.0,11.0,2.0,,,,82.0,30.0,6.7,5.0,0.00491109,1,,,1.0,1.0,3.0,2.0,,,,,3.0,1.0,1.0,,0.0165,,1.0,2.0,,,1.0,,1.0,1.0,,,,,,,,,,,
12117196,home,Vitória,Filipe Machado,filipe-machado,Filipe Machado,M,8,174,336,M,844601,EUR,822096000,M,36,36,False,13.0,11.0,,,0.0,4.0,4.0,10.0,14.0,1.0,,,,45.0,24.0,7.2,6.0,0.304044,1,,5.0,1.0,,3.0,,,,,,,,1.0,,0.0362,1.0,,1.0,,,,,1.0,1.0,,,3.0,1.0,1.0,0.2537,,,,,
12117196,home,Vitória,Matheuzinho,matheuzinho,Matheuzinho,M,10,165,1521,M,795266,EUR,877132800,F,30,30,False,15.0,10.0,2.0,1.0,0.0,8.0,8.0,3.0,9.0,9.0,,,,90.0,45.0,7.0,13.0,0.0781287,1,,2.0,4.0,2.0,12.0,8.0,2.0,6.0,3.0,,,2.0,2.0,1.0,0.0223,2.0,2.0,1.0,,,1.0,,3.0,2.0,,,1.0,,,,,,,,
12117196,home,Vitória,Alerrandro,alerrandro,Alerrandro,F,9,180,1551,M,923948,EUR,947635200,F,9,9,False,6.0,4.0,,,0.0,2.0,4.0,2.0,2.0,1.0,,,,41.0,10.0,7.3,3.0,0.00298375,3,,,,,1.0,,,,,,,,1.0,,0.0936,,,1.0,,,1.0,,,,,,,,2.0,0.5449,1.0,,,,
12117196,home,Vitória,Osvaldo,osvaldo,Osvaldo,M,11,170,559,M,90468,EUR,545097600,F,11,11,False,13.0,9.0,1.0,1.0,0.0,4.0,7.0,5.0,7.0,3.0,,,,69.0,28.0,7.5,7.0,0.00580406,4,,1.0,1.0,,8.0,6.0,3.0,4.0,2.0,2.0,1.0,,,4.0,0.8983,1.0,,2.0,,,,,,,,,,,2.0,1.5613,1.0,,,,
12117196,home,Vitória,Edu,edu,Edu,D,43,188,302,M,989715,EUR,961113600,D,43,43,True,5.0,3.0,2.0,1.0,0.0,1.0,2.0,2.0,3.0,,,,,49.0,18.0,6.8,2.0,0.0002258,0,,,,1.0,,1.0,,,,,8.0,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,
12117196,home,Vitória,Carlos Eduardo,carlos-eduardo,Carlos Eduardo,F,96,173,354,M,795295,EUR,844905600,F,96,96,True,9.0,7.0,1.0,1.0,0.0,3.0,4.0,4.0,5.0,1.0,,,,45.0,18.0,6.8,5.0,0.00272418,0,,,1.0,5.0,1.0,6.0,,,,,3.0,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,
