match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_keyPass,captain,stat_aerialLost,stat_totalClearance,stat_wonTackle,player_firstName,player_lastName,stat_totalContest,stat_wonContest,stat_challengeLost,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_blockedScoringAttempt,stat_shotOffTarget,stat_dispossessed,player_sofascoreId,stat_goalAssist,stat_bigChanceCreated,stat_totalOffside,stat_goals,stat_savedShotsFromInsideTheBox,stat_saves,stat_goalsPrevented,stat_outfielderBlock,stat_bigChanceMissed,stat_errorLeadToAGoal
10408314,home,Getafe,David Soria,david-soria,D. Soria,G,13,192,676,M,604258,EUR,733881600,G,13,13,False,20.0,12.0,14.0,6.0,9.0,12.0,3.0,8.0,1.0,4.0,1.0,90.0,23.0,6.8,8.0,0.0,0.0,0.00017601,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408314,home,Getafe,Damián Suárez,damian-suarez,D. Suárez,D,22,172,368,M,36982,EUR,578102400,D,22,22,False,43.0,34.0,7.0,3.0,9.0,9.0,26.0,36.0,3.0,4.0,,75.0,58.0,7.2,10.0,0.0,0.0,0.188203,0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
10408314,home,Getafe,Djené,djene,Djené,D,2,178,2527,M,307702,EUR,694137600,D,2,2,False,37.0,28.0,4.0,1.0,12.0,16.0,16.0,23.0,6.0,3.0,2.0,85.0,46.0,6.9,11.0,0.0,0.0,0.00623747,0,2.0,,3.0,1.0,1.0,1.0,,,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10408314,home,Getafe,Domingos Duarte,domingos-duarte,D. Duarte,D,22,191,695,M,576276,EUR,794793600,D,6,6,False,60.0,53.0,5.0,2.0,44.0,46.0,9.0,14.0,6.0,5.0,2.0,90.0,72.0,7.1,7.0,0.0,0.0,0.00328997,0,,,2.0,5.0,1.0,1.0,2.0,,,3.0,3.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,
10408314,home,Getafe,Omar Alderete,omar-alderete,O. Alderete,D,15,187,5163,M,805137,EUR,851558400,D,15,15,False,60.0,33.0,16.0,2.0,14.0,22.0,19.0,39.0,9.0,5.0,2.0,90.0,72.0,6.7,29.0,0.0174,0.0284,0.0226154,1,1.0,,7.0,5.0,,,,1.0,,4.0,3.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
10408314,home,Getafe,Portu,portu,Portu,F,8,167,868,M,218616,EUR,706406400,D,9,9,False,30.0,23.0,3.0,1.0,10.0,12.0,13.0,20.0,6.0,5.0,4.0,90.0,51.0,7.2,13.0,0.0193,0.0,0.0422535,1,2.0,,,2.0,,2.0,1.0,1.0,,,2.0,2.0,,,,,1.0,,2.0,1.0,,,,,,,,,,,,,
10408314,home,Getafe,Carles Aleñá,carles-alena,C. Aleñá,M,10,180,1587,M,794937,EUR,883958400,M,11,11,False,24.0,19.0,2.0,,8.0,9.0,11.0,17.0,4.0,2.0,3.0,62.0,41.0,6.6,12.0,0.1092,0.0466,0.0561093,3,2.0,,,5.0,,,3.0,,,1.0,,,,,2.0,1.0,,1.0,3.0,1.0,1.0,,,,,,,,,,,,
10408314,home,Getafe,Ángel Algobia,angel-algobia,Á. Algobia,M,27,186,39,M,966219,EUR,930096000,M,16,16,False,79.0,68.0,10.0,7.0,35.0,36.0,33.0,44.0,2.0,7.0,1.0,90.0,82.0,6.7,12.0,0.0,0.0,0.0257846,0,1.0,,1.0,5.0,,,,,,4.0,,,,,,,1.0,,,,,,,,,,,,,,,,
10408314,home,Getafe,Luis Milla,luis-milla,L. Milla,M,5,175,1429,M,811629,EUR,781488000,M,5,5,False,74.0,65.0,6.0,3.0,24.0,24.0,42.0,57.0,5.0,6.0,3.0,90.0,92.0,7.0,18.0,0.0,0.0,0.124035,0,7.0,1.0,1.0,3.0,3.0,1.0,,1.0,,,,1.0,,,,,1.0,,1.0,,,2.0,,,,,,,,,,,
10408314,home,Getafe,Enes Ünal,enes-unal,E. Ünal,F,26,185,3634,M,336655,EUR,863222400,F,10,10,False,18.0,15.0,,,2.0,2.0,13.0,16.0,4.0,2.0,,84.0,35.0,7.3,11.0,0.324,0.0969,0.0677843,4,,,2.0,7.0,,1.0,2.0,3.0,,1.0,1.0,1.0,,,2.0,1.0,,1.0,4.0,2.0,1.0,3.0,EnesUnal16,1.0,1.0,1.0,,,,,,,
10408314,home,Getafe,Borja Mayoral,borja-mayoral,B. Mayoral,F,9,182,2532,M,604954,EUR,860198400,F,19,19,False,26.0,22.0,1.0,1.0,7.0,7.0,15.0,21.0,1.0,4.0,,84.0,37.0,8.1,10.0,0.6032,0.5937,0.024266,2,2.0,,,6.0,,1.0,,,,3.0,,1.0,,,3.0,,,2.0,1.0,,,,,,,,2.0,,,,,,
10408314,home,Getafe,Munir El Haddadi,munir-el-haddadi,M. E. Haddadi,F,17,175,3412,M,350170,EUR,809913600,F,17,17,True,13.0,13.0,,,3.0,3.0,10.0,10.0,2.0,1.0,1.0,28.0,21.0,6.8,4.0,0.0254,0.0,0.0297089,1,,,,1.0,,1.0,,1.0,,,,,,,,,,,3.0,,1.0,1.0,,,,,,,,,,,
10408314,home,Getafe,Juan Iglesias,juan-iglesias,J. Iglesias,D,21,185,520,M,949707,EUR,899424000,D,21,21,True,5.0,3.0,3.0,1.0,1.0,1.0,2.0,4.0,,2.0,,15.0,11.0,6.8,2.0,0.0371,0.0387,0.00398794,1,,,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,
10408314,home,Getafe,Jaime Seoane,jaime-seoane,J. Seoane,M,10,175,156,M,838636,EUR,853891200,M,8,8,True,11.0,8.0,1.0,,,1.0,8.0,10.0,,,,10.0,13.0,6.4,4.0,0.0555,0.0,0.0150037,1,,,,2.0,,,,1.0,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,
10408314,home,Getafe,Juanmi Latasa,juanmi-latasa,J. Latasa,F,9,191,1993,M,966679,EUR,985305600,F,14,14,True,4.0,2.0,,,,,2.0,4.0,3.0,1.0,,10.0,8.0,6.6,3.0,0.0,0.0,0.00153356,0,,,2.0,3.0,,1.0,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,
10408314,home,Getafe,Stefan Mitrović,stefan-mitrovic,S. Mitrović,D,23,189,417,M,108736,EUR,643334400,D,23,23,True,4.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,,,,9.0,4.0,6.5,1.0,0.0,0.0,0.00105301,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
