match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,player_firstName,player_lastName,stat_outfielderBlock,stat_wonTackle,stat_aerialLost,stat_aerialWon,stat_dispossessed,captain,stat_wasFouled,stat_bigChanceCreated,stat_keyPass,stat_totalOffside,stat_bigChanceMissed,stat_shotOffTarget,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_errorLeadToAGoal,stat_ownGoals,player_sofascoreId,stat_accurateCross,stat_goals,stat_goalAssist
10835915,home,SC Paderborn 07,Jannik Huth,jannik-huth,J. Huth,G,24,185,61,M,174341,EUR,766368000,G,21,21,False,33.0,19.0,24.0,10.0,11.0,14.0,8.0,19.0,13.0,1.0,3.0,90.0,46.0,6.4,14.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10835915,home,SC Paderborn 07,Marcel Hoffmeier,marcel-hoffmeier,M. Hoffmeier,D,33,180,54,M,930702,EUR,931996800,D,33,33,False,20.0,12.0,2.0,1.0,11.0,15.0,1.0,6.0,5.0,,,90.0,41.0,6.3,11.0,0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10835915,home,SC Paderborn 07,Jannis Heuer,jannis-heuer,J. Heuer,D,22,189,38,M,941561,EUR,933206400,D,24,24,False,21.0,10.0,4.0,,7.0,12.0,3.0,9.0,3.0,,,90.0,35.0,6.6,12.0,0,,1.0,2.0,,,,7.0,1.0,2.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10835915,home,SC Paderborn 07,Uwe Hünemeier,uwe-hunemeier,U. Hünemeier,D,,188,13,,8944,EUR,505612800,D,2,2,False,36.0,25.0,6.0,3.0,21.0,30.0,4.0,6.0,5.0,,,90.0,47.0,6.8,11.0,0,,4.0,2.0,,,,6.0,4.0,,,1.0,,,1.0,,3.0,2.0,,,,,,,,,,,,,,,,,,
10835915,home,SC Paderborn 07,Bashir Humphreys,bashir-humphreys,B. Humphreys,D,12,186,1278,M,996910,EUR,1047686400,D,3,3,False,29.0,23.0,5.0,2.0,21.0,24.0,2.0,5.0,5.0,,,90.0,48.0,6.8,9.0,0,,4.0,3.0,1.0,,,8.0,1.0,2.0,2.0,,,,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
10835915,home,SC Paderborn 07,Raphael Obermair,raphael-obermair,R. Obermair,M,23,182,125,M,820465,EUR,828316800,D,23,23,False,20.0,14.0,2.0,1.0,8.0,11.0,6.0,9.0,2.0,,,90.0,44.0,6.6,9.0,0,,3.0,5.0,,2.0,1.0,4.0,1.0,3.0,,1.0,,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,
10835915,home,SC Paderborn 07,Julian Justvan,julian-justvan,J. Justvan,M,10,177,212,M,843132,EUR,891475200,M,10,10,False,15.0,10.0,3.0,,4.0,6.0,6.0,10.0,1.0,,,69.0,25.0,6.7,9.0,0,1.0,3.0,5.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10835915,home,SC Paderborn 07,Ron Schallenberg,ron-schallenberg,R. Schallenberg,D,6,183,168,M,872358,EUR,907632000,M,8,8,False,34.0,27.0,2.0,1.0,22.0,26.0,5.0,8.0,8.0,,,90.0,51.0,6.9,7.0,0,,5.0,6.0,2.0,,,3.0,1.0,5.0,,1.0,,,,4.0,2.0,,,True,1.0,,,,,,,,,,,,,,,
10835915,home,SC Paderborn 07,Maximilian Rohr,maximilian-rohr,M. Rohr,D,31,195,80,M,846398,EUR,804211200,M,31,31,False,18.0,16.0,3.0,2.0,11.0,12.0,5.0,6.0,6.0,,,58.0,31.0,7.1,5.0,0,,4.0,5.0,1.0,1.0,,1.0,2.0,4.0,2.0,1.0,,,2.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,
10835915,home,SC Paderborn 07,Robert Leipertz,robert-leipertz,R. Leipertz,M,31,182,58,M,169427,EUR,728524800,M,13,13,False,17.0,5.0,5.0,,3.0,7.0,2.0,10.0,7.0,,,84.0,37.0,6.3,21.0,0,,10.0,6.0,4.0,2.0,1.0,1.0,1.0,3.0,4.0,1.0,,,1.0,1.0,1.0,,3.0,,2.0,1.0,1.0,,,,,,,,,,,,,
10835915,home,SC Paderborn 07,Marvin Pieringer,marvin-pieringer,M. Pieringer,F,18,189,326,M,909485,EUR,938995200,F,9,9,False,7.0,5.0,2.0,,4.0,4.0,1.0,3.0,1.0,,,58.0,10.0,6.3,4.0,0,,5.0,,,,,1.0,,,2.0,2.0,,,,,3.0,,,,,,,1.0,,,,,,,,,,,,
10835915,home,SC Paderborn 07,Kai Klefisch,kai-klefisch,K. Klefisch,M,17,186,46,M,928416,EUR,944179200,M,27,27,True,11.0,9.0,,,7.0,8.0,2.0,3.0,4.0,,,32.0,19.0,6.7,3.0,0,,1.0,2.0,,1.0,1.0,1.0,1.0,,,,,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,
10835915,home,SC Paderborn 07,Sirlord Conteh,sirlord-conteh,S. Conteh,F,31,178,173,M,800400,EUR,836870400,F,11,11,True,6.0,4.0,,,2.0,4.0,2.0,2.0,3.0,,,32.0,10.0,6.4,5.0,0,,2.0,,,,,,,,2.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,
10835915,home,SC Paderborn 07,Felix Platte,felix-platte,F. Platte,F,,190,111,M,352264,EUR,823996800,F,36,36,True,6.0,3.0,,,1.0,2.0,2.0,4.0,1.0,,,21.0,14.0,6.2,6.0,1,,2.0,4.0,,1.0,,,,2.0,2.0,,,,,1.0,1.0,1.0,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,
10835915,home,SC Paderborn 07,Florent Muslija,florent-muslija,F. Muslija,M,24,172,809,M,882019,EUR,899683200,M,30,30,True,2.0,,,,,,,2.0,,,,11.0,5.0,6.1,4.0,0,,2.0,1.0,,1.0,1.0,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
10835915,home,SC Paderborn 07,Pelle Boevink,pelle-boevink,P. Boevink,G,26,190,50,M,875613,EUR,884044800,G,16,16,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10835915,home,SC Paderborn 07,Tobias Müller,tobias-muller,T. Müller,D,5,188,27,M,289203,EUR,773625600,D,15,15,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10835915,home,SC Paderborn 07,Marco Schuster,marco-schuster,M. Schuster,M,5,179,28,M,254165,EUR,813283200,M,6,6,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10835915,home,SC Paderborn 07,Sebastian Klaas,sebastian-klaas,S. Klaas,M,26,180,32,M,878628,EUR,899164800,M,26,26,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
