match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_fouls,stat_keyPass,player_sofascoreId,stat_totalCross,stat_shotOffTarget,stat_wonTackle,stat_unsuccessfulTouch,stat_shotValueNormalized,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_blockedScoringAttempt,captain,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed
14773732,home,Neom SC,Luís Maximiano,,,luis-maximiano,L. Maximiano,G,81,190.0,766,M,845797,EUR,915494400.0,G,81,81,False,30.0,21.0,14.0,5.0,0.0,17.0,17.0,4.0,13.0,2.0,8.0,1.0,5.0,6.0,1.0,1.0,90.0,42.0,8.3,10.0,32.667778234512,5.0,27.206185356067,0.5849,0,0.04,0.0,0.24,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14773732,home,Neom SC,Khalifah Al-Dawsari,,,khalifah-al-dawsari,K. Al-Dawsari,D,4,176.0,460,M,931837,EUR,915235200.0,D,4,4,False,36.0,33.0,,,0.0,15.0,16.0,18.0,20.0,4.0,5.0,,,,,,89.0,55.0,7.1,4.0,48.422064272915,9.0,5.674177036648,,0,0.18,0.05,0.16,,2.0,3.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
14773732,home,Neom SC,Ahmed Hegazy,,,ahmed-hegazy,A. Hegazy,D,26,194.0,4623,M,159653,EUR,664761600.0,D,26,26,False,85.0,76.0,11.0,5.0,0.0,41.0,42.0,35.0,43.0,7.0,6.0,,,,,,90.0,103.0,7.9,12.0,326.06772696497,46.0,243.85401192311,,1,0.17,0.27,0.35,,2.0,5.0,2.0,10.0,,,2.0,2.0,,,2.0,1.0,,1.0,ahmedhegazy6,1.0,1.0,2.0,1.0,0.0,,,,,,,,,,,
14773732,home,Neom SC,Nathan Zeze,Nathan Zeze,,zeze-nathan,N. Zeze,D,44,190.0,843,M,1154687,EUR,1119052800.0,D,44,44,False,84.0,80.0,5.0,3.0,0.0,44.0,45.0,36.0,39.0,4.0,7.0,,,,,,90.0,93.0,7.8,4.0,517.60950653014,53.0,376.21168669704,,1,0.36,0.3,0.2,,1.0,4.0,1.0,5.0,,,,,,2.0,,1.0,,,,,1.0,,,-0.05,20.436771791696,42.946292129818,2.0,,,,,,,,
14773732,home,Neom SC,Faris Abdi,,,abdi-faris,A. Faris,D,25,180.0,62,M,983833,EUR,926208000.0,D,25,25,False,31.0,29.0,2.0,2.0,0.0,12.0,12.0,17.0,19.0,2.0,3.0,,,,,,90.0,57.0,7.2,9.0,133.12636241139,17.0,57.698931590895,,0,0.26,0.06,-0.12,,1.0,2.0,8.0,8.0,3.0,,2.0,,,,5.0,1.0,2.0,,,1.0,,2.0,3.0,,21.28103179346,28.224367503985,1.0,,,,,,,,
14773732,home,Neom SC,Abdulaziz Noor,Abdulaziz Noor,,abdulaziz-noor,A. Noor,M,24,173.0,80,M,1085115,EUR,916617600.0,M,24,24,False,17.0,12.0,1.0,,0.0,2.0,2.0,10.0,15.0,,2.0,,,,,,62.0,31.0,6.4,12.0,32.641861848326,6.0,4.1735517967532,,2,-0.2,0.04,0.14,,,,4.0,3.0,,1.0,2.0,1.0,,,1.0,1.0,2.0,,,,1.0,1.0,2.0,-0.42,,,,1.0,,,,,,,
14773732,home,Neom SC,Salman Al-Faraj,,,salman-al-faraj,S. Al-Faraj,M,7,180.0,489,M,148858,EUR,617932800.0,M,7,7,False,89.0,83.0,3.0,3.0,0.0,37.0,38.0,46.0,51.0,,3.0,,,,,,74.0,94.0,7.2,7.0,303.16570202649,39.0,166.16726250959,,0,0.2,0.26,0.15,,1.0,,1.0,2.0,,,,,,,1.0,1.0,,,,,,,1.0,,18.031365360686,22.666048971976,1.0,,True,,,,,,
14773732,home,Neom SC,Amadou Koné,,,kone-amadou,A. Kone,M,72,178.0,751,M,1586875,EUR,1116028800.0,M,72,72,False,89.0,81.0,5.0,5.0,0.0,41.0,41.0,40.0,48.0,,9.0,,,,,,90.0,101.0,7.2,13.0,417.15004588892,53.0,121.5609997781,,0,0.11,0.26,-0.06,,1.0,3.0,4.0,5.0,1.0,,,,,2.0,1.0,1.0,2.0,1.0,,,,,2.0,,17.898151151041,18.663705125189,1.0,,,,,,,,
14773732,home,Neom SC,Saïd Benrahma,,,said-benrahma,S. Benrahma,F,10,172.0,11146,M,354808,EUR,808012800.0,M,10,10,False,36.0,28.0,4.0,3.0,1.0,5.0,5.0,23.0,31.0,,4.0,,,,,,89.0,56.0,6.9,19.0,108.34451779715,16.0,55.065457187575,,2,0.26,0.23,-0.05,,1.0,,8.0,4.0,1.0,4.0,4.0,2.0,,,1.0,1.0,,1.0,said_benrahma11,3.0,1.0,,1.0,-0.1,12.158381590288,14.269745092327,1.0,,,1.0,,,,,
14773732,home,Neom SC,Alexandre Lacazette,,,alexandre-lacazette,A. Lacazette,F,91,176.0,9441,M,50070,EUR,675388800.0,F,91,91,False,26.0,22.0,2.0,2.0,0.0,4.0,4.0,18.0,22.0,1.0,1.0,,,,,,90.0,47.0,7.7,15.0,118.31606078284,15.0,16.245194984563,,1,-0.06,0.22,-0.04,,1.0,1.0,7.0,6.0,1.0,2.0,6.0,3.0,,,1.0,1.0,,,lacazettealex,1.0,,1.0,5.0,0.52,17.887203972165,32.975353190098,2.0,,,1.0,1.0,3.0,,,
