match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_ballRecovery,stat_crossNotClaimed,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,captain,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,player_firstName,stat_aerialWon,stat_fouls,player_sofascoreId,stat_goalAssist,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_unsuccessfulTouch,player_lastName,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_bigChanceMissed,stat_errorLeadToAGoal,stat_outfielderBlock
11801748,home,Milan,Antonio Mirante,antonio-mirante,A. Mirante,G,193,329,M,27955,EUR,426470400,G,83,83,False,32.0,23.0,12.0,5.0,23.0,30.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,90.0,37.0,6.5,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11801748,home,Milan,Davide Calabria,davide-calabria,D. Calabria,D,177,2434,M,318607,EUR,849830400,D,2,2,False,64.0,57.0,4.0,4.0,35.0,39.0,27.0,,1.0,5.0,,,,,,61.0,81.0,7.4,8.0,0,2,True,23.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11801748,home,Milan,Jan-Carlo Simić,jan-carlo-simic,J. Simić,D,185,1987,M,1214992,EUR,1114992000,D,82,82,False,50.0,43.0,4.0,1.0,39.0,41.0,9.0,2.0,3.0,3.0,,,,,,90.0,57.0,6.7,7.0,0,4,,4.0,,,2.0,,5.0,2.0,,,,,Jan-Carlo Simić,2.0,1.0,,,,,,,,,,,,,,,,
11801748,home,Milan,Theo Hernández,theo-hernandez,T. Hernández,D,184,26472,M,788027,EUR,876096000,D,19,19,False,59.0,55.0,2.0,1.0,42.0,44.0,15.0,1.0,2.0,8.0,,,,,,90.0,73.0,8.5,5.0,0,19,,13.0,,,6.0,,4.0,1.0,2.0,1.0,2.0,2.0,,1.0,1.0,TheoHdez,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,
11801748,home,Milan,Álex Jiménez,alex-jimenez,A. Jiménez,D,177,3589,M,1184308,EUR,1115510400,D,74,74,False,36.0,30.0,3.0,2.0,18.0,19.0,19.0,1.0,5.0,7.0,,,,,,80.0,65.0,7.4,13.0,2,20,,12.0,2.0,,8.0,,4.0,,4.0,3.0,1.0,1.0,Alejandro Jiménez,,2.0,,,4.0,3.0,,1.0,,1.0,1.0,1.0,,,,,,
11801748,home,Milan,Yacine Adli,yacine-adli,Y. Adli,M,187,3775,M,859024,EUR,964828800,M,7,7,False,81.0,73.0,7.0,5.0,39.0,41.0,41.0,,2.0,4.0,,,,,,90.0,92.0,7.7,9.0,0,29,,34.0,1.0,,7.0,,1.0,,5.0,2.0,1.0,1.0,,,2.0,adliyacine,,1.0,1.0,1.0,,,,,,,,,,,
11801748,home,Milan,Tijjani Reijnders,tijjani-reijnders,T. Reijnders,M,185,38547,M,893549,EUR,901670400,M,14,14,False,60.0,56.0,2.0,2.0,27.0,28.0,34.0,1.0,5.0,5.0,,,,,,80.0,73.0,7.0,11.0,0,4,,29.0,2.0,,1.0,2.0,1.0,1.0,1.0,1.0,,2.0,,,,tijjanireijnders,,2.0,,,2.0,,,,,,,,,,
11801748,home,Milan,Samuel Chukwueze,samuel-chukwueze,S. Chukwueze,F,172,21855,M,822470,EUR,927331200,M,21,21,False,44.0,35.0,,,15.0,19.0,26.0,,6.0,8.0,,,,,,90.0,68.0,7.0,19.0,1,19,,20.0,1.0,,8.0,,,,2.0,,1.0,,,,,chukwuezesamuel8,,9.0,5.0,,3.0,,2.0,,,1.0,,,,,
11801748,home,Milan,Luka Romero,luka-romero,L. Romero,F,169,4737,M,1032022,EUR,1100736000,M,18,18,False,29.0,27.0,,,11.0,12.0,21.0,4.0,11.0,3.0,,,,,,71.0,49.0,6.5,13.0,1,18,,16.0,4.0,,4.0,2.0,,,1.0,1.0,2.0,,Luka Romero,,2.0,lukaromero10,,2.0,1.0,,3.0,,2.0,1.0,,,,,,,
11801748,home,Milan,Chaka Traorè,chaka-traore,C. Traorè,M,175,1119,M,1099371,EUR,1103760000,M,70,70,False,15.0,12.0,1.0,1.0,6.0,6.0,9.0,,3.0,3.0,,,,,,70.0,26.0,7.6,3.0,3,28,,6.0,,,5.0,1.0,1.0,,2.0,1.0,3.0,,Chaka Traorè,,2.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,
11801748,home,Milan,Luka Jović,luka-jovic,L. Jović,F,181,15080,M,319129,EUR,882835200,F,15,15,False,19.0,14.0,1.0,1.0,6.0,6.0,14.0,3.0,3.0,1.0,,,,,,90.0,30.0,8.3,7.0,3,9,,8.0,1.0,,3.0,,1.0,,,,2.0,1.0,,1.0,,lukajovic,,,,,1.0,,,,,3.0,2.0,,1.0,,
11801748,home,Milan,Alessandro Florenzi,alessandro-florenzi,A. Florenzi,D,173,2195,M,152420,EUR,668649600,D,42,42,True,30.0,28.0,3.0,3.0,21.0,21.0,10.0,,,3.0,,,,,,29.0,38.0,6.7,4.0,0,,,7.0,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11801748,home,Milan,Rafael Leão,rafael-leao,R. Leão,M,188,75257,M,851284,EUR,928972800,F,10,10,True,17.0,15.0,2.0,2.0,9.0,10.0,7.0,,2.0,2.0,,,,,,20.0,26.0,7.7,5.0,4,10,,6.0,,,2.0,,,,,,1.0,1.0,,,,RLeão,,2.0,1.0,,1.0,,1.0,1.0,1.0,2.0,1.0,,,,
11801748,home,Milan,Christian Pulišić,christian-pulisic,C. Pulišić,M,177,37634,M,817957,EUR,906076800,M,11,11,True,15.0,13.0,2.0,2.0,2.0,2.0,13.0,,2.0,1.0,,,,,,19.0,20.0,7.0,4.0,0,11,,11.0,,,2.0,1.0,,,1.0,1.0,,2.0,,,,CMPulisic,1.0,2.0,1.0,,1.0,,,,,,,1.0,,,
11801748,home,Milan,Davide Bartesaghi,davide-bartesaghi,D. Bartesaghi,D,193,5644,M,1390489,EUR,1135814400,D,95,95,True,13.0,13.0,1.0,1.0,7.0,7.0,6.0,,,,,,,,,10.0,18.0,6.6,,0,33,,6.0,,,2.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
11801748,home,Milan,Kevin Zeroli,zeroli-kevin,K. Zeroli,M,187,1418,M,1397348,EUR,1105401600,M,85,85,True,9.0,8.0,,,7.0,7.0,2.0,,,,,,,,,10.0,12.0,6.4,3.0,0,8,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,
11801748,home,Milan,Lapo Nava,lapo-nava,L. Nava,G,189,464,M,1141168,EUR,1074729600,G,69,69,True,,,,,,,,,,,,,,,,,,,,0,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
