match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,captain,stat_goalAssist,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_lastManTackle,player_firstName,player_lastName,stat_shotOffTarget,stat_expectedGoals,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_goals,stat_totalOffside
11406840,home,Napoli,Alex Meret,alex-meret,A. Meret,G,1,190,4366,M,592794,EUR,858988800,G,1,1,False,16.0,14.0,4.0,2.0,14.0,15.0,1.0,1.0,1.0,1.0,11.0,1.0,3.0,3.0,1.0,1.0,90.0,30.0,7.2,2.0,6.633e-05,0,0.1075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406840,home,Napoli,Giovanni Di Lorenzo,giovanni-di-lorenzo,G. Di Lorenzo,D,22,182,6986,M,153257,EUR,744422400,D,22,22,False,96.0,87.0,8.0,5.0,30.0,30.0,70.0,,4.0,1.0,1.0,,,,,,90.0,124.0,7.6,15.0,0.176001,0,,dilorenzo22,True,1.0,58.0,4.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,,,,,,,,,,,,
11406840,home,Napoli,Amir Rrahmani,amir-rrahmani,A. Rrahmani,D,13,190,3520,M,332155,EUR,762048000,D,13,13,False,113.0,105.0,20.0,19.0,55.0,56.0,58.0,3.0,5.0,1.0,10.0,,,,,,90.0,121.0,7.8,9.0,0.034135,0,,,,,50.0,1.0,,1.0,1.0,,,1.0,1.0,,2.0,1.0,1.0,,,,,1.0,,,,,,,,,,,
11406840,home,Napoli,Leo Østigård,leo-ostigard,L. Østigård,D,5,182,1809,M,879746,EUR,943747200,D,55,55,False,45.0,41.0,6.0,4.0,24.0,24.0,21.0,2.0,3.0,,3.0,,,,,,45.0,47.0,6.7,4.0,0.00465783,0,,,,,17.0,,,2.0,3.0,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,
11406840,home,Napoli,Pasquale Mazzocchi,pasquale-mazzocchi,P. Mazzocchi,M,30,183,1368,M,377512,EUR,806803200,D,30,30,False,57.0,52.0,3.0,2.0,26.0,26.0,34.0,2.0,4.0,,3.0,,,,,,65.0,68.0,6.9,9.0,0.0161589,1,,,,,26.0,3.0,,,1.0,,,2.0,1.0,,,,,,1.0,,,,,,1.0,0.0162,,,,,,,
11406840,home,Napoli,Frank Anguissa,frank-anguissa,F. Anguissa,M,99,184,12968,M,787941,EUR,816480000,M,99,99,False,71.0,62.0,3.0,2.0,21.0,25.0,48.0,2.0,7.0,1.0,7.0,,,,,,90.0,87.0,6.8,14.0,0.107573,2,,anguiss_29,,,42.0,2.0,1.0,3.0,9.0,2.0,1.0,1.0,,,,3.0,1.0,2.0,2.0,2.0,2.0,,,,1.0,0.1967,1.0,1.0,0.1424,,,,
11406840,home,Napoli,Stanislav Lobotka,stanislav-lobotka,S. Lobotka,M,68,170,4661,M,150383,EUR,785721600,M,68,68,False,79.0,73.0,4.0,3.0,29.0,30.0,49.0,,5.0,,11.0,,,,,,90.0,95.0,7.4,9.0,0.0647872,0,,StanLobotka,,,44.0,,,3.0,7.0,2.0,2.0,3.0,3.0,,3.0,1.0,1.0,,1.0,,2.0,,,,,,,,,,,,
11406840,home,Napoli,Hamed Junior Traorè,hamed-junior-traore,H. J. Traorè,M,20,177,3127,M,892924,EUR,950659200,M,8,8,False,20.0,15.0,2.0,2.0,3.0,3.0,17.0,,1.0,,1.0,,,,,,59.0,31.0,6.7,9.0,0.0388247,2,,,,,12.0,,,2.0,5.0,,1.0,2.0,,,,,,1.0,1.0,,2.0,,,,1.0,0.0526,,1.0,0.0289,,,,
11406840,home,Napoli,Matteo Politano,matteo-politano,M. Politano,F,21,171,4493,M,235672,EUR,744336000,F,21,21,False,32.0,29.0,4.0,4.0,8.0,8.0,29.0,,2.0,1.0,2.0,,,,,,59.0,47.0,7.0,10.0,0.0294518,3,,,,,21.0,5.0,,,2.0,,,2.0,,,,1.0,1.0,,1.0,,1.0,,,,1.0,0.1822,,,,2.0,,,
11406840,home,Napoli,Giovanni Simeone,giovanni-simeone,G. Simeone,F,18,179,9782,M,341143,EUR,804902400,F,18,18,False,12.0,9.0,1.0,,4.0,4.0,9.0,1.0,1.0,1.0,,,,,,,75.0,17.0,6.9,4.0,0.00395106,3,,simeonegiovanni,,,5.0,1.0,,1.0,1.0,,,,,,,,,,,,1.0,,,,3.0,0.1576,,,,,,,
11406840,home,Napoli,Khvicha Kvaratskhelia,khvicha-kvaratskhelia,K. Kvaratskhelia,F,7,183,97764,M,889259,EUR,981936000,F,77,77,False,40.0,35.0,1.0,1.0,11.0,11.0,39.0,,10.0,,3.0,,,,,,90.0,73.0,8.3,17.0,0.430101,4,,Kvaradona,,,28.0,10.0,4.0,,9.0,4.0,2.0,9.0,8.0,,,,,2.0,2.0,3.0,5.0,,,,1.0,0.1914,,2.0,0.3631,1.0,1.0,,
11406840,home,Napoli,Natan,natan,Natan,D,4,188,3251,M,1015287,EUR,981417600,D,3,3,True,44.0,41.0,6.0,4.0,19.0,19.0,25.0,4.0,5.0,1.0,1.0,,,,,,45.0,49.0,6.9,3.0,0.010651,2,,,,,22.0,,,1.0,2.0,,,,,,,1.0,,,,1.0,,,,,2.0,0.1036,,,,,,,
