match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_shotValueNormalized,player_firstName,player_lastName,player_sofascoreId,stat_aerialLost,stat_outfielderBlock,stat_fouls,stat_interceptionWon,stat_dispossessed,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,captain,stat_blockedScoringAttempt,stat_wonContest,stat_goals,stat_totalOffside,stat_bigChanceMissed,stat_bigChanceCreated,stat_hitWoodwork,stat_errorLeadToAGoal
13981642,home,Sassuolo,Arijanet Murić,arijanet-muric,A. Murić,G,49,198,1886,M,888971,EUR,910396800,G,49,49,False,30.0,16.0,21.0,7.0,0.0,9.0,10.0,7.0,20.0,4.0,17.0,3.0,1.0,4.0,3.0,3.0,90.0,52.0,7.6,15.0,0.00311461,33.13502368649,7.0,15.855,6.51,0.2593,0,0.4155,0.07,0.01,0.51,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981642,home,Sassuolo,Sebastian Walukiewicz,sebastian-walukiewicz,S. Walukiewicz,D,6,188,2252,M,886243,EUR,954892800,D,6,6,False,29.0,26.0,,,0.0,10.0,11.0,16.0,18.0,2.0,3.0,,,,,,90.0,48.0,7.4,5.0,0.103294,120.21621947449,11.0,78.33,27.51,,1,,0.25,0.17,0.24,,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0306,54.560460473166,2.0,1.0,-0.18,,,,,,,,,,,,,,,,,,,,
13981642,home,Sassuolo,Jay Idzes,jay-idzes,J. Idzes,D,21,190,19111,M,933641,EUR,959904000,D,21,21,False,38.0,34.0,3.0,,0.0,25.0,25.0,9.0,13.0,5.0,3.0,,,,,,90.0,46.0,6.8,4.0,0.00379256,105.37148817326,16.0,55.02,24.255,,0,,0.07,0.12,0.31,,,,,3.0,,,,,,,,,26.312449999953,1.0,,,,,jayidzes,1.0,2.0,2.0,,,,,,,,,,,,,,
13981642,home,Sassuolo,Tarik Muharemović,tarik-muharemovic,T. Muharemović,D,80,193,3504,M,1118177,EUR,1046390400,D,80,80,False,38.0,32.0,4.0,,0.0,29.0,30.0,3.0,8.0,6.0,5.0,,,,,,90.0,48.0,7.2,6.0,0.00102342,141.10480668884,19.0,41.58,15.96,,0,,0.01,0.07,0.3,,,,2.0,,5.0,,,,1.0,1.0,2.0,,,,,,Tarik Muharemovic,,,,,,1.0,,,,,,,,,,,,,
13981642,home,Sassuolo,Josh Doig,josh-doig,J. Doig,D,3,189,836,M,989276,EUR,1021680000,D,3,3,False,35.0,31.0,2.0,1.0,0.0,20.0,22.0,11.0,13.0,5.0,2.0,,,,,,90.0,68.0,7.3,12.0,0.0511227,107.22439454737,12.0,74.76,24.045,,2,,0.22,0.0,0.47,,1.0,,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0533,42.168194463954,2.0,,-0.13,,,,1.0,1.0,,2.0,1.0,1.0,1.0,0.01,,,,,,,,,
13981642,home,Sassuolo,Luca Lipani,luca-lipani,L. Lipani,M,35,185,442,M,1154898,EUR,1116374400,M,35,35,False,16.0,10.0,3.0,,0.0,2.0,3.0,8.0,13.0,3.0,3.0,,,,,,59.0,25.0,6.7,9.0,0.00471233,33.715072858424,6.0,9.135,9.975,,0,,0.08,0.1,0.21,,,,,3.0,2.0,,,,2.0,1.0,,,,,,,Luca Lipani,,,,,2.0,,1.0,,1.0,,,,,,,,,,
13981642,home,Sassuolo,Nemanja Matić,nemanja-matic,N. Matić,M,18,194,3565,M,44241,EUR,586396800,M,18,18,False,69.0,57.0,12.0,7.0,0.0,32.0,37.0,25.0,32.0,3.0,7.0,,,,,,90.0,83.0,7.7,15.0,0.0405238,228.8201601352,30.0,112.77,25.725,,1,,0.36,0.3,0.33,,,,,1.0,4.0,,,,2.0,1.0,2.0,0.0238,40.595139752768,2.0,2.0,-0.03,,,Mati,,1.0,1.0,2.0,,,1.0,,True,1.0,,,,,,,
13981642,home,Sassuolo,Ismael Koné,ismael-kone,I. Koné,M,90,188,2687,M,1134351,EUR,1023321600,M,90,90,False,43.0,40.0,2.0,2.0,0.0,20.0,21.0,20.0,22.0,,1.0,,,,,,84.0,50.0,7.1,5.0,0.0261449,200.08273315227,18.0,61.53,29.19,,0,,-0.11,0.13,0.15,,,,1.0,1.0,5.0,,1.0,,2.0,1.0,1.0,,52.173025553233,2.0,4.0,,Ismael Koné,,,,,,,1.0,,1.0,,,,1.0,,,,,,
13981642,home,Sassuolo,Alieu Fadera,fadera-alieu,A. Fadera,M,20,181,1183,M,1031548,EUR,1004745600,F,20,20,False,8.0,5.0,,,0.0,,,5.0,8.0,1.0,1.0,,,,,,59.0,21.0,7.0,5.0,0.00421823,48.470679631511,7.0,9.66,9.765,,1,,-0.12,0.16,-0.03,,,,,4.0,3.0,1.0,1.0,,1.0,,2.0,0.4521,,,1.0,0.32,,,,,,1.0,2.0,1.0,1.0,,0.9123,,,,1.0,1.0,,,,
13981642,home,Sassuolo,Luca Moro,luca-moro,L. Moro,F,24,189,353,M,949780,EUR,980380800,F,24,24,False,10.0,7.0,,,0.0,2.0,2.0,5.0,8.0,,1.0,,,,,,71.0,22.0,6.5,10.0,0.00298987,14.313447826796,4.0,-0.52500000000001,3.675,,2,,-0.34,0.05,0.0,,,,4.0,7.0,7.0,,,1.0,,,3.0,0.305,,,,-0.1,,,,2.0,,2.0,,3.0,1.0,4.0,0.2942,,,,,,1.0,,,
