match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_challengeLost,stat_shotOffTarget,stat_totalOffside,stat_expectedGoals,stat_blockedScoringAttempt,stat_keyPass,captain,stat_bigChanceCreated,stat_penaltyWon,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_bigChanceMissed,stat_penaltyFaced,stat_accurateCross,stat_outfielderBlock,stat_penaltyConceded
12450918,home,Lille,Lucas Chevalier,,,chevalier-lucas,L. Chevalier,G,30,188,21320,M,996953,EUR,1005004800,G,30,30,False,47.0,41.0,12.0,6.0,0.0,41.0,45.0,2.0,1.0,9.0,1.0,2.0,90.0,55.0,6.6,6.0,0.00018283,0,-0.6192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450918,home,Lille,Aïssa Mandi,,,aissa-mandi,A. Mandi,D,23,186,10320,M,122810,EUR,688089600,D,2,2,False,61.0,50.0,7.0,4.0,0.0,33.0,37.0,25.0,2.0,5.0,,,90.0,79.0,6.7,13.0,0.00766466,0,,aissamandi23,17.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12450918,home,Lille,Bafodé Diakité,,,bafode-diakite,B. Diakité,D,18,182,1863,M,962408,EUR,978739200,D,18,18,False,73.0,71.0,6.0,4.0,0.0,67.0,68.0,5.0,5.0,3.0,,,90.0,80.0,6.8,2.0,0.00572657,0,,,4.0,,,1.0,1.0,2.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12450918,home,Lille,Alexsandro Ribeiro,Alexsandro Ribeiro,,alexsandro-ribeiro,A. Ribeiro,D,4,192,4572,M,1049775,EUR,934156800,D,4,4,False,112.0,99.0,8.0,5.0,0.0,87.0,92.0,20.0,3.0,6.0,,,90.0,126.0,7.0,14.0,0.00292842,0,,,12.0,,1.0,1.0,2.0,4.0,,3.0,2.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
12450918,home,Lille,Gabriel Gudmundsson,,,gabriel-gudmundsson,G. Gudmundsson,D,3,181,1194,M,834308,EUR,925344000,D,5,5,False,61.0,56.0,4.0,3.0,0.0,29.0,30.0,32.0,1.0,6.0,,,89.0,82.0,7.1,9.0,0.0446026,1,,,27.0,1.0,2.0,2.0,8.0,9.0,,1.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,0.0253,,,,,,,,,,,,,
12450918,home,Lille,Ngal'ayel Mukau,Ngal'ayel Mukau,,ngalayel-mukau,N. Mukau,M,17,188,7441,M,1391541,EUR,1099440000,M,17,17,False,36.0,35.0,,,0.0,14.0,14.0,22.0,,3.0,,,83.0,46.0,6.9,1.0,0.0224594,2,,,21.0,,,1.0,1.0,3.0,,2.0,2.0,,,1.0,,,,,,,0.153,2.0,2.0,,,,,,,,,,,
12450918,home,Lille,Benjamin André,,,benjamin-andre,B. André,M,21,180,759,M,51665,EUR,649641600,M,21,21,False,58.0,47.0,2.0,1.0,0.0,24.0,28.0,30.0,2.0,4.0,,,90.0,72.0,7.5,13.0,0.572741,0,,,23.0,,3.0,4.0,6.0,8.0,1.0,2.0,1.0,,3.0,1.0,,,1.0,1.0,,,,,1.0,True,1.0,1.0,,,,,,,,
12450918,home,Lille,Edon Zhegrova,,,edon-zhegrova,E. Zhegrova,M,11,181,9820,M,887766,EUR,922838400,M,23,23,False,29.0,25.0,1.0,1.0,0.0,5.0,5.0,27.0,,2.0,,,83.0,45.0,6.5,15.0,0.0897804,1,,edonzhegrova10,20.0,3.0,,,8.0,2.0,2.0,,,,1.0,2.0,5.0,1.0,1.0,,,,0.0306,,2.0,,,,1.0,0.1978,,,,,,
12450918,home,Lille,Hakon Arnar Haraldsson,,,haraldsson-hakon-arnar,H. A. Haraldsson,M,10,180,2141,M,1138804,EUR,1049932800,M,7,7,False,27.0,20.0,1.0,1.0,0.0,10.0,12.0,15.0,,1.0,,,62.0,38.0,7.3,10.0,0.0133703,1,,,10.0,,,,3.0,5.0,2.0,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.6386,,,,,,1.0,0.6396,1.0,,,,,
12450918,home,Lille,Matías Fernández,Matias Fernandez,,fernandez-matias,M. Fernandez,F,7,183,1612,M,1149144,EUR,1107388800,M,19,19,False,20.0,15.0,2.0,1.0,0.0,7.0,7.0,14.0,,2.0,,,62.0,32.0,6.5,12.0,0.00314027,0,,,8.0,1.0,,,3.0,3.0,1.0,,,,1.0,1.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,
