match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,injury,isHome,incidentClass,from,player_id,player_name,playerName,reason,rescinded,length,confirmed
12437677,FT,0.0,3.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,,
12437677,,,,,90,2.0,,1,,,substitution,123496703.0,False,False,regular,,,,,,,,
12437677,,,,,90,2.0,,1,,,substitution,123496702.0,False,False,regular,,,,,,,,
12437677,,0.0,3.0,,90,1.0,,1,,,goal,194749763.0,,False,penalty,penalty,826643.0,Kylian Mbappé,,,,,
12437677,,,,,90,,,1,,,card,121863794.0,,True,yellowRed,,1154549.0,Mario Martín,Mario Martin,Foul,False,,
12437677,,,,,90,0.0,,1,,,injuryTime,,,,,,,,,,,4.0,
12437677,,,,,89,,,2,,,varDecision,30768.0,,False,penaltyNotAwarded,,991011.0,Jude Bellingham,,,,,False
12437677,,,,,86,,,5,,,substitution,123496693.0,False,True,regular,,,,,,,,
12437677,,,,,79,,,12,,,substitution,123496668.0,False,True,regular,,,,,,,,
12437677,,,,,73,,,18,,,substitution,123496630.0,False,False,regular,,,,,,,,
12437677,,,,,68,,,23,,,substitution,123496592.0,False,False,regular,,,,,,,,
12437677,,,,,68,,,23,,,substitution,123496591.0,False,False,regular,,,,,,,,
12437677,,,,,62,,,29,,,substitution,123496559.0,False,True,regular,,,,,,,,
12437677,,0.0,2.0,,57,,,34,,,goal,194747719.0,,False,regular,,826643.0,Kylian Mbappé,,,,,
12437677,,,,,55,,,36,,,card,121863729.0,,False,yellow,,826643.0,Kylian Mbappé,Kylian Mbappé,Foul,False,,
12437677,,,,,47,,,44,,,card,121863723.0,,False,yellow,,547838.0,Dani Ceballos,Dani Ceballos,Foul,False,,
12437677,HT,0.0,1.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,,
12437677,,,,,45,2.0,,1,,,card,121863671.0,,True,yellow,,801211.0,Selim Amallah,Selim Amallah,Argument,False,,
12437677,,,,,45,2.0,,1,,,card,121863672.0,,False,yellow,,991011.0,Jude Bellingham,Jude Bellingham,Argument,False,,
12437677,,,,,45,0.0,,1,,,injuryTime,,,,,,,,,,,1.0,
12437677,,0.0,1.0,,30,,,16,,,goal,194744160.0,,False,regular,,826643.0,Kylian Mbappé,,,,,
12437677,,,,,15,,,31,,,card,121863586.0,,True,yellow,,1154549.0,Mario Martín,Mario Martin,Foul,False,,
