match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_challengeLost,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_bigChanceCreated,stat_outfielderBlock,stat_keyPass,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_bigChanceMissed,player_firstName,player_lastName,stat_wonContest
12117080,home,Red Bull Bragantino,Cleiton,cleiton,Cleiton,G,1,190,551,M,844576,EUR,871948800,G,1,1,False,True,27.0,19.0,9.0,2.0,0.0,18.0,20.0,1.0,7.0,1.0,1.0,2.0,10.0,1.0,2.0,4.0,2.0,1.0,1.0,90.0,37.0,7.3,9.0,0.00277158,0,0.4436,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117080,home,Red Bull Bragantino,Jadsom,jadsom,Jadsom,M,25,176,193,M,964127,EUR,990316800,D,5,5,False,,54.0,46.0,7.0,3.0,0.0,13.0,14.0,34.0,44.0,,4.0,1.0,1.0,,,,,,,77.0,78.0,6.9,14.0,0.120091,1,,4.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,0.0223,,,,,,,,,,,,,,,,,
12117080,home,Red Bull Bragantino,Pedro Henrique,pedro-henrique,P. Henrique,D,14,188,417,M,551774,EUR,812592000,D,14,14,False,,76.0,65.0,14.0,9.0,0.0,35.0,40.0,30.0,36.0,3.0,8.0,6.0,8.0,,,,,,,90.0,89.0,7.3,11.0,0.0243842,0,,,,3.0,4.0,,,4.0,4.0,1.0,,1.0,,,,,,,,,,,,,,,,
12117080,home,Red Bull Bragantino,Luan Cândido,luan-candido,L. Cândido,D,36,187,716,M,905459,EUR,981072000,D,36,36,False,,67.0,67.0,3.0,3.0,0.0,39.0,39.0,28.0,28.0,1.0,2.0,4.0,,,,,,,,90.0,78.0,7.0,1.0,0.0125242,2,,,,,2.0,,2.0,1.0,,,0.0435,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
12117080,home,Red Bull Bragantino,Juninho Capixaba,juninho-capixaba,J. Capixaba,D,29,176,909,M,870556,EUR,868147200,D,29,29,False,,73.0,64.0,8.0,5.0,0.0,29.0,31.0,36.0,45.0,5.0,11.0,2.0,5.0,,,,,,,90.0,110.0,8.5,17.0,0.636962,0,,3.0,1.0,7.0,9.0,,,5.0,5.0,1.0,,1.0,3.0,4.0,1.0,,1.0,2.0,4.0,,,,,,,,,
12117080,home,Red Bull Bragantino,Eric Ramires,eric-ramires,E. Ramires,M,7,172,386,M,950545,EUR,965865600,M,7,7,False,,28.0,25.0,,,0.0,9.0,9.0,16.0,19.0,,1.0,,3.0,,,,,,,59.0,39.0,7.0,9.0,0.0114454,1,,,,2.0,8.0,1.0,,1.0,1.0,,0.2924,1.0,1.0,1.0,,,,,1.0,4.0,1.0,1.0,0.8907,,,,,
12117080,home,Red Bull Bragantino,Raul,raul,Raul,M,31,180,175,M,870760,EUR,837043200,M,23,23,False,,70.0,64.0,3.0,1.0,0.0,30.0,32.0,35.0,40.0,,,,7.0,,,,,,,90.0,78.0,6.8,7.0,0.103658,3,,2.0,1.0,,2.0,,1.0,,,,0.0479,1.0,1.0,,1.0,,,,1.0,,,,,2.0,,,,
12117080,home,Red Bull Bragantino,Lucas Evangelista,lucas-evangelista,L. Evangelista,M,30,181,3216,M,331397,EUR,799718400,M,8,8,False,,32.0,28.0,,,1.0,5.0,5.0,23.0,28.0,2.0,7.0,,1.0,,,,,,,90.0,50.0,7.1,7.0,0.024426,3,,1.0,,4.0,5.0,1.0,,,,5.0,0.3131,,,1.0,,1.0,,,1.0,,2.0,,0.2939,1.0,1.0,,,
12117080,home,Red Bull Bragantino,Helinho,helinho,Helinho,M,11,175,1509,M,906837,EUR,956620800,F,11,11,False,,40.0,34.0,2.0,1.0,0.0,6.0,6.0,29.0,40.0,,5.0,,1.0,,,,,,,71.0,66.0,7.7,18.0,0.081452,2,,6.0,1.0,1.0,6.0,5.0,1.0,,,2.0,0.1154,,,3.0,1.0,,,,4.0,2.0,1.0,1.0,0.4502,,,,,3.0
12117080,home,Red Bull Bragantino,Eduardo Sasha,eduardo-sasha,E. Sasha,F,8,173,1446,M,143846,EUR,698889600,F,19,19,False,,10.0,6.0,,,0.0,,,6.0,11.0,2.0,2.0,,1.0,,,,,,,77.0,20.0,7.1,7.0,0.0272482,3,,1.0,,4.0,6.0,,1.0,,,,0.4632,,2.0,1.0,1.0,,,,,1.0,2.0,,0.0826,,,,,
