match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,player_firstName,player_lastName,player_sofascoreId,stat_challengeLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_totalContest,stat_wonContest,stat_lastManTackle,stat_unsuccessfulTouch,stat_accurateCross,stat_wasFouled,stat_keyPass,stat_dispossessed,stat_blockedScoringAttempt,stat_goalAssist,stat_bigChanceCreated,captain,stat_totalOffside,stat_bigChanceMissed
10389955,home,RC Strasbourg,Matz Sels,matz-sels,M. Sels,G,26,188,2413,M,78152,EUR,699062400,G,1,1,False,26.0,20.0,16.0,11.0,12.0,15.0,8.0,11.0,1.0,1.0,2.0,12.0,2.0,3.0,5.0,90.0,42.0,7.6,6.0,0.0,0.0,0.00837974,0,1.1475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389955,home,RC Strasbourg,Lucas Perrin,lucas-perrin,L. Perrin,D,4,187,210,M,941077,EUR,911433600,D,5,5,False,51.0,42.0,2.0,1.0,25.0,27.0,17.0,25.0,2.0,4.0,4.0,6.0,,,,90.0,63.0,7.2,10.0,0.0,0.0,0.0238885,0,,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10389955,home,RC Strasbourg,Alexander Djiku,alexander-djiku,A. Djiku,D,6,182,4730,M,289977,EUR,776390400,D,24,24,False,73.0,61.0,18.0,10.0,36.0,39.0,25.0,34.0,1.0,2.0,3.0,5.0,,,,90.0,82.0,7.4,12.0,0.6061,0.5789,0.0179001,2,,,1.0,3.0,,2.0,1.0,1.0,1.0,,,alex_djiku,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10389955,home,RC Strasbourg,Maxime Le Marchand,maxime-le-marchand,M. Le Marchand,D,23,184,46,,55052,EUR,624067200,D,23,23,False,63.0,54.0,6.0,4.0,38.0,43.0,16.0,20.0,4.0,7.0,3.0,9.0,,,,90.0,75.0,7.0,10.0,0.0,0.0,0.00591638,0,,,1.0,3.0,,2.0,2.0,1.0,,,,,2.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,
10389955,home,RC Strasbourg,Thomas Delaine,thomas-delaine,T. Delaine,M,,180,116,M,153218,EUR,701395200,M,3,3,False,36.0,27.0,2.0,,10.0,13.0,18.0,29.0,1.0,6.0,1.0,3.0,,,,78.0,59.0,7.1,17.0,0.0,0.0,0.230634,0,,6.0,,1.0,,,3.0,2.0,,,,,,,,,2.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,
10389955,home,RC Strasbourg,Sanjin Prcić,sanjin-prcic,S. Prcić,M,,182,171,M,94822,EUR,753753600,M,14,14,False,60.0,56.0,6.0,4.0,22.0,22.0,34.0,39.0,,3.0,,6.0,,,,90.0,70.0,6.7,7.0,0.0257,0.0,0.0676064,1,,1.0,,3.0,,1.0,1.0,1.0,2.0,,,,,1.0,,,,,,,,2.0,,1.0,,,,,,
10389955,home,RC Strasbourg,Jean-Ricner Bellegarde,jean-ricner-bellegarde,J.-R. Bellegarde,M,27,170,28999,M,845273,EUR,898905600,M,17,17,False,54.0,43.0,6.0,2.0,19.0,21.0,24.0,37.0,1.0,13.0,2.0,4.0,,,,90.0,84.0,7.1,21.0,0.0466,0.0,0.0553834,1,,4.0,,5.0,,1.0,4.0,3.0,,,,,1.0,,,,4.0,2.0,,2.0,,6.0,1.0,2.0,1.0,,,,,
10389955,home,RC Strasbourg,Adrien Thomasson,adrien-thomasson,A. Thomasson,M,28,177,523,M,231946,EUR,755481600,M,10,10,False,54.0,47.0,4.0,2.0,20.0,22.0,27.0,32.0,1.0,7.0,,9.0,,,,77.0,73.0,7.9,13.0,0.0752,0.0,0.0450876,2,,,,3.0,,,3.0,2.0,,,,,1.0,2.0,,,1.0,1.0,,3.0,,2.0,2.0,2.0,,1.0,1.0,,,
10389955,home,RC Strasbourg,Dimitri Liénard,dimitri-lienard,D. Liénard,M,,184,77,M,365358,EUR,571708800,M,11,11,False,30.0,23.0,3.0,2.0,9.0,9.0,16.0,26.0,2.0,3.0,,3.0,,,,64.0,45.0,7.1,10.0,0.0254,0.0,0.0655668,1,,5.0,,3.0,1.0,,1.0,,1.0,,,,2.0,1.0,,,,,,,2.0,,2.0,,,,,True,1.0,
10389955,home,RC Strasbourg,Habib Diallo,habib-diallo,H. Diallo,F,30,186,7542,M,802159,EUR,803433600,F,20,20,False,23.0,13.0,,,1.0,3.0,12.0,20.0,1.0,3.0,,3.0,,,,64.0,29.0,6.7,13.0,0.0,0.0,0.0909936,0,,,1.0,4.0,,1.0,,,3.0,,,habibdiallo28,,,,,1.0,,,,,2.0,1.0,,,,,,,
