match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_bigChanceCreated,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_wasFouled,player_firstName,player_lastName,stat_outfielderBlock,stat_lastManTackle,stat_totalOffside,captain,stat_errorLeadToAShot,stat_challengeLost,stat_totalContest,stat_aerialWon,stat_shotOffTarget,stat_blockedScoringAttempt,stat_expectedGoals,stat_shotValueNormalized,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_wonContest,stat_bigChanceMissed,stat_penaltyMiss,player_sofascoreId,stat_penaltySave,stat_penaltyFaced,stat_penaltyConceded
14083589,away,Celta Vigo,Hugo Sotelo,hugo-sotelo,H. Sotelo,M,22,180,632,M,1120669,EUR,1071792000,M,22,22,False,39.0,37.0,1.0,1.0,0.0,20.0,20.0,17.0,19.0,4.0,,,,,90.0,51.0,6.7,4.0,0.138381,,3.0,0,,0.32,0.03,-0.16,,4.0,2.0,5.0,3.0,,2.0,,,3.0,,,,,1.0,Hugo Sotelo,,,,,,,2.0,,,,,,,,,,,,,,,,
14083589,away,Celta Vigo,Ilaix Moriba,ilaix-moriba,I. Moriba,M,6,183,6577,M,962890,EUR,1042934400,M,6,6,False,10.0,7.0,2.0,,1.0,1.0,2.0,6.0,8.0,,,,,,45.0,13.0,6.6,4.0,0.0346144,,1.0,0,,0.12,0.04,-0.06,,,,2.0,1.0,1.0,,,1.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,ilaixmk,,,
14083589,away,Celta Vigo,Bryan Zaragoza,bryan-zaragoza,B. Zaragoza,F,97,165,5285,M,1084730,EUR,999993600,F,15,15,False,13.0,11.0,1.0,1.0,0.0,4.0,4.0,7.0,9.0,2.0,,,,,67.0,32.0,6.7,9.0,0.0240612,,,3,,0.05,0.29,0.16,,3.0,,3.0,4.0,,1.0,1.0,1.0,,,,1.0,,2.0,,,,,1.0,,,,4.0,,1.0,1.0,0.133,-0.55,1.0,,0.1066,1.0,,,bryanzaragoza,,,
14083589,away,Celta Vigo,Borja Iglesias,borja-iglesias,B. Iglesias,F,7,187,4084,M,785989,EUR,727228800,F,7,7,False,24.0,17.0,3.0,1.0,0.0,8.0,10.0,9.0,14.0,5.0,,,,,90.0,33.0,7.5,12.0,0.0540676,,1.0,2,,0.0,0.12,-0.03,,1.0,,3.0,1.0,,,,3.0,2.0,,,,,1.0,,,,,,True,,,1.0,,,1.0,0.1129,0.54,1.0,1.0,0.1629,,,,,,,
14083589,away,Celta Vigo,Hugo Álvarez,hugo-alvarez,H. Álvarez,M,23,176,698,M,1154935,EUR,1057104000,F,23,23,False,29.0,21.0,2.0,1.0,0.0,10.0,12.0,11.0,17.0,1.0,,,,,90.0,43.0,6.3,14.0,0.013806,,1.0,0,,-0.31,0.07,-0.01,,,,4.0,2.0,,1.0,,2.0,2.0,,1.0,1.0,,,Hugo Álvarez,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
14083589,away,Celta Vigo,Javier Rueda,javier-rueda,J. Rueda,D,17,176,386,M,1008259,EUR,1020816000,D,17,17,True,14.0,9.0,2.0,1.0,0.0,2.0,5.0,7.0,9.0,1.0,,,,,45.0,25.0,6.8,7.0,0.0054093,,,0,,0.03,-0.23,0.27,,,,4.0,4.0,,1.0,1.0,,1.0,,,1.0,,2.0,,,1.0,,2.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,
14083589,away,Celta Vigo,Javi Rodríguez,javi-rodriguez,J. Rodríguez,D,32,178,597,M,1526627,EUR,1056585600,D,32,32,True,22.0,19.0,1.0,,0.0,10.0,13.0,9.0,9.0,2.0,,,,,45.0,27.0,6.5,4.0,0.00431056,,,0,,-0.05,0.27,-0.06,,,,2.0,2.0,,1.0,1.0,,,,,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
14083589,away,Celta Vigo,Williot Swedberg,williot-swedberg,W. Swedberg,M,19,185,4221,M,1126779,EUR,1075593600,M,19,19,True,3.0,3.0,,,0.0,1.0,1.0,2.0,2.0,,,,,,23.0,5.0,6.4,1.0,0.0074121,,,1,,0.03,0.01,-0.06,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,0.0342,-0.1,,,,,,,,,,
14083589,away,Celta Vigo,Iago Aspas,iago-aspas,I. Aspas,F,10,176,5000,M,19356,EUR,554774400,F,10,10,True,8.0,7.0,2.0,2.0,0.0,2.0,3.0,5.0,5.0,,,,,,17.0,13.0,6.8,3.0,0.00481008,,,0,,-0.06,-0.02,0.16,,,,,2.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,i.aspas10,,,
14083589,away,Celta Vigo,Manu Fernández,manu-fernandez,M. Fernández,D,12,185,116,M,1630975,EUR,987984000,D,12,12,True,14.0,14.0,,,0.0,7.0,7.0,7.0,7.0,,,,,,8.0,17.0,6.6,1.0,0.00304106,,,0,,0.0,0.01,0.14,,,,2.0,,,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
14083589,away,Celta Vigo,Iván Villar,ivan-villar,I. Villar,G,1,183,223,M,848980,EUR,868406400,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083589,away,Celta Vigo,Jones El-Abdellaoui,jones-el-abdellaoui,J. El-Abdellaoui,M,39,184,1783,M,1173575,EUR,1137024000,F,39,39,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,Jones El-Abdellaoui,,,,,,,,,,,,,,,,,,,,,,,
14083589,away,Celta Vigo,Fran Beltrán,fran-beltran,F. Beltrán,M,8,170,770,M,835484,EUR,918000000,M,8,8,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083589,away,Celta Vigo,Damián Rodríguez,damian-rodriguez,D. Rodríguez,M,23,180,272,M,1216080,EUR,1047859200,M,14,14,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083589,away,Celta Vigo,Franco Cervi,franco-cervi,F. Cervi,M,11,165,1013,M,557008,EUR,769910400,M,11,11,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083589,away,Celta Vigo,Pablo Durán,pablo-duran,P. Durán,F,18,176,741,M,1398524,EUR,990748800,F,18,18,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,Pablo Durán,,,,,,,,,,,,,,,,,,,,,,,
14083589,away,Celta Vigo,Ferran Jutglà,ferran-jutgla,F. Jutglà,F,9,175,3716,M,949962,EUR,917827200,F,9,9,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
