match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalClearance,stat_outfielderBlock,stat_wasFouled,stat_fouls,stat_aerialWon,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_hitWoodwork,player_sofascoreId,stat_bigChanceMissed,stat_totalOffside,stat_penaltyMiss,stat_goodHighClaim,stat_penaltySave,stat_penaltyFaced,stat_punches,stat_penaltyConceded,stat_errorLeadToAGoal
12499818,home,Eintracht Frankfurt,Kevin Trapp,kevin-trapp,K. Trapp,G,35,189,1775,M,38440,EUR,647395200,G,1,1,False,True,23.0,12.0,12.0,3.0,0.0,10.0,14.0,2.0,9.0,11.0,3.0,3.0,2.0,2.0,90.0,30.0,6.8,11.0,0.00058449,0,1.1609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499818,home,Eintracht Frankfurt,Nnamdi Collins,nnamdi-collins,N. Collins,D,34,191,1316,M,1048569,EUR,1073692800,D,34,34,False,,44.0,42.0,1.0,1.0,0.0,20.0,21.0,22.0,23.0,3.0,,,,,90.0,58.0,6.9,2.0,0.0678903,0,,Nnamdi Collins,,2.0,6.0,3.0,7.0,1.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499818,home,Eintracht Frankfurt,Tuta,tuta,Tuta,D,3,184,1088,M,964191,EUR,931046400,D,35,35,False,,62.0,56.0,8.0,3.0,0.0,32.0,32.0,24.0,30.0,5.0,,,,,90.0,76.0,7.8,6.0,0.0207114,1,,,,,,1.0,8.0,,,,1.0,1.0,1.0,2.0,0.1135,0.6889,1.0,,,,,,,,,,,,,,,,,,,,,,,
12499818,home,Eintracht Frankfurt,Arthur Theate,arthur-theate,A. Theate,D,3,186,2196,M,965778,EUR,959212800,D,3,3,False,,69.0,60.0,8.0,5.0,0.0,28.0,28.0,32.0,41.0,1.0,,,,,90.0,81.0,7.1,10.0,0.0359556,2,,,,4.0,6.0,2.0,5.0,1.0,,2.0,1.0,,,,0.0594,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12499818,home,Eintracht Frankfurt,Rasmus Kristensen,rasmus-kristensen,R. Kristensen,D,13,186,1615,M,921789,EUR,868579200,M,13,13,False,,49.0,39.0,3.0,2.0,0.0,14.0,16.0,27.0,42.0,5.0,,,,,90.0,83.0,7.4,22.0,0.219872,1,,,,,3.0,5.0,3.0,,1.0,1.0,2.0,1.0,,1.0,0.0532,0.041,2.0,,1.0,,1.0,9.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
12499818,home,Eintracht Frankfurt,Hugo Larsson,hugo-larsson,H. Larsson,M,16,187,2774,M,1142211,EUR,1088294400,M,16,16,False,,61.0,52.0,5.0,1.0,0.0,27.0,34.0,26.0,28.0,4.0,,,,,90.0,69.0,7.4,10.0,0.0666485,2,,Hugo Larsson,,,2.0,2.0,,,1.0,,1.0,2.0,1.0,,0.1935,0.7995,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
12499818,home,Eintracht Frankfurt,Oscar Højlund,oscar-hojlund,O. Højlund,M,6,184,1040,M,1149113,EUR,1104796800,M,6,6,False,,43.0,39.0,1.0,1.0,0.0,12.0,13.0,27.0,30.0,3.0,,,,,50.0,52.0,6.9,7.0,0.0366843,1,,Oscar Höjlund,,,3.0,3.0,,1.0,,2.0,,,,1.0,0.091,,,,2.0,1.0,2.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,
12499818,home,Eintracht Frankfurt,Nathaniel Brown,nathaniel-brown,N. Brown,D,21,179,1784,M,1159759,EUR,1055721600,M,21,21,False,,26.0,19.0,1.0,,1.0,6.0,10.0,13.0,21.0,4.0,,,,,71.0,47.0,7.5,16.0,0.109376,1,,,,,2.0,2.0,,,,1.0,,,,1.0,0.0414,,2.0,1.0,2.0,2.0,3.0,5.0,,,,1.0,,,1.0,1.0,,,,,,,,,,
12499818,home,Eintracht Frankfurt,Mario Götze,mario-gotze,M. Götze,M,27,176,5881,M,66518,EUR,707529600,F,27,27,False,,57.0,50.0,2.0,1.0,0.0,14.0,14.0,36.0,44.0,5.0,,,,,90.0,68.0,7.1,14.0,0.0846488,0,,,,,6.0,3.0,,,2.0,3.0,,,,,,,3.0,,1.0,1.0,3.0,1.0,,,3.0,,,,,,MarioGotze,,,,,,,,,
12499818,home,Eintracht Frankfurt,Can Uzun,can-uzun,C. Uzun,M,42,186,10657,M,1440948,EUR,1131667200,F,20,20,False,,38.0,35.0,1.0,1.0,0.0,11.0,11.0,24.0,28.0,4.0,,,,,71.0,56.0,8.3,8.0,0.0803065,3,,Can Uzun,,1.0,4.0,5.0,,,1.0,1.0,,1.0,1.0,1.0,0.4892,0.6301,2.0,1.0,2.0,1.0,2.0,1.0,,,1.0,3.0,2.0,1.0,,,can.uzun10,,,,,,,,,
