match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,captain,stat_challengeLost,stat_totalContest,stat_interceptionWon,stat_wonContest,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_accurateCross,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,stat_wasFouled,player_firstName,player_lastName,stat_hitWoodwork,player_sofascoreId,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot
13981467,home,Pisa,Adrian Šemper,adrian-semper,A. Šemper,G,1,192.0,752,M,814876,EUR,884563200,G,1,1,False,24.0,13.0,15.0,4.0,0.0,10.0,13.0,3.0,11.0,1.0,6.0,1.0,1.0,2.0,90.0,32.0,6.7,11.0,0.00217965,0.1577,0,0.291,0.07,-0.02,0.17,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981467,home,Pisa,Simone Canestrelli,canestrelli-simone,S. Canestrelli,D,5,192.0,454,M,911355,EUR,968630400,D,5,5,False,22.0,16.0,3.0,1.0,0.0,9.0,10.0,7.0,12.0,6.0,,,,,90.0,35.0,7.0,8.0,0.00233696,,0,,0.06,0.0,0.43,,1.0,2.0,3.0,5.0,4.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
13981467,home,Pisa,Antonio Caracciolo,antonio-caracciolo,A. Caracciolo,D,4,185.0,258,M,116666,EUR,646704000,D,4,4,False,21.0,14.0,4.0,1.0,0.0,8.0,11.0,6.0,10.0,8.0,1.0,,,,90.0,37.0,6.9,8.0,0.00475411,,0,,0.01,0.06,0.23,,,2.0,3.0,5.0,6.0,,,3.0,1.0,1.0,True,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
13981467,home,Pisa,Giovanni Bonfanti,giovanni-bonfanti,G. Bonfanti,D,94,187.0,345,M,1183625,EUR,1042761600,D,94,94,False,36.0,24.0,10.0,4.0,0.0,18.0,22.0,6.0,14.0,5.0,5.0,,,,90.0,59.0,7.4,19.0,0.00748587,,1,,0.15,0.08,0.21,,1.0,1.0,2.0,4.0,9.0,,1.0,4.0,,2.0,,,4.0,,3.0,1.0,1.0,0.0168,1.0,0.01,,,,,,,,,,,,,
13981467,home,Pisa,Idrissa Touré,idrissa-toure,I. Touré,M,15,187.0,833,M,826326,EUR,893808000,M,15,15,False,19.0,8.0,4.0,,0.0,6.0,12.0,2.0,7.0,3.0,4.0,,,,90.0,52.0,6.5,20.0,0.218272,,3,,0.16,0.23,0.21,,5.0,3.0,3.0,8.0,5.0,2.0,1.0,2.0,2.0,1.0,,1.0,1.0,2.0,,,,0.2206,1.0,-0.52,1.0,2.0,1.0,1.0,0.0396,,,,,,,,
13981467,home,Pisa,Marius Marin,marius-marin,M. Marin,M,6,182.0,1399,M,797596,EUR,904435200,M,6,6,False,15.0,12.0,,,0.0,7.0,7.0,5.0,8.0,,2.0,,,,68.0,27.0,6.9,8.0,0.0354495,,0,,0.12,-0.02,-0.02,,2.0,,,4.0,6.0,1.0,,5.0,4.0,1.0,,1.0,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,
13981467,home,Pisa,Michel Aebischer,michel-aebischer,M. Aebischer,M,20,182.0,1236,M,850891,EUR,852508800,M,20,20,False,19.0,17.0,6.0,4.0,0.0,7.0,7.0,10.0,12.0,1.0,1.0,,,,49.0,25.0,7.2,3.0,0.0164489,,0,,0.25,0.05,0.21,,,,,1.0,3.0,,,3.0,2.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,
13981467,home,Pisa,Ebenezer Akinsanmiro,ebenezer-akinsanmiro,E. Akinsanmiro,M,14,184.0,1986,M,1525367,EUR,1101340800,M,14,14,False,16.0,15.0,2.0,2.0,0.0,6.0,6.0,9.0,10.0,1.0,7.0,,,,90.0,42.0,7.5,8.0,0.135094,,0,,0.24,0.34,0.26,,1.0,1.0,,9.0,12.0,2.0,,5.0,3.0,2.0,,1.0,5.0,1.0,2.0,,2.0,,2.0,,1.0,,,,,5.0,,,,,,,
13981467,home,Pisa,Mehdi Léris,mehdi-leris,M. Léris,M,7,186.0,1543,M,851222,EUR,895881600,M,7,7,False,8.0,7.0,,,0.0,3.0,3.0,4.0,5.0,1.0,1.0,,,,67.0,22.0,6.7,6.0,0.00214028,,1,,-0.03,0.18,0.26,,2.0,,,3.0,1.0,,1.0,,,1.0,,1.0,1.0,1.0,,,1.0,0.0963,,-0.39,,1.0,,,,1.0,,,,,,,
13981467,home,Pisa,Matteo Tramoni,matteo-tramoni,M. Tramoni,F,10,175.0,1168,M,887275,EUR,948326400,F,10,10,False,13.0,10.0,1.0,,0.0,,1.0,10.0,12.0,,3.0,,,,87.0,27.0,6.4,9.0,0.112649,,2,,0.28,-0.56,-0.05,,5.0,1.0,,3.0,1.0,,,1.0,1.0,,,1.0,1.0,1.0,,2.0,2.0,0.0967,3.0,-0.48,2.0,,,,,,,,,,,,
13981467,home,Pisa,M'Bala Nzola,mbala-nzola,M. Nzola,F,8,185.0,2430,M,788061,EUR,840326400,F,18,18,False,13.0,10.0,,,0.0,3.0,4.0,7.0,9.0,,5.0,,,,68.0,25.0,7.0,6.0,0.0486073,,3,,0.13,0.33,0.0,,,4.0,2.0,6.0,7.0,1.0,,1.0,,1.0,,,1.0,,1.0,,2.0,0.3633,1.0,-0.56,,3.0,,,,3.0,,,1.0,,,,
13981467,home,Pisa,Malthe Højholt,malthe-hojholt,M. Højholt,M,8,182.0,154,M,997583,EUR,987379200,M,8,8,True,14.0,10.0,,,0.0,10.0,11.0,,3.0,1.0,2.0,,,,41.0,18.0,6.7,6.0,0.0001078,,0,,-0.05,-0.06,0.21,,,,2.0,2.0,3.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
13981467,home,Pisa,Juan Cuadrado,juan-cuadrado,J. Cuadrado,M,11,179.0,11319,M,47743,EUR,580608000,M,11,11,True,5.0,4.0,,,0.0,2.0,3.0,2.0,2.0,,2.0,,,,23.0,20.0,6.7,7.0,0.00060917,,1,,0.01,0.14,0.15,,,1.0,,6.0,5.0,3.0,,3.0,1.0,,,,2.0,,,,1.0,0.0109,,-0.11,,1.0,,,,2.0,,,1.0,cuadrado,,,
13981467,home,Pisa,Isak Vural,isak-vural,I. Vural,M,21,190.0,952,M,1210995,EUR,1148774400,M,21,21,True,4.0,2.0,1.0,,0.0,2.0,2.0,,2.0,,,,,,22.0,7.0,6.7,2.0,3.245e-05,,0,,0.0,0.03,0.15,,,1.0,,1.0,2.0,,1.0,,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,
13981467,home,Pisa,Henrik Wendel Meister,henrik-wendel-meister,H. W. Meister,F,9,191.0,686,M,1184248,EUR,1068681600,F,9,9,True,,,,,0.0,,,,,1.0,1.0,,,,22.0,4.0,6.3,3.0,,,0,,,-0.16,0.17,,,1.0,,5.0,,2.0,,,,2.0,,,1.0,,,,,,,,,,,,,,Henrik Meister,,,,,,
13981467,home,Pisa,Stefano Moreo,stefano-moreo,S. Moreo,F,32,191.0,621,M,346948,EUR,741398400,F,32,32,True,1.0,,,,0.0,,,,1.0,1.0,,,,,8.0,3.0,6.7,1.0,,,0,,-0.01,,0.16,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
13981467,home,Pisa,Nícolas,nicolas,Nícolas,G,12,190.0,112,M,150611,EUR,576806400,G,12,12,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981467,home,Pisa,Simone Scuffet,simone-scuffet,S. Scuffet,G,22,193.0,684,M,284349,EUR,833500800,G,22,22,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981467,home,Pisa,Mateus Lusuardi,mateus-lusuardi,M. Lusuardi,D,47,190.0,266,M,1525361,EUR,1073520000,D,47,47,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mateus Lusuardi,,,,,,
13981467,home,Pisa,Jeremy Kandje Mbambi,jeremy-kandje-mbambi,J. K. Mbambi,D,27,,152,M,1931557,EUR,1209859200,D,76,76,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jeremy Kandje Mbambi,,,,,,
13981467,home,Pisa,Raúl Albiol,raul-albiol,R. Albiol,D,39,190.0,1235,M,3041,EUR,494640000,D,39,39,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981467,home,Pisa,Arturo Calabresi,arturo-calabresi,A. Calabresi,D,33,186.0,199,M,284367,EUR,827020800,D,33,33,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981467,home,Pisa,Samuele Angori,samuele-angori,S. Angori,M,3,184.0,664,M,1174457,EUR,1065484800,D,3,3,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981467,home,Pisa,Lorran,lorran,Lorran,M,99,180.0,6096,M,1459764,EUR,1151971200,M,99,99,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lorranlucas10,,,
13981467,home,Pisa,Gabriele Piccinini,gabriele-piccinini,G. Piccinini,M,36,184.0,125,M,970778,EUR,986515200,M,36,36,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981467,home,Pisa,Louis Buffon,louis-buffon,L. Buffon,F,16,188.0,1203,M,1819178,EUR,1198800000,F,16,16,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981467,away,Fiorentina,David De Gea,david-de-gea,D. De Gea,G,43,192.0,23723,M,69378,EUR,657936000,G,43,43,False,31.0,26.0,12.0,8.0,0.0,19.0,21.0,7.0,10.0,,7.0,1.0,,1.0,90.0,39.0,7.3,5.0,0.00291038,-0.0001,0,0.0396,0.18,-0.02,0.21,0.0,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,d_degea,1.0,1.0,
