match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_totalClearance,stat_aerialWon,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_wasFouled,stat_fouls,stat_dispossessed,stat_blockedScoringAttempt,captain,stat_challengeLost,stat_interceptionWon,stat_shotOffTarget,stat_keyPass,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalOffside,stat_punches,stat_errorLeadToAShot,stat_bigChanceCreated,stat_goals
11453126,home,Al Raed,André Moreira,André,Moreira,andre-moreira,A. Moreira,G,195.0,72,M,576272,EUR,817862400,G,1,1,False,34.0,28.0,18.0,12.0,0.0,21.0,21.0,7.0,13.0,3.0,1.0,1.0,2.0,90.0,38.0,6.7,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453126,home,Al Raed,Mohammed Al-Dosari,,,mohammed-al-dosari,M. Al-Dosari,D,,12,M,970908,EUR,931651200,D,32,32,False,17.0,15.0,1.0,1.0,0.0,8.0,9.0,8.0,11.0,5.0,,,,45.0,30.0,6.9,6.0,0,32,3.0,1.0,1.0,1.0,5.0,5.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
11453126,home,Al Raed,Mubarak Al-Rajeh,Mubarak Abdul Rahman Al Rajeh,,mubarak-al-rajeh,M. Al-Rajeh,D,,39,M,1429814,EUR,1059696000,D,94,94,False,15.0,9.0,4.0,,0.0,7.0,9.0,2.0,6.0,1.0,,,,45.0,18.0,6.3,6.0,0,94,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
11453126,home,Al Raed,Oumar Gonzalez,,,oumar-gonzalez,O. Gonzalez,D,186.0,312,M,842744,EUR,888364800,D,21,21,False,43.0,37.0,3.0,1.0,0.0,24.0,27.0,13.0,17.0,4.0,,,,90.0,53.0,6.9,7.0,0,21,1.0,,2.0,4.0,4.0,1.0,1.0,,3.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,
11453126,home,Al Raed,Mamadou Loum,,,mamadou-loum,M. Loum,M,193.0,526,M,796059,EUR,851904000,D,5,5,False,59.0,45.0,11.0,3.0,0.0,31.0,35.0,14.0,24.0,13.0,,,,90.0,69.0,6.4,16.0,0,21,,,1.0,3.0,5.0,,,,2.0,2.0,2.0,2.0,,1.0,2.0,1.0,,,,,,,,,,,,,
11453126,home,Al Raed,Hamad Al-Jayzani,,,hamad-al-jayzani,H. Al-Jayzani,D,176.0,11,M,802975,EUR,731203200,D,28,28,False,46.0,34.0,3.0,2.0,0.0,18.0,19.0,16.0,29.0,10.0,,,,90.0,81.0,6.7,21.0,1,28,2.0,,1.0,8.0,6.0,4.0,3.0,3.0,,1.0,2.0,1.0,,,5.0,2.0,1.0,,,,,,,,,,,,
11453126,home,Al Raed,Mohamed Fouzair,,,mohamed-fouzair,M. Fouzair,M,168.0,271,M,893191,EUR,693532800,M,10,10,False,36.0,28.0,4.0,2.0,0.0,7.0,8.0,21.0,35.0,10.0,,,,90.0,66.0,7.3,24.0,0,,7.0,,,5.0,9.0,4.0,4.0,4.0,1.0,,2.0,1.0,,4.0,1.0,3.0,,True,1.0,1.0,,,,,,,,,
11453126,home,Al Raed,Mathias Normann,,,mathias-normann,M. Normann,M,179.0,189,M,565686,EUR,833241600,M,8,8,False,41.0,31.0,13.0,8.0,0.0,17.0,19.0,17.0,29.0,7.0,,,,90.0,61.0,6.9,17.0,1,12,7.0,3.0,,2.0,3.0,1.0,,,,,2.0,,,2.0,,,,,,,1.0,,,,,,,,
11453126,home,Al Raed,Khalid Alsubaie,,,khalid-alsubaie,K. Alsubaie,M,176.0,8,M,893373,EUR,940896000,M,24,24,False,42.0,35.0,9.0,5.0,0.0,18.0,19.0,17.0,25.0,5.0,,,,90.0,58.0,7.1,10.0,0,27,2.0,,1.0,3.0,3.0,2.0,2.0,1.0,,,,,,1.0,1.0,,,,1.0,1.0,,1.0,,,,,,,
11453126,home,Al Raed,Amir Saâyoud,,,amir-saayoud,A. Saâyoud,F,170.0,2347,M,309154,EUR,654652800,F,7,7,False,7.0,3.0,,,0.0,1.0,3.0,2.0,4.0,1.0,,,,38.0,11.0,6.3,7.0,0,11,,,,2.0,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,
