match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceCreated,stat_totalClearance,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_ownGoals,stat_shotOffTarget,stat_blockedScoringAttempt,stat_expectedGoals,stat_dispossessed,stat_totalOffside,captain,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_hitWoodwork,stat_goals,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_sofascoreId
12437608,home,Las Palmas,Jasper Cillessen,,,jasper-cillessen,J. Cillessen,G,22,185.0,1502,M,123865,EUR,609206400,G,1,1,False,34.0,24.0,14.0,5.0,0.0,21.0,25.0,3.0,9.0,9.0,3.0,4.0,90.0,45.0,7.0,10.0,0.00069625,0,-0.4702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437608,home,Las Palmas,Marvin Park,,,park-marvin,M. Park,D,2,177.0,650,M,960401,EUR,952387200,D,2,2,False,17.0,12.0,3.0,2.0,0.0,7.0,7.0,6.0,12.0,2.0,,,76.0,34.0,6.5,10.0,0.240554,0,,2.0,1.0,5.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12437608,home,Las Palmas,Alex Suárez,,,alex-suarez,A. Suárez,D,4,179.0,259,M,914848,EUR,725846400,D,4,4,False,49.0,44.0,5.0,2.0,0.0,37.0,39.0,7.0,10.0,2.0,,,90.0,57.0,6.3,5.0,0.00162006,0,,,,4.0,4.0,,,3.0,,,,1.0,,3.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,
12437608,home,Las Palmas,Mika Mármol,,,mika-marmol,M. Mármol,D,3,181.0,783,M,979146,EUR,993945600,D,3,3,False,59.0,52.0,9.0,3.0,0.0,41.0,43.0,11.0,16.0,2.0,,,90.0,68.0,6.6,7.0,0.0387058,2,,,,2.0,1.0,,,,1.0,,,1.0,1.0,1.0,,,1.0,,,1.0,1.0,0.0661,,,,,,,,,,,,,,
12437608,home,Las Palmas,Álex Muñoz,,,alex-munoz,Á. Muñoz,D,3,185.0,176,M,273227,EUR,775526400,D,23,23,False,28.0,20.0,3.0,1.0,0.0,8.0,10.0,16.0,24.0,1.0,,,69.0,63.0,7.7,13.0,0.282752,1,,6.0,4.0,5.0,9.0,,,4.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,5.0,5.0,,1.0,,0.0081,,,,,,,,,,,,,,
12437608,home,Las Palmas,Enzo Loiodice,,,loiodice-enzo,E. Loiodice,M,12,176.0,327,M,933426,EUR,975283200,M,12,12,False,43.0,35.0,4.0,3.0,0.0,19.0,22.0,19.0,25.0,1.0,,,69.0,57.0,6.8,12.0,0.0686985,0,,4.0,3.0,2.0,1.0,,,,,1.0,,,2.0,,,1.0,1.0,1.0,,,,,2.0,1.0,,,,,,,,,,,,
12437608,home,Las Palmas,Kirian Rodríguez,,,kirian-rodriguez,K. Rodríguez,M,20,180.0,441,M,964985,EUR,825984000,M,20,20,False,77.0,65.0,7.0,3.0,0.0,37.0,40.0,28.0,39.0,7.0,,,90.0,89.0,7.2,16.0,0.0181508,1,,2.0,,1.0,3.0,,,2.0,,1.0,1.0,,,1.0,1.0,,1.0,1.0,,1.0,,0.008,,,True,,,,,,,,,,,
12437608,home,Las Palmas,Jaime Mata,,,jaime-mata,J. Mata,F,17,185.0,448,M,351140,EUR,593654400,M,17,17,False,10.0,6.0,1.0,1.0,0.0,2.0,3.0,5.0,12.0,3.0,,,68.0,22.0,6.6,10.0,0.0149014,1,,5.0,1.0,4.0,3.0,2.0,,,,2.0,1.0,2.0,,,1.0,1.0,1.0,,,1.0,,0.0797,,,,,,,,,,,,,,
12437608,home,Las Palmas,Javier Muñoz,,,javier-munoz,J. Muñoz,M,14,179.0,313,M,353154,EUR,793929600,M,5,5,False,35.0,27.0,3.0,1.0,1.0,11.0,14.0,17.0,23.0,3.0,,,90.0,50.0,7.3,11.0,0.267512,2,,2.0,1.0,4.0,3.0,,,1.0,,1.0,2.0,,4.0,3.0,,1.0,1.0,,,1.0,1.0,0.208,1.0,,,,,,,,,,,,,
12437608,home,Las Palmas,Alberto Moleiro,,,alberto-moleiro,A. Moleiro,M,20,172.0,3634,M,1012444,EUR,1064880000,M,10,10,False,16.0,15.0,1.0,,0.0,5.0,5.0,11.0,13.0,4.0,,,87.0,36.0,6.6,12.0,0.0317666,5,,2.0,1.0,9.0,2.0,,,,,4.0,,1.0,1.0,2.0,,,,,,1.0,1.0,0.3168,,,,8.0,2.0,3.0,0.2038,,,,,,,
12437608,home,Las Palmas,Oliver McBurnie,,,oliver-mcburnie,O. McBurnie,F,9,188.0,1008,M,367228,EUR,833846400,F,16,16,False,16.0,11.0,,,0.0,2.0,2.0,9.0,14.0,2.0,,,87.0,33.0,6.9,10.0,0.0243801,1,,,,8.0,8.0,,,1.0,,4.0,2.0,1.0,1.0,7.0,6.0,1.0,1.0,1.0,,,,0.5163,1.0,,,,,1.0,0.4065,1.0,1.0,,,,,
