match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalOffside,stat_keyPass,captain,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialLost,stat_challengeLost,stat_outfielderBlock,player_sofascoreId,stat_totalContest,stat_wonContest,stat_dispossessed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork,stat_goals,stat_savedShotsFromInsideTheBox,stat_saves
11703899,home,VfB Stuttgart,Alexander Nübel,,,alexander-nubel,A. Nübel,G,33,193,2046,M,584722,EUR,844041600,G,33,33,False,32.0,28.0,13.0,9.0,24.0,25.0,4.0,7.0,1.0,3.0,1.0,90.0,35.0,7.0,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11703899,home,VfB Stuttgart,Pascal Stenzel,,,pascal-stenzel,P. Stenzel,D,15,184,265,M,352562,EUR,827280000,D,15,15,False,49.0,42.0,11.0,8.0,19.0,20.0,23.0,31.0,1.0,7.0,,80.0,66.0,7.4,10.0,1,2.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11703899,home,VfB Stuttgart,Waldemar Anton,,,waldemar-anton,W. Anton,D,3,189,2192,M,799046,EUR,837820800,D,2,2,False,83.0,74.0,14.0,6.0,39.0,39.0,35.0,44.0,8.0,4.0,,90.0,97.0,7.4,10.0,0,,5.0,1.0,6.0,,,,1.0,,,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11703899,home,VfB Stuttgart,Dan-Axel Zagadou,,,dan-axel-zagadou,D. Zagadou,D,23,196,1087,M,826205,EUR,928368000,D,23,23,False,95.0,87.0,8.0,5.0,49.0,51.0,38.0,44.0,6.0,5.0,,90.0,107.0,7.9,8.0,1,,7.0,2.0,7.0,1.0,,,,,,,3.0,,,1.0,1.0,1.0,,,,,,,,,,,,,
11703899,home,VfB Stuttgart,Hiroki Itō,,,hiroki-ito,H. Itō,D,21,188,6724,M,873106,EUR,926467200,D,21,21,False,94.0,85.0,12.0,8.0,34.0,35.0,51.0,63.0,2.0,2.0,,90.0,111.0,7.9,15.0,1,4.0,1.0,,3.0,1.0,,,,,1.0,,2.0,2.0,1.0,,,,hiroki_ito38,1.0,1.0,,,,,,,,,,
11703899,home,VfB Stuttgart,Atakan Karazor,,,atakan-karazor,A. Karazor,M,16,190,1077,M,801030,EUR,845164800,M,16,16,False,58.0,48.0,4.0,1.0,23.0,26.0,25.0,32.0,2.0,4.0,,90.0,69.0,6.9,12.0,0,,,7.0,5.0,,2.0,1.0,2.0,,2.0,,,1.0,2.0,3.0,1.0,,,1.0,1.0,1.0,,,,,,,,,
11703899,home,VfB Stuttgart,Angelo Stiller,,,stiller-angelo,A. Stiller,M,6,183,7435,M,901882,EUR,986342400,M,6,6,False,66.0,62.0,5.0,3.0,28.0,28.0,34.0,38.0,,5.0,,90.0,74.0,7.2,6.0,0,,3.0,3.0,5.0,,1.0,1.0,,,,,,1.0,2.0,2.0,,1.0,,,,1.0,,,,,,,,,
11703899,home,VfB Stuttgart,Jamie Leweling,,,leweling-jamie,J. Leweling,M,18,184,1958,M,990201,EUR,983145600,M,18,18,False,25.0,21.0,,,4.0,6.0,17.0,23.0,,1.0,,68.0,41.0,7.0,13.0,4,4.0,,3.0,1.0,1.0,,,,1.0,,,,2.0,,1.0,,,,2.0,1.0,1.0,2.0,1.0,,,,,,,
11703899,home,VfB Stuttgart,Woo-Yeong Jeong,,,woo-yeong-jeong,W. Jeong,M,11,179,1572,M,927405,EUR,937785600,M,10,10,False,48.0,43.0,1.0,,11.0,13.0,32.0,36.0,,5.0,,68.0,53.0,6.8,9.0,1,1.0,,4.0,,1.0,,,1.0,,1.0,,,2.0,,1.0,1.0,,,,,1.0,,,,,,,,,
11703899,home,VfB Stuttgart,Chris Führich,,,chris-fuhrich,C. Führich,M,10,178,1567,M,891510,EUR,884304000,M,27,27,False,64.0,61.0,,,15.0,15.0,47.0,51.0,,7.0,,89.0,87.0,7.7,13.0,2,2.0,,5.0,5.0,1.0,,,,,3.0,,,3.0,1.0,,,,,5.0,4.0,4.0,,1.0,1.0,1.0,,,,,
