match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keyPass,stat_totalShots,stat_totalCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_interceptionWon,stat_fouls,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_dispossessed,stat_onTargetScoringAttempt,stat_totalClearance,stat_accurateCross,stat_wonContest,stat_shotOffTarget,stat_totalTackle,stat_unsuccessfulTouch,stat_totalOffside,stat_outfielderBlock,stat_wonTackle,captain,stat_bigChanceCreated,player_sofascoreId,stat_goals,stat_wasFouled,stat_bigChanceMissed,stat_hitWoodwork,stat_ownGoals,stat_blockedScoringAttempt,stat_errorLeadToAGoal
13078234,home,PSV Eindhoven,Joël Drommel,,,joel-drommel,J. Drommel,G,1,189.0,377,M,610396,EUR,848102400.0,G,16,16,False,33.0,24.0,16.0,8.0,0.0,21.0,25.0,3.0,8.0,7.0,1.0,2.0,4.0,1.0,1.0,90.0,40.0,7.8,9.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13078234,home,PSV Eindhoven,Richard Ledezma,,,richard-ledezma,R. Ledezma,D,37,175.0,944,M,985176,EUR,968198400.0,D,37,37,False,75.0,70.0,2.0,1.0,0.0,21.0,24.0,49.0,52.0,5.0,,,,,,77.0,83.0,6.8,7.0,,0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
13078234,home,PSV Eindhoven,Armando Obispo,,,armando-obispo,A. Obispo,D,4,184.0,451,M,825838,EUR,920592000.0,D,4,4,False,92.0,86.0,8.0,6.0,0.0,30.0,32.0,56.0,61.0,6.0,,,,,,86.0,108.0,7.6,9.0,1.0,1,1.0,7.0,1.0,,4.0,2.0,4.0,4.0,4.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,
13078234,home,PSV Eindhoven,Matteo Dams,Matteo Dams,,matteo-dams,M. Dams,D,32,184.0,819,M,1162305,EUR,1078790400.0,D,32,32,False,98.0,91.0,12.0,8.0,0.0,33.0,39.0,58.0,59.0,6.0,,,,,,90.0,107.0,7.6,7.0,,0,,3.0,2.0,,5.0,1.0,,4.0,4.0,,,2.0,,,,,,,,,,,,,,,,,,
13078234,home,PSV Eindhoven,Fredrik Oppegård,,,fredrik-oppegard,F. Oppegård,D,22,175.0,200,M,1005648,EUR,1028678400.0,D,35,35,False,62.0,57.0,1.0,,0.0,22.0,22.0,37.0,42.0,8.0,,,,,,90.0,79.0,7.3,8.0,1.0,1,2.0,3.0,,1.0,1.0,1.0,,,2.0,2.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
13078234,home,PSV Eindhoven,Jerdy Schouten,,,jerdy-schouten,J. Schouten,M,22,185.0,1244,M,844234,EUR,853027200.0,M,22,22,False,59.0,54.0,2.0,2.0,0.0,16.0,18.0,38.0,41.0,8.0,,,,,,63.0,70.0,7.4,7.0,,2,,3.0,,,2.0,1.0,,,3.0,2.0,,,,,2.0,3.0,,,1.0,2.0,,,,,,,,,,
13078234,home,PSV Eindhoven,Joey Veerman,,,joey-veerman,J. Veerman,M,23,185.0,3777,M,850816,EUR,911433600.0,M,23,23,False,69.0,61.0,10.0,7.0,1.0,14.0,14.0,51.0,61.0,7.0,,,,,,77.0,93.0,8.5,12.0,2.0,3,6.0,2.0,1.0,1.0,1.0,,1.0,,3.0,,2.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,,1.0,True,1.0,,,,,,,,
13078234,home,PSV Eindhoven,Hirving Lozano,,,hirving-lozano,H. Lozano,F,11,175.0,6560,M,385320,EUR,807062400.0,M,27,27,False,34.0,26.0,1.0,1.0,0.0,2.0,4.0,28.0,42.0,5.0,,,,,,76.0,55.0,7.9,20.0,2.0,1,12.0,3.0,,2.0,,,,1.0,3.0,1.0,1.0,,4.0,,,1.0,1.0,,,1.0,,1.0,hirvinglozano,1.0,1.0,,,,,
13078234,home,PSV Eindhoven,Guus Til,,,guus-til,G. Til,M,20,183.0,2259,M,845798,EUR,882748800.0,M,20,20,False,34.0,29.0,1.0,1.0,0.0,5.0,5.0,24.0,33.0,2.0,,,,,,90.0,57.0,7.3,16.0,1.0,4,4.0,3.0,,2.0,1.0,,,,3.0,2.0,2.0,2.0,,1.0,2.0,1.0,2.0,,,1.0,,,,1.0,1.0,2.0,,,,
13078234,home,PSV Eindhoven,Ivan Perišić,,,ivan-perisic,I. Perišić,M,5,187.0,17284,M,38710,EUR,602380800.0,M,5,5,False,46.0,40.0,3.0,1.0,1.0,2.0,3.0,39.0,48.0,2.0,,,,,,90.0,66.0,9.3,13.0,2.0,3,5.0,3.0,,5.0,1.0,1.0,,1.0,3.0,,3.0,,1.0,2.0,,,,1.0,,,,1.0,ivanperisic444,2.0,,1.0,,,,
