match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_aerialLost,stat_duelLost,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_challengeLost,stat_fouls,stat_totalCross,stat_accurateCross,stat_outfielderBlock,stat_keyPass,stat_blockedScoringAttempt,stat_dispossessed,stat_goalAssist,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalOffside,stat_goals,stat_expectedGoalsOnTarget,stat_errorLeadToAGoal,stat_ownGoals,stat_punches,stat_clearanceOffLine
11409038,home,CF Estrela Amadora,Bruno Brígido,bruno-brigido,B. Brígido,G,1,187,51,M,329079,EUR,668476800,G,30,30,False,27.0,16.0,16.0,6.0,11.0,14.0,5.0,13.0,2.0,1.0,1.0,90.0,29.0,6.8,11.0,0.00105825,0,0.0206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409038,home,CF Estrela Amadora,Kialonda Gaspar,kialonda-gaspar,K. Gaspar,D,4,193,1228,M,1090374,EUR,875318400,D,4,4,False,33.0,25.0,7.0,1.0,17.0,19.0,8.0,14.0,2.0,,,90.0,46.0,7.3,8.0,0.00716813,1,,Kialonda Gaspar,,True,1.0,5.0,2.0,2.0,1.0,7.0,2.0,1.0,0.0574,,,,,,,,,,,,,,,,,,,,,,,
11409038,home,CF Estrela Amadora,Pedro Mendes,pedro-mendes,P. Mendes,D,5,187,77,M,44563,EUR,654739200,D,5,5,False,19.0,16.0,1.0,1.0,13.0,15.0,3.0,4.0,2.0,,,90.0,34.0,7.5,5.0,0.00586211,1,,,,,2.0,6.0,,,1.0,5.0,3.0,3.0,0.2316,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,
11409038,home,CF Estrela Amadora,Rúben Lima,ruben-lima,R. Lima,D,,176,41,M,59772,EUR,623376000,D,28,28,False,33.0,18.0,9.0,3.0,11.0,20.0,7.0,13.0,4.0,,,90.0,51.0,7.2,18.0,0.00337822,0,,,,,5.0,8.0,,,,7.0,3.0,1.0,,,2.0,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,
11409038,home,CF Estrela Amadora,Hevertton Santos,hevertton-santos,H. Santos,D,20,182,177,M,1087355,EUR,980985600,M,27,27,False,20.0,13.0,4.0,,10.0,12.0,5.0,11.0,4.0,,,90.0,42.0,7.3,11.0,0.0832275,0,,,,,4.0,7.0,,,,4.0,2.0,2.0,,4.0,5.0,,1.0,2.0,,1.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,
11409038,home,CF Estrela Amadora,Aloisio,aloisio,Aloisio,M,20,180,45,M,962371,EUR,831081600,M,6,6,False,30.0,21.0,3.0,2.0,11.0,15.0,10.0,15.0,4.0,,,90.0,42.0,7.2,10.0,0.0100317,0,,,,,3.0,7.0,,,,2.0,4.0,1.0,,,2.0,3.0,1.0,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,
11409038,home,CF Estrela Amadora,Léo Cordeiro,leo-cordeiro,L. Cordeiro,M,22,174,96,M,869461,EUR,812160000,M,22,22,False,27.0,20.0,1.0,,13.0,14.0,7.0,13.0,4.0,,,81.0,39.0,6.6,9.0,0.0145023,1,,,,,,4.0,2.0,1.0,,,2.0,1.0,0.0488,,5.0,1.0,1.0,1.0,2.0,2.0,,,,,1.0,,,,,,,,,,,
11409038,home,CF Estrela Amadora,Nilton Varela,nilton-varela,N. Varela,M,75,182,76,M,998414,EUR,990748800,M,75,75,False,7.0,5.0,2.0,,5.0,6.0,,6.0,2.0,,,65.0,33.0,7.1,12.0,0.00133813,0,,,,,,5.0,3.0,1.0,,1.0,2.0,2.0,,,3.0,,1.0,2.0,,1.0,5.0,,,,,,,,,,,,,,,
11409038,home,CF Estrela Amadora,Regis Ndo,regis-ndo,R. Ndo,F,77,181,274,M,1084705,EUR,990489600,F,7,7,False,25.0,19.0,1.0,,8.0,10.0,11.0,15.0,6.0,,,70.0,36.0,6.9,11.0,0.720265,1,,,,,1.0,5.0,4.0,2.0,,,1.0,1.0,0.028,1.0,4.0,1.0,2.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,
11409038,home,CF Estrela Amadora,Rodrigo Pinho,rodrigo-pinho,Rodrigo Pinho,F,9,185,213,M,801339,EUR,675561600,F,20,20,False,15.0,10.0,2.0,,3.0,3.0,7.0,13.0,2.0,,,65.0,28.0,6.7,14.0,0.249876,1,,,,,2.0,3.0,3.0,,,1.0,,,0.3328,3.0,8.0,,4.0,1.0,1.0,,1.0,,,2.0,,1.0,1.0,1.0,1.0,1.0,,,,,,
