match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_bigChanceMissed,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_keyPass,stat_accurateCross,captain,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_goals,player_firstName,player_lastName,stat_hitWoodwork,player_sofascoreId,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_interceptionWon,stat_errorLeadToAShot,stat_outfielderBlock,stat_totalOffside
12504434,home,Bologna,Federico Ravaglia,federico-ravaglia,F. Ravaglia,G,13,196,580,M,850952,EUR,942278400,G,34,34,False,44.0,31.0,25.0,12.0,0.0,22.0,25.0,9.0,19.0,1.0,1.0,1.0,1.0,9.0,3.0,90.0,52.0,6.9,13.0,0.00865824,0,-0.3481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504434,home,Bologna,Stefan Posch,stefan-posch,S. Posch,D,4,188,1364,M,355486,EUR,863568000,D,3,3,False,46.0,37.0,6.0,4.0,0.0,22.0,24.0,15.0,24.0,8.0,,,2.0,4.0,,80.0,69.0,6.8,13.0,0.105847,1,,2.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,0.2695,,,,,,,,,,,,,,,,,,,,
12504434,home,Bologna,Sam Beukema,sam-beukema,S. Beukema,D,31,188,2235,M,898815,EUR,911260800,D,31,31,False,67.0,55.0,12.0,7.0,0.0,26.0,28.0,29.0,39.0,11.0,,,3.0,6.0,,90.0,83.0,7.5,13.0,0.0312263,1,,,4.0,5.0,8.0,2.0,1.0,,,6.0,5.0,,1.0,1.0,0.1296,1.0,0.0698,1.0,,,,,,,,,,,,,,,,,
12504434,home,Bologna,Jhon Lucumí,jhon-lucumi,J. Lucumí,D,26,185,4571,M,818481,EUR,898819200,D,26,26,False,89.0,83.0,9.0,6.0,0.0,54.0,54.0,29.0,35.0,6.0,,,1.0,10.0,,90.0,98.0,7.4,6.0,0.247006,2,,,3.0,4.0,3.0,,,,2.0,2.0,1.0,,,,0.1317,,,1.0,,,,,,,,,,,,,,,,,
12504434,home,Bologna,Juan Miranda,juan-miranda,J. Miranda,D,33,185,2208,M,855829,EUR,948240000,D,33,33,False,66.0,53.0,9.0,1.0,0.0,27.0,29.0,28.0,42.0,4.0,1.0,1.0,2.0,7.0,,66.0,79.0,6.9,17.0,0.0994768,0,,5.0,,2.0,2.0,2.0,,,,1.0,1.0,1.0,,,,,,2.0,2.0,,,,,,,,,,,,,,,,
12504434,home,Bologna,Lewis Ferguson,lewis-ferguson,L. Ferguson,M,19,181,1972,M,907152,EUR,935452800,M,19,19,False,56.0,53.0,4.0,3.0,0.0,17.0,18.0,36.0,38.0,7.0,,,1.0,2.0,,90.0,67.0,6.9,5.0,0.0653392,0,,,3.0,1.0,8.0,2.0,,,,3.0,1.0,2.0,3.0,3.0,,,,1.0,,True,,,,,,,,,,,,,,,
12504434,home,Bologna,Remo Freuler,remo-freuler,R. Freuler,M,8,181,1928,M,115516,EUR,703296000,M,8,8,False,73.0,61.0,11.0,3.0,0.0,27.0,31.0,35.0,43.0,8.0,,,1.0,2.0,,90.0,81.0,6.8,12.0,0.0660947,0,,1.0,2.0,3.0,4.0,1.0,,,,3.0,,,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,
12504434,home,Bologna,Riccardo Orsolini,riccardo-orsolini,R. Orsolini,M,7,183,5740,M,793645,EUR,854064000,M,7,7,False,32.0,22.0,3.0,3.0,1.0,7.0,8.0,18.0,29.0,10.0,4.0,3.0,,3.0,,90.0,53.0,8.9,15.0,0.238495,3,,5.0,,2.0,4.0,1.0,1.0,,,1.0,,1.0,4.0,1.0,0.4643,1.0,0.4303,3.0,3.0,,2.0,2.0,1.0,,,,,,,,,,,,
12504434,home,Bologna,Jens Odgaard,jens-odgaard,J. Odgaard,M,21,188,1820,M,826064,EUR,922838400,M,21,21,False,24.0,18.0,,,0.0,2.0,3.0,17.0,22.0,6.0,2.0,2.0,1.0,2.0,,80.0,38.0,7.4,8.0,0.066473,4,,1.0,3.0,2.0,6.0,1.0,,1.0,,,,2.0,2.0,2.0,0.2972,2.0,0.6479,1.0,1.0,,,2.0,1.0,,,,,,,,,,,,
12504434,home,Bologna,Benjamín Domínguez,benjamin-dominguez,B. Domínguez,M,30,172,3282,M,1162611,EUR,1063929600,M,30,30,False,28.0,25.0,2.0,2.0,1.0,7.0,9.0,18.0,19.0,4.0,3.0,2.0,,3.0,,66.0,41.0,7.1,6.0,0.0397479,2,,,1.0,,5.0,,2.0,,,1.0,,,1.0,1.0,0.1082,1.0,0.1464,1.0,,,,1.0,,Benjamín Domínguez,,,,,,,,,,,
12504434,home,Bologna,Santiago Castro,santiago-castro,S. Castro,F,9,178,6420,M,1116577,EUR,1095465600,F,9,9,False,13.0,12.0,1.0,1.0,0.0,3.0,3.0,9.0,10.0,2.0,,,,2.0,,45.0,25.0,7.0,7.0,0.0137648,2,,,1.0,1.0,6.0,1.0,3.0,,,1.0,1.0,3.0,,1.0,0.2901,1.0,0.7288,,,,,1.0,1.0,Santiago Castro,,,,,,,,,,,
12504434,home,Bologna,Thijs Dallinga,thijs-dallinga,T. Dallinga,F,24,190,2354,M,905381,EUR,965260800,F,24,24,True,13.0,10.0,,,0.0,3.0,3.0,7.0,10.0,6.0,2.0,,,1.0,,45.0,23.0,6.5,9.0,0.00405227,2,,,1.0,4.0,7.0,,1.0,1.0,1.0,1.0,,3.0,1.0,3.0,0.1044,1.0,0.1673,1.0,,,,,,,,,,,,,,,,,
12504434,home,Bologna,Charalampos Lykogiannis,charalampos-lykogiannis,C. Lykogiannīs,D,22,188,706,M,98212,EUR,751248000,D,22,22,True,8.0,7.0,5.0,5.0,1.0,3.0,4.0,6.0,9.0,2.0,,,2.0,1.0,,24.0,18.0,7.6,4.0,0.0982472,0,,5.0,,1.0,,,,,,1.0,1.0,,,,,,,2.0,2.0,,1.0,,,,,,,,,,,,,,
12504434,home,Bologna,Dan Ndoye,dan-ndoye,D. Ndoye,M,14,184,4721,M,944327,EUR,972432000,F,11,11,True,5.0,4.0,,,0.0,,1.0,4.0,4.0,1.0,1.0,,,1.0,,24.0,8.0,6.5,2.0,0.00732694,0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
12504434,home,Bologna,Lorenzo De Silvestri,lorenzo-de-silvestri,L. De Silvestri,D,29,185,372,M,14718,EUR,580348800,D,29,29,True,3.0,3.0,,,0.0,1.0,1.0,2.0,2.0,,,,,,,10.0,7.0,6.7,1.0,0.00085824,1,,,,,1.0,,1.0,,1.0,,,,,,0.0949,,,,,,,,,,,1.0,,,,,,,,,
12504434,home,Bologna,Giovanni Fabbian,giovanni-fabbian,G. Fabbian,M,80,186,1385,M,1067204,EUR,1042502400,M,80,80,True,1.0,1.0,,,0.0,1.0,1.0,,,1.0,1.0,,,1.0,,10.0,6.0,6.2,3.0,3.75e-06,0,,,1.0,,5.0,,1.0,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
12504434,home,Bologna,Łukasz Skorupski,lukasz-skorupski,Ł. Skorupski,G,1,187,4421,M,44906,EUR,673401600,G,1,1,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,lukaszskorupski28,,,,,,,,
12504434,home,Bologna,Nicola Bagnolini,nicola-bagnolini,N. Bagnolini,G,1,194,129,M,1085555,EUR,1079222400,G,23,23,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504434,home,Bologna,Emil Holm,emil-holm,E. Holm,D,2,191,1648,M,965264,EUR,958176000,D,2,2,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
