match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_totalClearance,stat_outfielderBlock,stat_wasFouled,stat_onTargetScoringAttempt,stat_goals,stat_dispossessed,player_sofascoreId,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_goalAssist,stat_bigChanceCreated,stat_totalContest,stat_wonContest,stat_goodHighClaim,stat_punches,stat_errorLeadToAGoal
11067388,home,Cuiabá,Walter,walter,Walter,G,22,188,774,M,329055,EUR,564192000,G,1,1,False,True,18.0,12.0,10.0,5.0,12.0,13.0,5.0,3.0,1.0,2.0,90.0,23.0,7.2,6.0,0.0,0.0,5.08e-05,0,0.1354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067388,home,Cuiabá,Matheus Alexandre,matheus-alexandre,M. Alexandre,D,33,188,291,M,953736,EUR,923443200,D,2,2,False,,60.0,56.0,1.0,1.0,24.0,25.0,41.0,5.0,,,90.0,73.0,7.3,8.0,0.0,0.0,0.139553,0,,,,35.0,6.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11067388,home,Cuiabá,Marllon,marllon,Marllon,D,3,184,365,M,221206,EUR,703382400,D,4,4,False,,61.0,56.0,8.0,5.0,34.0,34.0,28.0,3.0,,,90.0,72.0,7.3,6.0,0.0,0.0,0.0108061,0,,,,22.0,1.0,,2.0,5.0,,1.0,1.0,,,,,2.0,3.0,3.0,2.0,1.0,,,,,,,,,,,,,,
11067388,home,Cuiabá,Alan Empereur,alan-empereur,A. Empereur,D,33,186,199,M,373740,EUR,763257600,D,33,33,False,,83.0,78.0,10.0,6.0,39.0,39.0,47.0,6.0,,,90.0,89.0,7.7,9.0,0.0639,0.3688,0.0319249,1,,,,39.0,3.0,,3.0,2.0,,1.0,1.0,,1.0,,1.0,2.0,1.0,,,,1.0,1.0,,,,,,,,,,,,
11067388,home,Cuiabá,Uendel,uendel,Uendel,D,,179,34,,123357,EUR,592272000,D,6,6,False,,23.0,20.0,4.0,2.0,6.0,6.0,21.0,1.0,,,45.0,33.0,6.7,6.0,0.0,0.0,0.0510054,0,,,,16.0,4.0,2.0,1.0,2.0,,1.0,,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,
11067388,home,Cuiabá,Lucas Mineiro,lucas-mineiro,L. Mineiro,M,8,188,116,M,840077,EUR,825120000,M,31,31,False,,18.0,14.0,1.0,,3.0,3.0,16.0,1.0,,,45.0,24.0,6.7,5.0,0.0,0.0,0.0233865,0,,,,12.0,1.0,1.0,2.0,3.0,,,,,1.0,,1.0,1.0,2.0,,1.0,1.0,,,1.0,,,,,,,,,,,
11067388,home,Cuiabá,Raniele,raniele,Raniele,M,14,184,6186,M,866392,EUR,851990400,M,14,14,False,,60.0,55.0,5.0,3.0,18.0,22.0,38.0,4.0,,,90.0,78.0,7.4,8.0,0.0797,0.0,0.0979347,3,,,,37.0,,,2.0,7.0,1.0,2.0,2.0,2.0,1.0,,3.0,,3.0,3.0,,2.0,,,,R14niele,1.0,2.0,2.0,,,,,,,
11067388,home,Cuiabá,Ronald,ronald,Ronald,M,8,171,426,M,931521,EUR,866592000,M,8,8,False,,32.0,29.0,1.0,,5.0,5.0,30.0,4.0,,,72.0,42.0,7.2,8.0,0.0183,0.0,0.213283,1,,,,25.0,3.0,1.0,4.0,2.0,,1.0,,2.0,3.0,,1.0,,1.0,,,,,,1.0,,1.0,,1.0,1.0,1.0,,,,,
11067388,home,Cuiabá,Derik Lacerda,derik-lacerda,D. Lacerda,F,18,190,839,M,994190,EUR,938390400,F,22,22,False,,22.0,21.0,,,6.0,6.0,18.0,1.0,,,56.0,32.0,6.8,4.0,0.0493,0.0255,0.0166946,2,,,,15.0,2.0,,7.0,5.0,2.0,2.0,1.0,,4.0,,,1.0,2.0,,,1.0,1.0,,1.0,,,1.0,,,,,,,,
11067388,home,Cuiabá,Deyverson,deyverson,Deyverson,F,16,185,4460,M,270287,EUR,673660800,F,16,16,False,,19.0,14.0,1.0,1.0,5.0,7.0,12.0,6.0,,,90.0,29.0,7.4,6.0,0.371,0.0598,0.0629278,3,,,,9.0,,,6.0,5.0,1.0,,,,,,3.0,4.0,3.0,1.0,,,1.0,,,,1.0,1.0,,1.0,,3.0,2.0,,,
11067388,home,Cuiabá,Clayson,clayson,Clayson,M,29,166,372,M,811308,EUR,795571200,F,29,29,False,,33.0,30.0,1.0,,9.0,9.0,29.0,3.0,,,73.0,46.0,7.5,11.0,0.4548,0.8577,0.269429,2,,,,22.0,5.0,1.0,4.0,2.0,1.0,,,1.0,,,3.0,,,,,2.0,1.0,1.0,1.0,,1.0,,,,,2.0,,,,
11067388,home,Cuiabá,Rikelme,rikelme,Rikelme,D,16,184,260,M,1102383,EUR,1058313600,M,20,20,True,,19.0,18.0,,,6.0,7.0,14.0,4.0,,,45.0,25.0,6.8,3.0,0.0473,0.0,0.0670998,1,,,,12.0,2.0,,1.0,2.0,,2.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,
11067388,home,Cuiabá,Fernando Sobral,fernando-sobral,F. Sobral,M,88,178,655,M,931479,EUR,787708800,M,88,88,True,,36.0,32.0,1.0,1.0,9.0,9.0,31.0,2.0,,,45.0,52.0,7.4,9.0,0.0294,0.4728,0.0329636,1,,,,24.0,4.0,1.0,3.0,5.0,,2.0,2.0,,2.0,,,,,1.0,,3.0,1.0,1.0,1.0,,,,,,,,,,,
11067388,home,Cuiabá,Wellington Silva,wellington-silva,Wellington Silva,M,37,170,241,M,121264,EUR,726278400,M,11,11,True,,12.0,10.0,1.0,,3.0,4.0,8.0,1.0,,,34.0,18.0,6.8,3.0,0.131,0.1521,0.0108104,3,,,,7.0,,,3.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,1.0,,1.0,,2.0,,,,,,,,,
11067388,home,Cuiabá,Filipe Augusto,filipe-augusto,Filipe Augusto,M,6,182,119,M,254561,EUR,745113600,M,5,5,True,,25.0,24.0,1.0,1.0,9.0,9.0,17.0,3.0,,,18.0,31.0,6.8,3.0,0.0,0.0,0.0204714,0,,,,15.0,1.0,,2.0,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,
11067388,home,Cuiabá,Jonathan Cafú,jonathan-cafu,Jonathan Cafú,M,11,175,197,M,790103,EUR,679104000,F,7,7,True,,17.0,14.0,,,1.0,1.0,17.0,3.0,,,17.0,18.0,6.9,4.0,0.0,0.0,0.0228736,0,,,,13.0,1.0,,,,,,,,,1.0,2.0,,,,,,,,,,,,,1.0,,,,,,
11067388,home,Cuiabá,João Carlos,joao-carlos,J. Carlos,G,12,190,52,M,795227,EUR,576288000,G,21,21,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067388,home,Cuiabá,Vitão,vitao,Vitão,D,34,194,85,M,1467772,EUR,969148800,D,3,3,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067388,home,Cuiabá,Juan Tavares,juan-tavares,J. Tavares,D,63,179,44,M,1141510,EUR,1019692800,D,63,63,True,,,,,,,,,,,,,,,,,0.0,,0,,Juan Pablo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067388,home,Cuiabá,Emerson Ramon,emerson-ramon,Emerson Ramon,M,94,178,125,M,1130178,EUR,975024000,F,17,17,True,,,,,,,,,,,,,,,,,0.0,,0,,Emerson Ramon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067388,home,Cuiabá,Calebe Costa,calebe-costa,C. Costa,M,5,187,51,M,1645786,EUR,1054944000,M,55,55,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067388,home,Cuiabá,Pablinho,pablinho,Pablinho,F,18,180,26,M,1465710,EUR,1064016000,F,82,82,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067388,home,Cuiabá,Isidro Pitta,isidro-pitta,I. Pitta,F,9,183,1815,M,979861,EUR,934588800,F,9,9,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067388,away,Fluminense,Pedro Rangel,pedro-rangel,Pedro Rangel,G,12,192,199,M,1092614,EUR,962236800,G,22,22,False,,24.0,20.0,8.0,4.0,17.0,18.0,6.0,7.0,2.0,3.0,90.0,35.0,6.3,4.0,0.0,0.0,0.00045061,0,-1.0633,,,3.0,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,
11067388,away,Fluminense,Samuel Xavier,xavier-samuel,S. Xavier,D,2,166,1621,M,795773,EUR,644630400,D,2,2,False,,40.0,38.0,1.0,,28.0,28.0,12.0,6.0,,,90.0,59.0,6.4,5.0,0.1007,0.0,0.0256084,2,,,,10.0,,,3.0,2.0,,,,,,,1.0,,,3.0,,2.0,,,1.0,,2.0,,2.0,,,2.0,,,,
