match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_totalTackle,stat_wonTackle,stat_bigChanceCreated,stat_shotOffTarget,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_keyPass,stat_totalContest,stat_wonContest,stat_dispossessed,stat_wasFouled,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_totalOffside,stat_goalAssist,stat_clearanceOffLine,stat_hitWoodwork
10385532,home,Newcastle United,Nick Pope,,,nick-pope,N. Pope,G,1,198,4628,M,npope29,162653,EUR,703641600,G,22,22,False,23.0,9.0,22.0,8.0,3.0,7.0,6.0,16.0,1.0,1.0,11.0,2.0,4.0,7.0,1.0,2.0,2.0,90.0,40.0,7.7,14.0,0.0,0.0,0.00266567,0,0.9675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385532,home,Newcastle United,Kieran Trippier,,,kieran-trippier,K. Trippier,D,2,174,8369,M,ktrippier2,69256,EUR,653702400,D,2,2,False,26.0,19.0,8.0,4.0,11.0,12.0,11.0,22.0,2.0,2.0,7.0,,,,,,,90.0,44.0,7.4,12.0,0.0529,0.5894,0.035455,1,,True,8.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
10385532,home,Newcastle United,Fabian Schär,,,fabian-schar,F. Schär,D,5,186,3172,M,,101882,EUR,693187200,D,5,5,False,34.0,15.0,9.0,2.0,13.0,21.0,2.0,13.0,4.0,8.0,5.0,,,,,,,90.0,53.0,6.5,19.0,0.0,0.0,0.00068341,0,,,,,3.0,2.0,5.0,1.0,,,1.0,5.0,1.0,2.0,1.0,,,,,,,,,,,,,,,
10385532,home,Newcastle United,Sven Botman,,,sven-botman,S. Botman,D,4,193,3377,M,,910046,EUR,947635200,D,4,4,False,30.0,23.0,4.0,2.0,19.0,23.0,4.0,7.0,1.0,3.0,5.0,,,,,,,90.0,39.0,6.4,10.0,0.032,0.0,0.198041,1,,,,,,1.0,1.0,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,
10385532,home,Newcastle United,Dan Burn,,,dan-burn,D. Burn,D,33,201,4473,M,,99090,EUR,705369600,D,33,33,False,18.0,12.0,3.0,1.0,8.0,9.0,4.0,9.0,3.0,3.0,4.0,,,,,,,89.0,34.0,6.1,8.0,0.0,0.0,0.0233792,0,,,,,2.0,1.0,6.0,1.0,,,,1.0,2.0,2.0,2.0,,,,,1.0,1.0,,,,,,,,,
10385532,home,Newcastle United,Joe Willock,,,joe-willock,J. Willock,M,28,186,2651,M,,888550,EUR,935107200,M,28,28,False,20.0,13.0,1.0,1.0,6.0,6.0,8.0,15.0,6.0,,3.0,,,,,,,70.0,29.0,6.6,8.0,0.0,0.0,0.0235396,0,,,1.0,1.0,,2.0,3.0,3.0,,,,,,2.0,1.0,,,,,1.0,2.0,2.0,,,,,,,,
10385532,home,Newcastle United,Bruno Guimarães,,,bruno-guimaraes,B. Guimarães,M,39,182,31550,M,BrunoGuimarães,866469,EUR,879638400,M,39,39,False,30.0,25.0,5.0,3.0,8.0,9.0,17.0,21.0,7.0,2.0,6.0,,,,,,,90.0,54.0,6.7,10.0,0.0,0.0,0.0267769,0,,,,,,,6.0,2.0,,,1.0,1.0,2.0,4.0,2.0,,,,2.0,1.0,,,2.0,3.0,,,,,,
10385532,home,Newcastle United,Joelinton,,,joelinton,Joelinton,M,7,186,10098,M,joelinton34,560128,EUR,839980800,M,7,7,False,27.0,23.0,3.0,2.0,9.0,9.0,14.0,18.0,6.0,2.0,5.0,,,,,,,90.0,41.0,7.4,4.0,0.0,0.0,0.0329553,0,,,,,4.0,1.0,8.0,,,,1.0,3.0,4.0,3.0,1.0,1.0,,,,2.0,2.0,2.0,,,,,,,,
10385532,home,Newcastle United,Miguel Almirón,,,miguel-almiron,M. Almirón,M,10,174,8461,M,miguel_almiron,333373,EUR,760838400,F,24,24,False,19.0,14.0,1.0,1.0,5.0,8.0,9.0,12.0,,,8.0,,,,,,,83.0,27.0,6.8,9.0,0.7058,0.9455,0.0979818,3,,,1.0,,,,6.0,2.0,2.0,1.0,,,2.0,,,,1.0,,1.0,1.0,2.0,,,,1.0,,,,,
10385532,home,Newcastle United,Callum Wilson,,,callum-wilson,C. Wilson,F,9,180,3241,M,,113956,EUR,699148800,F,9,9,False,13.0,9.0,,,7.0,8.0,2.0,5.0,2.0,,3.0,,,,,,,70.0,19.0,7.0,4.0,0.7882,0.7797,0.0106636,4,,,,,2.0,1.0,2.0,,2.0,1.0,,1.0,,,,,1.0,,,,,,,1.0,1.0,1.0,1.0,,,
