match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_challengeLost,stat_interceptionWon,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_outfielderBlock,stat_unsuccessfulTouch,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_dispossessed,stat_goals,captain,stat_bigChanceMissed,stat_hitWoodwork,stat_goodHighClaim,stat_punches
11540889,home,Sivasspor,Đorđe Nikolić,,,dorde-nikolic,Đ. Nikolić,G,195.0,79,M,797144,EUR,860889600,G,13,13,False,24.0,13.0,13.0,2.0,0.0,11.0,11.0,2.0,13.0,6.0,4.0,4.0,90.0,31.0,6.9,11.0,0.0003075,0,1.323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11540889,home,Sivasspor,Murat Paluli,,,murat-paluli,M. Paluli,D,175.0,36,M,893014,EUR,776390400,D,99,99,False,21.0,14.0,3.0,2.0,1.0,6.0,7.0,9.0,15.0,2.0,,,90.0,52.0,7.2,11.0,0.160856,0,,7,1.0,1.0,2.0,1.0,5.0,9.0,6.0,5.0,3.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,
11540889,home,Sivasspor,Aaron Appindangoyé,,,aaron-appindangoye,A. Appindangoyé,D,185.0,334,M,785850,EUR,698544000,D,4,4,False,37.0,32.0,6.0,2.0,0.0,25.0,25.0,7.0,13.0,5.0,,,90.0,46.0,6.6,6.0,0.00205668,0,,2,1.0,,,,3.0,2.0,,,3.0,1.0,1.0,1.0,2.0,,1.0,2.0,,,,,,,,,,,,,,,,
11540889,home,Sivasspor,Mehmet Albayrak,Mehmet Albayrak,,mehmet-albayrak,M. Albayrak,D,189.0,18,M,1141652,EUR,1073260800,D,69,69,False,20.0,18.0,1.0,1.0,0.0,12.0,13.0,6.0,7.0,5.0,,,66.0,24.0,6.5,2.0,0.00167464,0,,4,,,,,3.0,1.0,,,,1.0,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,
11540889,home,Sivasspor,Uğur Çiftçi,,,ugur-ciftci,U. Çiftçi,D,180.0,65,M,142850,EUR,704937600,D,3,3,False,27.0,22.0,,,0.0,8.0,8.0,14.0,24.0,2.0,,,90.0,45.0,7.0,12.0,0.139658,3,,58,5.0,,2.0,,6.0,3.0,1.0,,1.0,3.0,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1331,0.2833,,,,,,,,
11540889,home,Sivasspor,Charis Charisis,,,charis-charisis,C. Charisis,M,177.0,130,M,317297,EUR,789868800,M,8,8,False,30.0,19.0,4.0,2.0,0.0,6.0,8.0,13.0,23.0,4.0,,,90.0,37.0,7.0,12.0,0.233725,0,,8,1.0,,1.0,,3.0,2.0,,,,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,
11540889,home,Sivasspor,Emrah Başsan,,,emrah-bassan,E. Başsan,M,177.0,60,M,174141,EUR,703468800,M,17,17,False,8.0,7.0,,,0.0,1.0,1.0,7.0,11.0,,,,45.0,19.0,6.7,6.0,0.0378272,1,,14,4.0,1.0,,,1.0,2.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,,,1.0,,2.0,,0.0131,,,,,,,,,
11540889,home,Sivasspor,Azizbek Turgunboev,,,azizbek-turgunboev,A. Turgunboev,M,173.0,1143,M,971572,EUR,780969600,M,90,90,False,27.0,24.0,3.0,2.0,0.0,8.0,11.0,16.0,18.0,4.0,,,90.0,39.0,6.8,7.0,0.531111,2,,10,2.0,,2.0,,6.0,3.0,2.0,1.0,,2.0,2.0,,,,2.0,1.0,,1.0,1.0,,,,0.0231,0.1076,,1.0,,,,,,
11540889,home,Sivasspor,Mijo Caktaš,,,mijo-caktas,M. Caktaš,M,178.0,363,M,152887,EUR,705283200,M,30,30,False,24.0,22.0,1.0,1.0,0.0,11.0,12.0,12.0,14.0,1.0,,,74.0,30.0,7.4,4.0,0.0662719,1,,,2.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,1.0,,1.0,1.0,,0.1112,0.833,,,1.0,,,,,
11540889,home,Sivasspor,Bengali-Fodé Koita,,,bengali-fode-koita,B. Koita,M,186.0,217,M,51407,EUR,656467200,M,55,55,False,2.0,2.0,,,0.0,,,2.0,2.0,,,,15.0,4.0,7.4,,0.00117123,1,,55,,,,1.0,,2.0,,,,,,1.0,,,,,,1.0,,,,,0.145,0.2359,,,1.0,,,,,
