match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_shotOffTarget,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,captain,stat_challengeLost,stat_totalContest,stat_aerialWon,stat_interceptionWon,stat_wasFouled,stat_keyPass,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_wonContest,stat_bigChanceMissed,stat_accurateCross,stat_goalAssist,stat_bigChanceCreated,stat_goodHighClaim
11067528,home,Athletico,Bento,,,bento,Bento,G,24,190,9735,M,bento_matheus,1016104,EUR,928972800,G,1,1,False,23.0,9.0,16.0,2.0,8.0,8.0,1.0,15.0,1.0,5.0,1.0,4.0,1.0,1.0,1.0,90.0,31.0,7.9,14.0,0.0,0.0,0.00190767,0,0.7182,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067528,home,Athletico,Khellven,,,khellven,Khellven,D,12,176,2672,M,,984896,EUR,983059200,D,2,2,False,37.0,32.0,9.0,7.0,21.0,21.0,11.0,18.0,5.0,3.0,,,,,,90.0,64.0,7.3,15.0,0.0403,0.0,0.00827716,1,,2.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11067528,home,Athletico,Pedro Henrique,,,pedro-henrique,P. Henrique,D,14,188,417,M,,551774,EUR,812592000,D,34,34,False,33.0,26.0,8.0,2.0,23.0,24.0,3.0,9.0,1.0,5.0,,,,,,90.0,44.0,6.9,8.0,0.0,0.0,0.00211778,0,,,1.0,4.0,3.0,,,3.0,3.0,3.0,,1.0,1.0,True,1.0,1.0,,,,,,,,,,,,,
11067528,home,Athletico,Zé Ivaldo,,,ze-ivaldo,Z. Ivaldo,D,2,185,1464,M,,844602,EUR,856483200,D,3,3,False,64.0,57.0,9.0,4.0,42.0,43.0,15.0,21.0,3.0,9.0,,,,,,90.0,75.0,7.4,9.0,0.0,0.0,0.00431339,0,,,1.0,2.0,4.0,,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,2.0,1.0,,,,,,,,,
11067528,home,Athletico,Fernando,,,fernando,Fernando,D,17,181,188,M,,1017746,EUR,937267200,D,6,6,False,35.0,34.0,5.0,5.0,21.0,21.0,13.0,15.0,4.0,4.0,,,,,,90.0,61.0,7.4,11.0,0.0,0.0,0.0105123,0,,1.0,,2.0,6.0,,,,3.0,2.0,2.0,2.0,,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,
11067528,home,Athletico,Alex Santana,,,alex-santana,A. Santana,M,80,182,2736,M,,358166,EUR,800323200,M,80,80,False,38.0,34.0,4.0,1.0,21.0,22.0,13.0,16.0,2.0,5.0,,,,,,81.0,48.0,7.4,4.0,0.0876,0.2951,0.0116858,3,,,2.0,5.0,5.0,,1.0,,,,,3.0,1.0,,,,3.0,1.0,2.0,,1.0,1.0,1.0,,,,,,
11067528,home,Athletico,Hugo Moura,,,hugo-moura,H. Moura,M,25,177,1953,M,,973293,EUR,883785600,M,17,17,False,51.0,46.0,7.0,4.0,28.0,29.0,18.0,23.0,5.0,7.0,,,,,,89.0,68.0,7.4,7.0,0.0993,0.0,0.00855187,1,,1.0,1.0,2.0,8.0,,,,4.0,2.0,,,,,,1.0,3.0,,1.0,,,1.0,,,,,,,
11067528,home,Athletico,Agustín Canobbio,,,agustin-canobbio,A. Canobbio,M,17,175,3082,M,,846413,EUR,907200000,M,14,14,False,21.0,15.0,1.0,1.0,6.0,7.0,9.0,17.0,,4.0,,,,,,85.0,48.0,7.2,14.0,0.5516,0.3998,0.0488585,6,,3.0,1.0,3.0,9.0,,1.0,,4.0,3.0,3.0,,,,,7.0,,1.0,,,4.0,1.0,,5.0,1.0,,,,
11067528,home,Athletico,David Terans,,,david-terans,David Terans,M,80,176,906,M,,586662,EUR,776563200,M,10,10,False,23.0,21.0,2.0,2.0,9.0,9.0,13.0,19.0,,8.0,,,,,,79.0,42.0,6.6,14.0,0.0,0.0,0.0841508,0,,5.0,3.0,6.0,4.0,1.0,,,1.0,1.0,5.0,,,,1.0,1.0,,,3.0,2.0,,,,,,1.0,,,
11067528,home,Athletico,Tomás Cuello,,,tomas-cuello,T. Cuello,M,28,176,1951,M,,871273,EUR,952214400,M,28,28,False,31.0,23.0,3.0,,5.0,5.0,19.0,31.0,1.0,9.0,,,,,,90.0,60.0,7.6,18.0,0.033,0.0343,0.0405313,2,,5.0,3.0,6.0,7.0,,,,3.0,1.0,4.0,2.0,,,,3.0,1.0,4.0,1.0,3.0,1.0,1.0,,2.0,,1.0,,,
