match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelWon,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,player_firstName,player_lastName,player_sofascoreId,stat_aerialWon,stat_totalContest,stat_outfielderBlock,stat_challengeLost,stat_wonContest,stat_totalCross,stat_bigChanceMissed,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_goals,stat_penaltyWon,captain,stat_penaltyConceded,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine,stat_totalOffside
11401936,home,AFC Ajax,Diant Ramaj,ramaj-diant,D. Ramaj,G,41,189,935,M,981562,EUR,1000857600,G,40,40,False,36.0,26.0,22.0,12.0,23.0,26.0,3.0,10.0,1.0,1.0,6.0,1.0,2.0,90.0,40.0,6.8,10.0,0.00056221,0,-0.2502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401936,home,AFC Ajax,Devyne Rensch,devyne-rensch,D. Rensch,D,2,182,2450,M,982778,EUR,1042848000,D,2,2,False,62.0,58.0,5.0,4.0,23.0,25.0,35.0,37.0,1.0,4.0,3.0,,,90.0,81.0,7.4,7.0,0.0546311,3,,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,0.256,0.0207,1.0,,,,,,,,,,,,,,,,,,,,,,
11401936,home,AFC Ajax,Josip Šutalo,josip-sutalo,J. Šutalo,D,37,190,4308,M,954836,EUR,951696000,D,37,37,False,56.0,51.0,4.0,2.0,26.0,29.0,25.0,27.0,4.0,5.0,6.0,,,90.0,74.0,6.9,7.0,0.0229339,0,,2.0,,,,,7.0,3.0,,,1.0,1.0,,,,,,,josip.sutalo,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11401936,home,AFC Ajax,Jorrel Hato,jorrel-hato,J. Hato,D,21,182,15501,M,1153079,EUR,1141689600,D,4,4,False,63.0,59.0,2.0,1.0,32.0,35.0,27.0,28.0,5.0,7.0,4.0,,,90.0,80.0,7.1,6.0,0.0313873,2,,3.0,,1.0,1.0,,4.0,,1.0,1.0,2.0,,1.0,0.0716,0.0451,1.0,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,
11401936,home,AFC Ajax,ArJany Martha,martha-arjany,A. Martha,D,11,180,259,M,1004277,EUR,1062633600,D,42,42,False,47.0,44.0,5.0,3.0,18.0,18.0,26.0,32.0,,3.0,6.0,,,78.0,63.0,7.0,9.0,0.0550159,0,,4.0,1.0,,,,1.0,,3.0,2.0,2.0,,,,,1.0,,,,1.0,,,2.0,,3.0,,,,,,,,,,,,,
11401936,home,AFC Ajax,Kristian Hlynsson,hlynsson-kristian,K. Hlynsson,M,14,176,998,M,1160026,EUR,1074816000,M,38,38,False,28.0,23.0,,,8.0,8.0,15.0,22.0,1.0,2.0,5.0,,,65.0,36.0,6.6,8.0,0.0803965,2,,,,1.0,1.0,,,,,,1.0,,1.0,0.5562,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,
11401936,home,AFC Ajax,Benjamin Tahirović,benjamin-tahirovic,B. Tahirović,M,8,191,1907,M,1102659,EUR,1046649600,M,33,33,False,52.0,50.0,3.0,3.0,17.0,18.0,33.0,34.0,1.0,3.0,5.0,,,90.0,67.0,7.5,4.0,0.120021,0,,4.0,1.0,,,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,
11401936,home,AFC Ajax,Kenneth Taylor,kenneth-taylor,K. Taylor,M,24,182,3631,M,959806,EUR,1021507200,M,8,8,False,60.0,56.0,6.0,5.0,14.0,16.0,43.0,45.0,,1.0,9.0,,,90.0,70.0,7.8,6.0,0.551581,2,,4.0,1.0,1.0,,1.0,2.0,,2.0,2.0,1.0,,,0.0992,,1.0,,,,2.0,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,
11401936,home,AFC Ajax,Steven Berghuis,steven-berghuis,S. Berghuis,F,23,182,1909,M,100386,EUR,693100800,F,23,23,False,67.0,58.0,8.0,5.0,14.0,14.0,47.0,63.0,,1.0,5.0,,,90.0,92.0,7.7,18.0,0.951124,5,,2.0,,,1.0,4.0,,1.0,2.0,1.0,1.0,,,0.3759,0.0683,6.0,,,,,1.0,,,,10.0,1.0,,3.0,,,,,,,,,,
11401936,home,AFC Ajax,Brian Brobbey,brobbey-brian,B. Brobbey,F,9,180,7090,M,910048,EUR,1012521600,F,9,9,False,16.0,12.0,,,3.0,4.0,9.0,12.0,5.0,7.0,,,,65.0,30.0,7.7,7.0,0.0373993,2,,2.0,1.0,,1.0,1.0,3.0,,,,2.0,1.0,1.0,0.7244,0.9128,,,,brianbrobbeyy,1.0,,,,,,,,,,1.0,1.0,,,,,,,
